R2_MIN,LAM_MIN,LAM_MAX,MAPE_S5,MAPE_BASE,imp_pp,MAPE_S5_multi,MAPE_BASE_multi,imp_pp_multi,n_dcity,n_low_r2,n_low_lam,n_high_lam,n_obs
0.1,0.1,3,8.239827565084084,8.008194577779713,-0.23163298730437099,8.239827565084084,8.008194577779713,-0.23163298730437099,4186,1066,0,0,5330
0.1,0.2,3,8.239827565084084,8.008194577779713,-0.23163298730437099,8.239827565084084,8.008194577779713,-0.23163298730437099,4186,1066,0,0,5330
0.1,0.1,4,8.239827565084084,8.008194577779713,-0.23163298730437099,8.239827565084084,8.008194577779713,-0.23163298730437099,4186,1066,0,0,5330
0.1,0.2,4,8.239827565084084,8.008194577779713,-0.23163298730437099,8.239827565084084,8.008194577779713,-0.23163298730437099,4186,1066,0,0,5330
0.1,0.1,5,8.239827565084084,8.008194577779713,-0.23163298730437099,8.239827565084084,8.008194577779713,-0.23163298730437099,4186,1066,0,0,5330
0.1,0.2,5,8.239827565084084,8.008194577779713,-0.23163298730437099,8.239827565084084,8.008194577779713,-0.23163298730437099,4186,1066,0,0,5330
0.05,0.2,3,8.246471719363614,8.008194577779713,-0.23827714158390023,8.246471719363614,8.008194577779713,-0.23827714158390023,4576,624,52,0,5330
0.05,0.2,4,8.246471719363614,8.008194577779713,-0.23827714158390023,8.246471719363614,8.008194577779713,-0.23827714158390023,4576,624,52,0,5330
0.05,0.2,5,8.246471719363614,8.008194577779713,-0.23827714158390023,8.246471719363614,8.008194577779713,-0.23827714158390023,4576,624,52,0,5330
0.15,0.1,3,8.264423639186031,8.008194577779713,-0.2562290614063176,8.264423639186031,8.008194577779713,-0.2562290614063176,4004,1248,0,0,5330
0.15,0.2,3,8.264423639186031,8.008194577779713,-0.2562290614063176,8.264423639186031,8.008194577779713,-0.2562290614063176,4004,1248,0,0,5330
0.15,0.1,4,8.264423639186031,8.008194577779713,-0.2562290614063176,8.264423639186031,8.008194577779713,-0.2562290614063176,4004,1248,0,0,5330
0.15,0.2,4,8.264423639186031,8.008194577779713,-0.2562290614063176,8.264423639186031,8.008194577779713,-0.2562290614063176,4004,1248,0,0,5330
0.15,0.1,5,8.264423639186031,8.008194577779713,-0.2562290614063176,8.264423639186031,8.008194577779713,-0.2562290614063176,4004,1248,0,0,5330
0.15,0.2,5,8.264423639186031,8.008194577779713,-0.2562290614063176,8.264423639186031,8.008194577779713,-0.2562290614063176,4004,1248,0,0,5330
0.1,0.3,3,8.297393819166208,8.008194577779713,-0.2891992413864948,8.297393819166208,8.008194577779713,-0.2891992413864948,4160,1066,26,0,5330
0.1,0.3,4,8.297393819166208,8.008194577779713,-0.2891992413864948,8.297393819166208,8.008194577779713,-0.2891992413864948,4160,1066,26,0,5330
0.1,0.3,5,8.297393819166208,8.008194577779713,-0.2891992413864948,8.297393819166208,8.008194577779713,-0.2891992413864948,4160,1066,26,0,5330
0.15,0.3,3,8.321989893268155,8.008194577779713,-0.3137953154884414,8.321989893268155,8.008194577779713,-0.3137953154884414,3978,1248,26,0,5330
0.15,0.3,4,8.321989893268155,8.008194577779713,-0.3137953154884414,8.321989893268155,8.008194577779713,-0.3137953154884414,3978,1248,26,0,5330
0.15,0.3,5,8.321989893268155,8.008194577779713,-0.3137953154884414,8.321989893268155,8.008194577779713,-0.3137953154884414,3978,1248,26,0,5330
0.05,0.3,3,8.332850745118947,8.008194577779713,-0.3246561673392332,8.332850745118947,8.008194577779713,-0.3246561673392332,4446,624,182,0,5330
0.05,0.3,4,8.332850745118947,8.008194577779713,-0.3246561673392332,8.332850745118947,8.008194577779713,-0.3246561673392332,4446,624,182,0,5330
0.05,0.3,5,8.332850745118947,8.008194577779713,-0.3246561673392332,8.332850745118947,8.008194577779713,-0.3246561673392332,4446,624,182,0,5330
