ciudad,articulo,subclase_ipc,k,apply_D,lambda,sigma2,r2,n_obs,est_ok
MEDELLÍN,LECHE EN POLVO ENTERA,011401,3,TRUE,0.30890607483527766,2.063017687586536e-4,0.1209302670637574,203,TRUE
MEDELLÍN,LECHE EN POLVO LACTANTE,011401,3,TRUE,0.1901458877915463,3.1353226244219075e-4,0.03315951755347889,203,TRUE
MEDELLÍN,QUESO CAMPESINO,011402,3,TRUE,1.301344569589259,8.195333028091101e-5,0.8208676434348308,203,TRUE
MEDELLÍN,ACEITE DE SOYA O DE MAÍZ,011501,3,TRUE,1.1487886816113102,1.3805314695752952e-4,0.7799100449964339,203,TRUE
MEDELLÍN,ACEITE DE GIRASOL,011501,3,TRUE,0.8569047673161128,9.649375935005302e-5,0.7382764436312618,203,TRUE
MEDELLÍN,MANTECA VEGETAL,011505,3,TRUE,0.551441189247086,4.53672279755122e-4,0.23731747373768988,203,TRUE
MEDELLÍN,PANELA,011802,3,TRUE,0.9483852368505632,1.1911867474445668e-5,0.974708290490896,203,TRUE
MEDELLÍN,AZÚCAR REFINADA,011801,3,TRUE,1.0123319320867403,2.0610161553218212e-5,0.9634718003654568,203,TRUE
MEDELLÍN,AZÚCAR NATURAL O MORENA,011801,3,TRUE,0.8570033872827417,9.75842746335276e-5,0.7996945988642225,203,TRUE
MEDELLÍN,CAFÉ MOLIDO,012101,3,TRUE,NA,NA,NA,NA,FALSE
MEDELLÍN,SAL,011902,3,TRUE,0.964982512252231,1.0664521919926282e-5,0.9440838220529262,203,TRUE
BOGOTÁ D.C.,ARROZ PARA SECO,011101,3,TRUE,1.1132607123535918,1.0477649019518836e-4,0.9091113506576292,203,TRUE
BOGOTÁ D.C.,ARROZ PARA SOPA,011101,3,TRUE,0.6852559290995301,2.6828857793264406e-4,0.5967848408489121,203,TRUE
BOGOTÁ D.C.,ARROZ INTEGRAL,011101,3,TRUE,0.8020627087527483,2.0447315539696428e-4,0.72681080724857,203,TRUE
BOGOTÁ D.C.,HARINA PRECOCIDA,011106,3,TRUE,0.171585148108864,2.626480731938516e-4,0.04229962255076473,203,TRUE
BOGOTÁ D.C.,HARINA DE TRIGO,011105,3,TRUE,0.2670976983710199,4.151329459641744e-4,0.06341909684826164,203,TRUE
BOGOTÁ D.C.,FECULA DE MAÍZ,011105,3,TRUE,0.13973992248406794,2.80988882762256e-4,0.02665270841333671,203,TRUE
BOGOTÁ D.C.,PASTA PARA SECO,011102,3,TRUE,0.9769794367730926,1.1638863123466607e-5,0.9686032110956162,203,TRUE
BOGOTÁ D.C.,PASTA PARA SOPA,011102,3,TRUE,0.937676778064767,4.282072243848769e-5,0.8853761243616363,203,TRUE
BOGOTÁ D.C.,AVENA HOJUELAS,011103,3,TRUE,0.8234593426247498,3.0332594631356555e-4,0.3260104945408358,203,TRUE
BOGOTÁ D.C.,AVENA MOLIDA,011103,3,TRUE,0.5140451182220744,2.2780872555189544e-4,0.20062548775313951,203,TRUE
BOGOTÁ D.C.,PAN CORRIENTE,011108,3,TRUE,1.061489341613086,7.710445549872569e-5,0.6889691303651935,203,TRUE
BOGOTÁ D.C.,PAN FRANCÉS,011108,3,TRUE,0.9613642494081652,1.812732013768875e-4,0.4359317234065499,203,TRUE
BOGOTÁ D.C.,PAN INTEGRAL,011108,3,TRUE,0.8036162327862083,1.5098586883961133e-4,0.3933305573571728,203,TRUE
BOGOTÁ D.C.,PAPA,011705,3,TRUE,1.026445925420796,3.794612512433002e-4,0.9703210337783008,203,TRUE
BOGOTÁ D.C.,PAPA CRIOLLA,011705,3,TRUE,0.614328228394369,0.02198079717372212,0.16817177798932495,203,TRUE
BOGOTÁ D.C.,YUCA,011706,3,TRUE,0.988983651994035,6.326632539860943e-5,0.961572579017993,203,TRUE
BOGOTÁ D.C.,ARRACACHA,011712,3,TRUE,1.1307721580134675,4.132112370239061e-4,0.9093297824951428,181,TRUE
BOGOTÁ D.C.,PLÁTANO,011704,3,TRUE,0.9982371487749052,3.17280243134599e-5,0.9872226029389914,203,TRUE
BOGOTÁ D.C.,CEBOLLA LARGA,011714,3,TRUE,0.6300043238189569,0.00601312269392392,0.45277051115896094,203,TRUE
BOGOTÁ D.C.,CEBOLLA CABEZONA,011714,3,TRUE,1.317628397303017,0.00525341052640039,0.8055433794330175,203,TRUE
BOGOTÁ D.C.,TOMATE,011713,3,TRUE,1.00582705652886,5.422028055543026e-5,0.9975718326013238,203,TRUE
BOGOTÁ D.C.,ZANAHORIA,011715,3,TRUE,0.9961315347413712,5.671893168537222e-5,0.9978602117413538,203,TRUE
BOGOTÁ D.C.,HABICHUELAS FRESCAS,011716,3,TRUE,2.0105270643932163,0.01883390388077983,0.4006063491720384,203,TRUE
BOGOTÁ D.C.,REPOLLO,011716,3,TRUE,0.08714184789506982,0.01402637810029292,0.00168307169449616,203,TRUE
BOGOTÁ D.C.,LECHUGA,011716,3,TRUE,1.0780858097811046,0.01796203100703719,0.1677077911575802,203,TRUE
BOGOTÁ D.C.,AJO,011716,3,TRUE,0.19748452322764443,0.00429086065280813,0.02752494026003599,203,TRUE
BOGOTÁ D.C.,FRÍJOL FRESCO,011716,3,TRUE,0.34745811847016256,0.00478667593005154,0.07282162834758633,203,TRUE
BOGOTÁ D.C.,FRÍJOL SECO,011716,3,TRUE,0.13722857594709156,8.942541236048376e-4,0.06154167934985106,203,TRUE
BOGOTÁ D.C.,ARVEJA FRESCA,011716,3,TRUE,1.8922062974664475,0.01768646955748757,0.3866567511969082,203,TRUE
BOGOTÁ D.C.,ARVEJA SECA,011716,3,TRUE,0.02237578087519802,6.150539385679322e-4,0.00252854022652868,203,TRUE
BOGOTÁ D.C.,LENTEJAS,011702,3,TRUE,0.09640781228446473,0.00150899082515697,0.0295053941913132,203,TRUE
BOGOTÁ D.C.,GARBANZO,011702,3,TRUE,0.03800691443039435,6.767184679200859e-4,0.01042643218415555,203,TRUE
BOGOTÁ D.C.,FRÍJOL TARRO,011703,3,TRUE,1.0184403132690942,6.93217405907583e-5,0.6183436930246288,203,TRUE
BOGOTÁ D.C.,ARVEJA TARRO,011703,3,TRUE,1.065976238602257,1.760671545947496e-4,0.4113601118572583,203,TRUE
BOGOTÁ D.C.,NARANJAS,011605,3,TRUE,1.0399019321194591,1.2287469417354412e-4,0.980532873622632,203,TRUE
BOGOTÁ D.C.,BANANOS,011606,3,TRUE,0.989636344201394,1.7611343423311227e-5,0.9815595748490992,203,TRUE
BOGOTÁ D.C.,TOMATE DE ÁRBOL,011607,3,TRUE,1.0036108660774166,2.780122265425159e-5,0.9954459170872036,203,TRUE
BOGOTÁ D.C.,MORAS,011608,3,TRUE,1.0099633854149086,8.807741491589177e-5,0.9711344995987063,203,TRUE
BOGOTÁ D.C.,GUAYABAS,011609,3,TRUE,0.2985661825507664,0.00610394690436384,0.03871362091909398,203,TRUE
BOGOTÁ D.C.,LIMONES,011609,3,TRUE,1.7960506965191347,0.02280726255252814,0.280594100794189,203,TRUE
BOGOTÁ D.C.,AGUACATE,011609,3,TRUE,0.6529525871978765,0.00348057073780202,0.25250137555835755,203,TRUE
BOGOTÁ D.C.,CURUBAS,011609,3,TRUE,1.3803546734322976,0.0046779046837442,0.529020520252379,203,TRUE
BOGOTÁ D.C.,PAPAYAS,011609,3,TRUE,1.4243885146789514,0.00628988808413413,0.4707643805644185,203,TRUE
BOGOTÁ D.C.,MARACUYA,011609,3,TRUE,1.4736178381150078,0.00690383232369926,0.4644964392898731,203,TRUE
BOGOTÁ D.C.,PIÑAS,011609,3,TRUE,0.27721217141028953,0.00302787575952032,0.06541056869032491,203,TRUE
BOGOTÁ D.C.,MANZANAS,011609,3,TRUE,0.4003729472993799,0.00276241516542358,0.1379477472911873,203,TRUE
BOGOTÁ D.C.,LULOS,011609,3,TRUE,0.3229452489485714,0.00470550758097267,0.0576005796069295,203,TRUE
BOGOTÁ D.C.,CARNE DE RES SIN HUESO,011201,3,TRUE,1.0330565469222868,2.8138741944387957e-5,0.8971983226828087,203,TRUE
BOGOTÁ D.C.,CARNE DE RES CON HUESO,011201,3,TRUE,0.6794373155013326,3.3044575979644745e-4,0.24326819576245173,203,TRUE
BOGOTÁ D.C.,VISCERAS - HIGADO,011201,3,TRUE,0.28092668038412627,3.285263268907185e-4,0.05238334438082641,203,TRUE
BOGOTÁ D.C.,CARNE DE CERDO SIN HUESO,011202,3,TRUE,1.0686256745316136,2.26122961623299e-5,0.938058934827776,203,TRUE
BOGOTÁ D.C.,CARNE DE CERDO CON HUESO,011202,3,TRUE,0.562471859335442,1.6930831501613464e-4,0.3591228347158384,203,TRUE
BOGOTÁ D.C.,POLLO ENTERO POR LIBRA,011203,3,TRUE,1.020116695356591,2.0553904551633657e-5,0.9131805795452032,203,TRUE
BOGOTÁ D.C.,POLLO DESPRESADO POR LIBRA,011203,3,TRUE,0.73399332498568,1.9609433019776137e-4,0.3633655386045335,203,TRUE
BOGOTÁ D.C.,PESCADO DE MAR,011303,3,TRUE,0.7746418265123678,1.5017437150163012e-4,0.3264695233895703,203,TRUE
BOGOTÁ D.C.,PESCADO DE RÍO,011303,3,TRUE,1.0534654870664737,1.039350192211226e-4,0.5643201334966963,203,TRUE
BOGOTÁ D.C.,PESCADO ENLATADO,011303,3,TRUE,0.63255000549300755,3.159533955759549e-4,0.13316297365920263,203,TRUE
BOGOTÁ D.C.,CAMARONES O VARIEDAD DISPONIBLE,011303,3,TRUE,1.8396119954807133,6.219812067101253e-4,0.26217320954771495,83,TRUE
BOGOTÁ D.C.,HUEVOS,011405,3,TRUE,1.0423791176660553,1.644956314052401e-5,0.950809002809078,203,TRUE
BOGOTÁ D.C.,LECHE PASTEURIZADA,011401,3,TRUE,0.9850836322449942,7.159837967140541e-5,0.6815183272100209,203,TRUE
BOGOTÁ D.C.,LECHE LARGA VIDA,011401,3,TRUE,1.1667577567214409,4.138723276045794e-5,0.8385357132726636,203,TRUE
BOGOTÁ D.C.,LECHE EN POLVO ENTERA,011401,3,TRUE,0.5189223725322144,2.520438976501016e-4,0.144338070134562,203,TRUE
BOGOTÁ D.C.,LECHE EN POLVO LACTANTE,011401,3,TRUE,0.4292756613955804,3.197486200425014e-4,0.08340488237714953,203,TRUE
BOGOTÁ D.C.,QUESO CAMPESINO,011402,3,TRUE,1.7495135121952896,1.6364143073530792e-4,0.8822594849608131,203,TRUE
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,011501,3,TRUE,1.1102434269422594,9.011594675881288e-5,0.8342960614030058,203,TRUE
BOGOTÁ D.C.,ACEITE DE GIRASOL,011501,3,TRUE,0.8784372522753939,1.0749263468283233e-4,0.7254542813174799,203,TRUE
BOGOTÁ D.C.,MANTECA VEGETAL,011505,3,TRUE,0.6005150397870846,3.802715550886198e-4,0.2992039831349398,203,TRUE
BOGOTÁ D.C.,PANELA,011802,3,TRUE,1.0446333045145897,7.148428125663451e-5,0.8901396713866181,203,TRUE
BOGOTÁ D.C.,AZÚCAR REFINADA,011801,3,TRUE,0.9877300501796736,1.924984592140605e-5,0.9494958547138688,203,TRUE
BOGOTÁ D.C.,AZÚCAR NATURAL O MORENA,011801,3,TRUE,0.9809198669926829,7.87597128222668e-5,0.819230074754148,203,TRUE
BOGOTÁ D.C.,CAFÉ MOLIDO,012101,3,TRUE,NA,NA,NA,NA,FALSE
BOGOTÁ D.C.,SAL,011902,3,TRUE,0.9734220177501012,1.1522297743620944e-5,0.9477114167624322,203,TRUE
CALI,ARROZ PARA SECO,011101,2,TRUE,1.0631638902636993,4.863642900241485e-5,0.9619934606969393,203,TRUE
CALI,ARROZ INTEGRAL,011101,2,TRUE,0.8502976234814105,1.6085860326131907e-4,0.8303711959308586,203,TRUE
CALI,HARINA PRECOCIDA,011106,2,TRUE,0.0940195125627846,2.116284046622772e-4,0.02833415320688069,203,TRUE
CALI,HARINA DE TRIGO,011105,2,TRUE,0.21125564724721457,5.837341807465173e-4,0.0506699001694142,203,TRUE
CALI,PASTA PARA SECO,011102,2,TRUE,0.9788586912013318,5.590871723806702e-4,0.405037555311456,203,TRUE
CALI,PASTA PARA SOPA,011102,2,TRUE,0.9768568694361756,4.568388480520346e-5,0.8924435084564621,203,TRUE
CALI,AVENA HOJUELAS,011103,2,TRUE,0.9983271189296632,1.6078506005994228e-4,0.700202626554873,203,TRUE
CALI,AVENA MOLIDA,011103,2,TRUE,0.9249005019259952,1.613911195670159e-4,0.6663474352223445,203,TRUE
CALI,PAN CORRIENTE,011108,2,TRUE,0.8420431689734817,6.110959047250562e-5,0.5755209899355246,203,TRUE
CALI,PAN FRANCÉS,011108,2,TRUE,0.9707956580697868,4.1629184052752454e-4,0.20920317668594604,203,TRUE
CALI,PAN INTEGRAL,011108,2,TRUE,0.9314943392610489,1.858326635091883e-4,0.35300713668563843,203,TRUE
CALI,PAPA,011705,2,TRUE,1.0304933954765292,4.527577906230793e-4,0.9709331592843916,203,TRUE
CALI,PAPA CRIOLLA,011705,2,TRUE,0.6367019114832168,0.01273916626726161,0.31186762924010425,203,TRUE
CALI,YUCA,011706,2,TRUE,0.9968738812957544,3.776412825007878e-5,0.9799932810192457,203,TRUE
CALI,ARRACACHA,011712,2,TRUE,0.9256094207751212,8.152604303614282e-4,0.7028334736018181,203,TRUE
CALI,PLÁTANO,011704,2,TRUE,0.9761424093532396,4.4617935206226896e-5,0.9768126498004104,203,TRUE
CALI,CEBOLLA LARGA,011714,2,TRUE,0.5449565085268803,0.00610564446133202,0.38304190292731705,203,TRUE
CALI,CEBOLLA CABEZONA,011714,2,TRUE,1.3273002324178724,0.00421370499863535,0.8421891108199865,203,TRUE
CALI,TOMATE,011713,2,TRUE,0.995008576088844,4.937841635761448e-5,0.9985426189388515,203,TRUE
CALI,ZANAHORIA,011715,2,TRUE,0.9888785416646192,7.774179196128129e-5,0.9941940856935556,203,TRUE
CALI,HABICHUELAS FRESCAS,011716,2,TRUE,1.943985838398076,0.03340224292031638,0.2070963081464624,203,TRUE
CALI,REPOLLO,011716,2,TRUE,0.36931801617685306,0.00698662175150488,0.04312511495100549,203,TRUE
CALI,LECHUGA,011716,2,TRUE,0.823067610149751,0.00841598627491066,0.15670622603320736,203,TRUE
CALI,AJO,011716,2,TRUE,0.1813254378576425,0.00454692787070028,0.01641915566318808,203,TRUE
CALI,AHUYAMA,011716,2,TRUE,0.2446165729402203,0.005196292865982,0.02589554279371738,203,TRUE
CALI,FRÍJOL FRESCO,011716,2,TRUE,0.09372484130910153,0.0051651534988866,0.00391080155395473,203,TRUE
CALI,FRÍJOL SECO,011716,2,TRUE,0.17389832633975588,0.00137614525333333,0.04828103854109563,203,TRUE
CALI,ARVEJA FRESCA,011716,2,TRUE,0.9857370046753434,0.01930734822905899,0.10408918833107986,203,TRUE
CALI,ARVEJA SECA,011716,2,TRUE,0.03861242435222879,7.291863555416872e-4,0.00469798734944934,203,TRUE
CALI,LENTEJAS,011702,2,TRUE,0.5065953590587194,8.550439140057293e-4,0.21690281253380236,203,TRUE
CALI,FRÍJOL TARRO,011703,2,TRUE,1.1180900527915585,1.130990899752345e-4,0.6302809566340084,203,TRUE
CALI,ARVEJA TARRO,011703,2,TRUE,1.0392095105484076,9.259237028845712e-5,0.6427125037554986,203,TRUE
CALI,NARANJAS,011605,2,TRUE,0.983490570345587,6.480034957570378e-5,0.9894959097869224,203,TRUE
CALI,BANANOS,011606,2,TRUE,0.9532955900167032,4.252674820435887e-5,0.9201282790000826,203,TRUE
CALI,TOMATE DE ÁRBOL,011607,2,TRUE,0.9936326156983892,3.338368017053487e-5,0.996749456951246,203,TRUE
CALI,MORAS,011608,2,TRUE,0.9937816957728216,1.0263878139280712e-4,0.9793304635475664,203,TRUE
CALI,GUAYABAS,011609,2,TRUE,0.08101191105539203,0.00297389016994115,0.00761192276564385,203,TRUE
CALI,LIMONES,011609,2,TRUE,1.4917046765921034,0.01964702548985129,0.28245909534856334,203,TRUE
CALI,AGUACATE,011609,2,TRUE,0.9677129160447208,0.00707653740622077,0.31504585634788995,203,TRUE
CALI,CURUBAS,011609,2,TRUE,0.43567676168057456,0.00187056136753385,0.26073395684278905,203,TRUE
CALI,MARACUYA,011609,2,TRUE,1.73882177233921,0.01151469762041445,0.4771613691262946,203,TRUE
CALI,PIÑAS,011609,2,TRUE,0.18298142411049417,0.00140410365185127,0.07653747325241857,203,TRUE
CALI,MANZANAS,011609,2,TRUE,0.35619030877919655,0.00371237394391638,0.1061712232053364,203,TRUE
CALI,LULOS,011609,2,TRUE,0.3277412608272445,0.00610291788228205,0.05764720342380751,203,TRUE
CALI,CARNE DE RES SIN HUESO,011201,2,TRUE,1.045095783303038,3.314308686237523e-5,0.8986352435620357,203,TRUE
CALI,CARNE DE RES CON HUESO,011201,2,TRUE,0.8137121167432703,2.539845484198651e-4,0.41221846312933647,203,TRUE
CALI,CARNE DE CERDO SIN HUESO,011202,2,TRUE,1.142023087679044,5.801236893442605e-5,0.861361713595239,203,TRUE
CALI,CARNE DE CERDO CON HUESO,011202,2,TRUE,0.7787640005036385,1.0034225049941312e-4,0.6255138189623987,203,TRUE
CALI,POLLO ENTERO POR LIBRA,011203,2,TRUE,0.7898833789264658,1.0857367002933297e-4,0.5010337714510588,203,TRUE
CALI,POLLO DESPRESADO POR LIBRA,011203,2,TRUE,0.958668818443708,1.7692407820908365e-4,0.4758099100885808,203,TRUE
CALI,PESCADO DE MAR,011303,2,TRUE,0.8842992831059845,3.172319643883473e-4,0.3213895105850709,203,TRUE
CALI,PESCADO DE RÍO,011303,2,TRUE,0.7783303954041954,2.428630099729564e-4,0.32397872749155715,203,TRUE
CALI,PESCADO ENLATADO,011303,2,TRUE,0.4119194982787112,4.026450332706486e-4,0.07489979916185406,203,TRUE
CALI,CAMARONES O VARIEDAD DISPONIBLE,011303,2,TRUE,0.8962145663062864,0.00165907051061667,0.05717573913862218,83,TRUE
CALI,HUEVOS,011405,2,TRUE,1.0143756878348915,8.088118003187145e-5,0.896757999986041,203,TRUE
CALI,LECHE PASTEURIZADA,011401,2,TRUE,0.9910168360375392,1.397227397344117e-4,0.6070418954312704,203,TRUE
CALI,LECHE LARGA VIDA,011401,2,TRUE,1.3092062788065812,1.7393214092349787e-4,0.6841217918465178,203,TRUE
CALI,LECHE EN POLVO ENTERA,011401,2,TRUE,0.5136895185378135,2.6589513915074e-4,0.17905366725972083,203,TRUE
CALI,LECHE EN POLVO LACTANTE,011401,2,TRUE,0.5064359255106028,3.119916573542173e-4,0.15302251610334247,203,TRUE
CALI,QUESO CAMPESINO,011402,2,TRUE,1.4564704092663645,2.161166800118812e-4,0.6376374658064468,203,TRUE
CALI,ACEITE DE SOYA O DE MAÍZ,011501,2,TRUE,1.017957361397767,1.1883233748919592e-4,0.778893295719609,203,TRUE
CALI,ACEITE DE GIRASOL,011501,2,TRUE,0.9196408670053956,1.477334739946893e-4,0.6981265001003196,203,TRUE
CALI,MANTECA VEGETAL,011505,2,TRUE,0.9909496043582368,1.727953108927231e-4,0.6701158361631258,203,TRUE
CALI,PANELA,011802,2,TRUE,0.993314112172806,1.2609999417727097e-5,0.951994281103229,203,TRUE
CALI,AZÚCAR REFINADA,011801,2,TRUE,1.0237724504099273,4.40558128291431e-5,0.9162278749406072,203,TRUE
CALI,AZÚCAR NATURAL O MORENA,011801,2,TRUE,0.994077036064124,4.2585705045026606e-5,0.9142943440968744,203,TRUE
CALI,CAFÉ MOLIDO,012101,2,TRUE,NA,NA,NA,NA,FALSE
CALI,SAL,011902,2,TRUE,0.964851981331222,7.131048656728483e-6,0.9529766090438704,203,TRUE
