"ciudad","fecha","pm","pme","n_deciles","afford_coca","afford_cona","gap_coca_pm","gap_cona_pm","gap_coca_pme","gap_cona_pme"
"CALI",2023-09-01,24.0182170919901,7.56162834819182,10,5.83333333333333,24.125,-18.1848837586568,0.106782908009887,-1.72829501485849,16.5633716518082
"CALI",2023-10-01,26.0833451102144,5.55252184406953,10,4.63203463203463,22.4242424242424,-21.4513104781798,-3.65910268597196,-0.920487212034902,16.8717205801729
"CALI",2023-11-01,22.801218190726,8.85894411333016,10,6.15720524017467,18.6026200873362,-16.6440129505513,-4.19859810338975,-2.70173887315549,9.74367597400609
"CALI",2023-12-01,25.1676442741325,7.99191464769815,10,6.31799163179916,21.4644351464435,-18.8496526423333,-3.70320912768898,-1.67392301589899,13.4725204987454
"CALI",2024-01-01,27.8796988972099,6.10687039169778,10,4.69387755102041,26.0816326530612,-23.1858213461895,-1.79806624414867,-1.41299284067737,19.9747622613634
"CALI",2024-02-01,27.5597597976334,9.96181921507992,10,6.62698412698413,25.3174603174603,-20.9327756706492,-2.24229948017305,-3.3348350880958,15.3556411023804
"CALI",2024-03-01,27.6454895976968,8.60372520302052,10,4.28571428571429,24.3722943722944,-23.3597753119825,-3.2731952254024,-4.31801091730624,15.7685691692739
"CALI",2024-04-01,23.9852204383215,9.03706785296076,10,6.82926829268293,20.1626016260163,-17.1559521456386,-3.82261881230523,-2.20779956027783,11.1255337730555
"CALI",2024-05-01,22.0112745135167,6.36637336054782,10,3.45991561181435,19.704641350211,-18.5513589017023,-2.3066331633057,-2.90645774873348,13.3382679896631
"CALI",2024-06-01,23.5955993557941,10.2021234259307,10,4.3265306122449,18.0327868852459,-19.2690687435492,-5.56281247054823,-5.87559281368577,7.83066345931524
"CALI",2024-07-01,23.9541760520993,8.49685408949638,10,5.17543859649123,21.9298245614035,-18.778737455608,-2.02435149069576,-3.32141549300515,13.4329704719071
"CALI",2024-08-01,24.2857747328473,6.36026458027056,10,4.32,22.36,-19.9657747328473,-1.92577473284725,-2.04026458027055,15.9997354197294
"CALI",2024-09-01,21.1028623875544,8.0606511287197,10,3.91111111111111,16.1160714285714,-17.1917512764432,-4.98679095898293,-4.14954001760859,8.05542029985173
"CALI",2024-10-01,23.602802353567,8.83303758318858,10,5.67567567567568,21.5765765765766,-17.9271266778913,-2.02622577699043,-3.1573619075129,12.743538993388
"CALI",2024-11-01,17.6365778698648,4.51062610047596,10,3.56521739130435,14.7391304347826,-14.0713604785605,-2.89744743508223,-0.945408709171612,10.2285043343066
