"ciudad","tri_date","pm","pme","trimestre","n_deciles","afford_coca","afford_cona","afford_cord","gap_coca_pm","gap_cona_pm","gap_cord_pm","gap_coca_pme","gap_cona_pme","gap_cord_pme"
"MEDELLIN",2018-07-01,11.9114437168693,2.12373037857802,"2018Q3",10,1.41975308641975,4.66049382716049,26.0681114551084,-10.4916906304496,-7.25094988970885,14.156667738239,-0.703977292158271,2.53676344858247,23.9443810765303
"MEDELLIN",2018-10-01,12.6765188834154,2.49298846992833,"2018Q4",10,1.49068322981366,4.84472049689441,26.6510903426791,-11.1858356536018,-7.83179838652103,13.9745714592637,-1.00230524011466,2.35173202696608,24.1581018727508
"MEDELLIN",2019-01-01,25.3782472166714,3.75631313131313,"2019Q1",10,1.71779141104294,5.49079754601227,28.2208588957055,-23.6604558056285,-19.8874496706592,2.8426116790341,-2.03852172027019,1.73448441469914,24.4645457643924
"MEDELLIN",2019-04-01,24.222086638194,3.63026235509457,"2019Q2",10,1.8944099378882,5.06211180124224,28.7267080745342,-22.3276767003058,-19.1599748369518,4.50462143634014,-1.73585241720637,1.43184944614767,25.0964457194396
"MEDELLIN",2019-07-01,21.2800519818064,3.39506172839506,"2019Q3",10,1.14197530864198,4.25925925925926,27.1988112983985,-20.1380766731644,-17.0207927225471,5.91875931659214,-2.25308641975309,0.864197530864198,23.8037495700034
"MEDELLIN",2019-10-01,21.1883774077702,2.42902208201893,"2019Q4",10,1.08359133126935,3.8390092879257,26.4705882352941,-20.1047860765008,-17.3493681198445,5.28221082752396,-1.34543075074958,1.40998720590677,24.0415661532752
"MEDELLIN",2020-01-01,19.9637023593466,2.81818181818182,"2020Q1",10,2.10191082802548,5.35031847133758,27.3464113469404,-17.8617915313212,-14.6133838880091,7.3827089875938,-0.716270990156341,2.53213665315576,24.5282295287586
"MEDELLIN",2020-04-01,43.1627638045678,15.0043365134432,"2020Q2",10,7.57377049180328,14.9508196721311,36.5245901639344,-35.5889933127645,-28.2119441324366,-6.63817364063337,-7.43056602163991,-0.0535168413120441,21.5202536504912
"MEDELLIN",2020-07-01,35.1769253642581,9.39637228664883,"2020Q3",10,4.70059880239521,11.1676646706587,34.0231249213285,-30.4763265618629,-24.0092606935994,-1.15380044292959,-4.69577348425362,1.77129238400986,24.6267526346797
"MEDELLIN",2020-10-01,25.4265091863517,5.02143294549908,"2020Q4",10,1.75,5.8125,26.65625,-23.6765091863517,-19.6140091863517,1.2297408136483,-3.27143294549908,0.791067054500918,21.6348170545009
"MEDELLIN",2021-01-01,25.1195409627032,4.65412814791202,"2021Q1",10,2.24358974358974,5.96153846153846,28.3450820347926,-22.8759512191135,-19.1580025011648,3.22554107208943,-2.41053840432227,1.30741031362644,23.6909538868806
"MEDELLIN",2021-04-01,28.0184331797235,4.57757296466974,"2021Q2",10,2.34375,6.625,30.5798393416928,-25.6746831797235,-21.3934331797235,2.56140616196929,-2.23382296466974,2.04742703533026,26.0022663770231
"MEDELLIN",2021-07-01,24.0665308893415,4.09268733072525,"2021Q3",10,1.84615384615385,5.87692307692308,29.6307692307692,-22.2203770431876,-18.1896078124184,5.56423834142775,-2.2465334845714,1.78423574619783,25.538081900044
"MEDELLIN",2021-10-01,24.0683229813665,4.90859851049424,"2021Q4",10,1.93650793650794,6.63492063492063,30.8126579718936,-22.1318150448585,-17.4334023464458,6.74433499052718,-2.97209057398631,1.72632212442639,25.9040594613994
"MEDELLIN",2022-01-01,27.9603011635866,7.47181964573269,"2022Q1",10,3.15112540192926,8.68167202572347,35.7383051550669,-24.8091757616573,-19.2786291378631,7.77800399148032,-4.32069424380343,1.20985237999078,28.2664855093342
"MEDELLIN",2022-04-01,23.2970027247956,4.49591280653951,"2022Q2",10,2.12903225806452,7.29032258064516,33.1612903225806,-21.1679704667311,-16.0066801441505,9.86428759778501,-2.36688054847499,2.79440977410565,28.6653775160411
"MEDELLIN",2022-07-01,24.0868366643694,6.03032391454169,"2022Q3",10,2.63843648208469,8.99022801302932,35.3703348874838,-21.4484001822847,-15.0966086513401,11.2834982231144,-3.391887432457,2.95990409848762,29.3400109729421
"MEDELLIN",2022-10-01,22.9181245626312,4.82855143456963,"2022Q4",10,2.23728813559322,7.52542372881356,35.0508474576271,-20.680836427038,-15.3927008338177,12.1327228949959,-2.59126329897641,2.69687229424393,30.2222960230575
"MEDELLIN",2023-01-01,28.8912964969303,7.80065005417118,"2023Q1",10,3.95424836601307,11.3113682631523,35.3756562734383,-24.9370481309172,-17.579928233778,6.48435977650804,-3.84640168815811,3.51071820898107,27.5750062192672
"MEDELLIN",2023-04-01,23.9503468419131,5.36692223439211,"2023Q2",10,2.84745762711864,8.67796610169492,33.5254237288136,-21.1028892147945,-15.2723807402182,9.57507688690045,-2.51946460727347,3.3110438673028,28.1585014944214
"MEDELLIN",2023-07-01,20.6837016574586,3.31491712707182,"2023Q3",10,1.55115511551155,6.03960396039604,29.2079207920792,-19.132546541947,-14.6440976970625,8.52421913462064,-1.76376201156027,2.72468683332422,25.8930036650074
"MEDELLIN",2023-10-01,22.430981595092,5.32975460122699,"2023Q4",10,2.42424242424242,7.47474747474747,29.8286923286923,-20.0067391708496,-14.9562341203446,7.39771073360031,-2.90551217698457,2.14499287352048,24.4989377274653
"MEDELLIN",2024-01-01,23.7132352941176,5.51090700344432,"2024Q1",10,2.31788079470199,7.19236100415833,28.4548194759191,-21.3953544994157,-16.5208742899593,4.74158418180148,-3.19302620874233,1.68145400071401,22.9439124724748
"MEDELLIN",2024-04-01,21.1786372007366,3.64640883977901,"2024Q2",10,1.78807947019868,7.1523178807947,28.4862819299905,-19.390557730538,-14.0263193199419,7.30764472925389,-1.85832936958033,3.5059090410157,24.8398730902115
"MEDELLIN",2024-07-01,19.0388848129127,3.55832721936904,"2024Q3",10,1.29568106312292,5.58139534883721,27.9954595791805,-17.7432037497898,-13.4574894640755,8.95657476626782,-2.26264615624612,2.02306812946817,24.4371323598115
"MEDELLIN",2024-10-01,17.2768878718535,2.39431350542462,"2024Q4",10,0.848056537102474,4.13427561837456,24.9818309400296,-16.4288313347511,-13.142612253479,7.70494306817602,-1.54625696832214,1.73996211294994,22.587517434605
