ciudad,articulo,subclase_ipc,k,apply_D,lambda,sigma2,se2,r2,n_obs,est_ok
CALI,HUEVOS,011405,1,FALSE,1,NA,NA,NA,NA,TRUE
CALI,LECHE PASTEURIZADA,011401,4,TRUE,0.9910168360375391,1.397227397344117e-4,0.0031473010081396378,0.6070418954312704,203,TRUE
CALI,LECHE LARGA VIDA,011401,4,TRUE,1.3092062788065812,1.7393214092349787e-4,0.003917879104839723,0.6841217918465178,203,TRUE
CALI,LECHE EN POLVO ENTERA,011401,4,TRUE,0.5136895185378135,2.6589513915074e-4,0.0059893761108554084,0.17905366725972083,203,TRUE
CALI,LECHE EN POLVO LACTANTE,011401,4,TRUE,0.5064359255106028,3.119916573542173e-4,0.007027715456972597,0.15302251610334247,203,TRUE
CALI,QUESO CAMPESINO,011402,1,FALSE,1,NA,NA,NA,NA,TRUE
CALI,MANTEQUILLA,NA,1,FALSE,1,NA,NA,NA,NA,TRUE
CALI,ACEITE DE SOYA O DE MAÍZ,011501,2,TRUE,1.017957361397767,1.1883233748919591e-4,0.0014562359584243609,0.778893295719609,203,TRUE
CALI,ACEITE DE GIRASOL,011501,2,TRUE,0.9196408670053955,1.477334739946893e-4,0.0018104061709092996,0.6981265001003196,203,TRUE
CALI,MANTECA VEGETAL,011505,1,FALSE,1,NA,NA,NA,NA,TRUE
CALI,PANELA,011802,1,FALSE,1,NA,NA,NA,NA,TRUE
CALI,AZÚCAR REFINADA,011801,2,TRUE,1.0237724504099273,4.40558128291431e-5,4.744074927604402e-4,0.9162278749406071,203,TRUE
CALI,AZÚCAR NATURAL O MORENA,011801,2,TRUE,0.9940770360641241,4.2585705045026606e-5,4.585768882802758e-4,0.9142943440968745,203,TRUE
CALI,CAFÉ MOLIDO,012101,1,FALSE,1,NA,NA,NA,NA,TRUE
CALI,SAL,011902,1,FALSE,1,NA,NA,NA,NA,TRUE
