ciudad,anio_mes,fecha_mes,nominal,real_B,n_obs,implicit_deflator_B,nom_growth_yoy,real_growth_yoy
"BOGOTA, D.C.",2001-04,2001-04-01,488.18405197114595,1151.9965703535497,22,0.42377214006923775,11.7925373044375,3.364430182551126
"BOGOTA, D.C.",2001-05,2001-05-01,493.4597445058711,1145.4378173083494,22,0.4308044810895507,12.815987165890007,3.236909392020726
"BOGOTA, D.C.",2001-06,2001-06-01,499.1336025149152,1150.5072057491857,22,0.4338378760434534,11.900745347635722,0.9732386625834089
"BOGOTA, D.C.",2001-07,2001-07-01,511.0232659841598,1182.0310385035211,22,0.4323264358871043,15.889490324153543,3.5998531305055037
"BOGOTA, D.C.",2001-08,2001-08-01,511.51943756515703,1178.2277276425486,22,0.43414309947418084,12.91456106569704,0.3205428663397347
"BOGOTA, D.C.",2001-09,2001-09-01,510.58198784910246,1180.9092745374255,22,0.43236343287176127,13.233115011422747,0.5855967021534569
"BOGOTA, D.C.",2001-10,2001-10-01,516.0777868094722,NA,22,NA,11.957652136825736,NA
"BOGOTA, D.C.",2001-11,2001-11-01,518.5737466784675,1203.7105709396033,22,0.4308126548009581,11.41145982574856,-0.6150049163244242
"BOGOTA, D.C.",2001-12,2001-12-01,520.3666192604217,1223.6809705410396,22,0.42524696533471973,10.919234395297739,-0.014524102034052522
"BOGOTA, D.C.",2002-01,2002-01-01,519.7572769449861,1212.661242744444,22,0.42860879743191366,10.577745609037725,0.9464033925123294
"BOGOTA, D.C.",2002-02,2002-02-01,523.2024046514867,1173.7011804828996,22,0.44577138828149077,9.592302594438063,-1.2501000083995906
"BOGOTA, D.C.",2002-03,2002-03-01,523.0500690726277,1174.6534514657606,22,0.4452803236732956,8.53621461816707,0.45414351364647665
"BOGOTA, D.C.",2002-04,2002-04-01,520.8470622398995,1158.5298456959247,22,0.44957586908520997,6.69071636749905,0.5671262840973412
"BOGOTA, D.C.",2002-05,2002-05-01,518.5034379497633,1126.860042191256,22,0.4601311773745195,5.075123902755219,-1.6218929422767814
"BOGOTA, D.C.",2002-06,2002-06-01,522.5813442146004,1112.6113016282698,22,0.4696890490414936,4.697688470890826,-3.2938432659566863
"BOGOTA, D.C.",2002-07,2002-07-01,530.5731030439655,1121.1391012517884,22,0.4732446691508336,3.8256256341197004,-5.151466862395038
"BOGOTA, D.C.",2002-08,2002-08-01,528.4521230613921,1124.7364004500769,22,0.4698453102877488,3.3102721524786993,-4.53998203721615
"BOGOTA, D.C.",2002-09,2002-09-01,525.803827613538,1129.5141715353107,22,0.4655132630153994,2.981272376755717,-4.35216354975676
"BOGOTA, D.C.",2002-10,2002-10-01,524.5968611041178,NA,22,NA,1.6507345428123932,NA
"BOGOTA, D.C.",2002-11,2002-11-01,522.6164985789525,1120.6995991756405,22,0.4663305840060767,0.7795905454873742,-6.896256772021636
"BOGOTA, D.C.",2002-12,2002-12-01,516.9918002826254,1100.0567341142157,22,0.46996830640641085,-0.6485464003422758,-10.102652521609823
"BOGOTA, D.C.",2003-01,2003-01-01,521.1868877619694,1098.4854300593545,22,0.4744595362851632,0.27505354525987347,-9.415309788139325
"BOGOTA, D.C.",2003-02,2003-02-01,546.2167951806255,1136.636113052049,22,0.48055555239569714,4.398754731348942,-3.157964569448657
"BOGOTA, D.C.",2003-03,2003-03-01,555.6616010698748,1153.3646259980683,22,0.481774443696876,6.234877677211204,-1.8123494585681854
"BOGOTA, D.C.",2003-04,2003-04-01,560.3019771643449,1128.2756038306993,22,0.4966002767958631,7.575143988480937,-2.611433963278842
"BOGOTA, D.C.",2003-05,2003-05-01,567.8953198643867,1126.2021643436378,22,0.5042569956304088,9.525854275899492,-0.058381504622251335
"BOGOTA, D.C.",2003-06,2003-06-01,573.848125561333,1152.8174234769056,22,0.4977788450061788,9.810296887613257,3.6136718897062714
"BOGOTA, D.C.",2003-07,2003-07-01,580.3282467235597,1190.0445093702358,22,0.48765255597932705,9.377622686514364,6.146017745836563
"BOGOTA, D.C.",2003-08,2003-08-01,590.6870660859626,1213.65716123515,22,0.4867001035818179,11.776836596669416,7.905920067092187
"BOGOTA, D.C.",2003-09,2003-09-01,579.8243675011805,1194.1011898209765,22,0.48557389645354065,10.273896280448369,5.718123766244987
"BOGOTA, D.C.",2003-10,2003-10-01,574.5277766054726,NA,22,NA,9.517959256611874,NA
"BOGOTA, D.C.",2003-11,2003-11-01,576.9885821101155,1191.7775041820555,22,0.48414119253418547,10.403820713468924,6.34227986328344
"BOGOTA, D.C.",2003-12,2003-12-01,583.7733744300602,1197.230163162961,22,0.4876032966691969,12.91733720165913,8.83349249500216
"BOGOTA, D.C.",2004-01,2004-01-01,597.7999658065263,1131.623020591762,22,0.5282677666754406,14.699732445983326,3.016661816863331
"BOGOTA, D.C.",2004-02,2004-02-01,629.6732561523804,1166.2255815182937,22,0.5399240645472869,15.278999420762451,2.6032490193182545
"BOGOTA, D.C.",2004-03,2004-03-01,659.5779020945201,1206.7502992761156,22,0.5465736387139711,18.701364431978785,4.628690014820758
"BOGOTA, D.C.",2004-04,2004-04-01,662.7652311291056,1239.8054445967023,22,0.5345719637041094,18.287148384398222,9.884982036954359
"BOGOTA, D.C.",2004-05,2004-05-01,639.1297801630807,1194.2207724963107,22,0.5351856163304638,12.543589955223577,6.039644595454563
"BOGOTA, D.C.",2004-06,2004-06-01,641.6140219106251,1146.9819983276868,22,0.5593932797952417,11.809029833983352,-0.5061881465686979
"BOGOTA, D.C.",2004-07,2004-07-01,618.4121414382752,1108.1605954675833,22,0.5580528165029537,6.5624747597124555,-6.880743808984501
