ciudad,articulo,fecha,subclase_ipc,method,precio_500g
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2022-09-01,011501,S5_niveles,6426.036890382907
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2022-10-01,011501,S5_niveles,6453.671944000405
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2022-11-01,011501,S5_niveles,6509.869822309223
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2022-12-01,011501,S5_niveles,6527.447356937149
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-01-01,011501,S5_niveles,6579.2275078399525
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-02-01,011501,S5_niveles,6660.1607785585
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-03-01,011501,S5_niveles,6703.434768455201
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-04-01,011501,S5_niveles,6806.244959689643
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-05-01,011501,S5_niveles,6756.728218311796
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-06-01,011501,S5_niveles,6528.388958011589
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-07-01,011501,S5_niveles,6446.4495958275165
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-08-01,011501,S5_niveles,6398.711277134693
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-09-01,011501,S5_niveles,6314.1926117945095
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-10-01,011501,S5_niveles,6186.859162572305
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-11-01,011501,S5_niveles,6075.790656433337
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2023-12-01,011501,S5_niveles,5962.122370586429
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-01-01,011501,S5_niveles,5884.930603691324
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-02-01,011501,S5_niveles,5782.787164977221
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-03-01,011501,S5_niveles,5696.351251356305
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-04-01,011501,S5_niveles,5630.385559573453
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-05-01,011501,S5_niveles,5595.654586921472
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-06-01,011501,S5_niveles,5604.180244962848
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-07-01,011501,S5_niveles,5578.601737612299
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-08-01,011501,S5_niveles,5502.786400144694
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-09-01,011501,S5_niveles,5480.349846643019
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-10-01,011501,S5_niveles,5495.834613922647
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-11-01,011501,S5_niveles,5519.5324680730755
BOGOTÁ D.C.,ACEITE DE SOYA O DE MAÍZ,2024-12-01,011501,S5_niveles,5579.864981851298
BOGOTÁ D.C.,AGUACATE,2019-01-01,011609,S5_niveles,3151.883698539013
BOGOTÁ D.C.,AGUACATE,2019-02-01,011609,S5_niveles,3170.649028395581
BOGOTÁ D.C.,AGUACATE,2019-03-01,011609,S5_niveles,3290.6043333487773
BOGOTÁ D.C.,AGUACATE,2019-04-01,011609,S5_niveles,3322.0527954574272
BOGOTÁ D.C.,AGUACATE,2019-05-01,011609,S5_niveles,3282.6732558296335
BOGOTÁ D.C.,AGUACATE,2019-06-01,011609,S5_niveles,3267.0795007964825
BOGOTÁ D.C.,AGUACATE,2019-07-01,011609,S5_niveles,3333.848686151144
BOGOTÁ D.C.,AGUACATE,2019-08-01,011609,S5_niveles,3422.5834639536097
BOGOTÁ D.C.,AGUACATE,2019-09-01,011609,S5_niveles,3495.6390149563254
BOGOTÁ D.C.,AGUACATE,2019-10-01,011609,S5_niveles,3504.362873317893
BOGOTÁ D.C.,AGUACATE,2019-11-01,011609,S5_niveles,3407.032518616346
BOGOTÁ D.C.,AGUACATE,2019-12-01,011609,S5_niveles,3351.0322144125844
BOGOTÁ D.C.,AGUACATE,2020-01-01,011609,S5_niveles,3344.447180789704
BOGOTÁ D.C.,AGUACATE,2020-02-01,011609,S5_niveles,3399.939581473877
BOGOTÁ D.C.,AGUACATE,2020-03-01,011609,S5_niveles,3545.113398947311
BOGOTÁ D.C.,AGUACATE,2020-04-01,011609,S5_niveles,3560.310412308124
BOGOTÁ D.C.,AGUACATE,2020-05-01,011609,S5_niveles,3526.2452824436436
BOGOTÁ D.C.,AGUACATE,2020-06-01,011609,S5_niveles,3460.5291609528044
BOGOTÁ D.C.,AGUACATE,2020-07-01,011609,S5_niveles,3401.2711544246654
BOGOTÁ D.C.,AGUACATE,2020-08-01,011609,S5_niveles,3396.496151542397
BOGOTÁ D.C.,AGUACATE,2020-09-01,011609,S5_niveles,3457.498545804341
BOGOTÁ D.C.,AGUACATE,2020-10-01,011609,S5_niveles,3482.600409136361
BOGOTÁ D.C.,AGUACATE,2020-11-01,011609,S5_niveles,3477.8804121422386
BOGOTÁ D.C.,AGUACATE,2020-12-01,011609,S5_niveles,3422.803302437517
BOGOTÁ D.C.,AGUACATE,2021-01-01,011609,S5_niveles,3449.0355747713893
BOGOTÁ D.C.,AGUACATE,2021-02-01,011609,S5_niveles,3454.4640427134505
BOGOTÁ D.C.,AGUACATE,2021-03-01,011609,S5_niveles,3509.1368951931636
BOGOTÁ D.C.,AGUACATE,2021-04-01,011609,S5_niveles,3576.0318633305083
BOGOTÁ D.C.,AGUACATE,2021-05-01,011609,S5_niveles,3739.2203447534685
BOGOTÁ D.C.,AGUACATE,2021-06-01,011609,S5_niveles,3641.748364052089
BOGOTÁ D.C.,AGUACATE,2021-07-01,011609,S5_niveles,3636.019525562757
BOGOTÁ D.C.,AGUACATE,2021-08-01,011609,S5_niveles,3736.224351970048
BOGOTÁ D.C.,AGUACATE,2021-09-01,011609,S5_niveles,3794.1671925364335
BOGOTÁ D.C.,AGUACATE,2021-10-01,011609,S5_niveles,3836.371257610229
BOGOTÁ D.C.,AGUACATE,2021-11-01,011609,S5_niveles,3818.353891830132
BOGOTÁ D.C.,AGUACATE,2021-12-01,011609,S5_niveles,3789.245898721509
BOGOTÁ D.C.,AGUACATE,2022-01-01,011609,S5_niveles,3841.2974369311396
BOGOTÁ D.C.,AGUACATE,2022-02-01,011609,S5_niveles,3880.104384746209
BOGOTÁ D.C.,AGUACATE,2022-03-01,011609,S5_niveles,3930.950879165652
BOGOTÁ D.C.,AGUACATE,2022-04-01,011609,S5_niveles,3981.294405824004
BOGOTÁ D.C.,AGUACATE,2022-05-01,011609,S5_niveles,3990.2684432006026
BOGOTÁ D.C.,AGUACATE,2022-06-01,011609,S5_niveles,3976.97281632878
BOGOTÁ D.C.,AGUACATE,2022-07-01,011609,S5_niveles,3976.1783084891235
BOGOTÁ D.C.,AGUACATE,2022-08-01,011609,S5_niveles,4008.8265903453
BOGOTÁ D.C.,AGUACATE,2022-09-01,011609,S5_niveles,4086.757729519156
BOGOTÁ D.C.,AGUACATE,2022-10-01,011609,S5_niveles,4138.027806342894
BOGOTÁ D.C.,AGUACATE,2022-11-01,011609,S5_niveles,4091.9270571807238
BOGOTÁ D.C.,AGUACATE,2022-12-01,011609,S5_niveles,4024.22525152024
BOGOTÁ D.C.,AGUACATE,2023-01-01,011609,S5_niveles,4018.319583670541
BOGOTÁ D.C.,AGUACATE,2023-02-01,011609,S5_niveles,4127.17937191961
BOGOTÁ D.C.,AGUACATE,2023-03-01,011609,S5_niveles,4313.383456833026
BOGOTÁ D.C.,AGUACATE,2023-04-01,011609,S5_niveles,4253.516894252672
BOGOTÁ D.C.,AGUACATE,2023-05-01,011609,S5_niveles,4149.332619702058
BOGOTÁ D.C.,AGUACATE,2023-06-01,011609,S5_niveles,4162.7401660071255
BOGOTÁ D.C.,AGUACATE,2023-07-01,011609,S5_niveles,4216.8843867491205
BOGOTÁ D.C.,AGUACATE,2023-08-01,011609,S5_niveles,4338.12830244104
BOGOTÁ D.C.,AGUACATE,2023-09-01,011609,S5_niveles,4395.4850020241765
BOGOTÁ D.C.,AGUACATE,2023-10-01,011609,S5_niveles,4435.18082318845
BOGOTÁ D.C.,AGUACATE,2023-11-01,011609,S5_niveles,4338.05056710485
BOGOTÁ D.C.,AGUACATE,2023-12-01,011609,S5_niveles,4186.994323438533
BOGOTÁ D.C.,AGUACATE,2024-01-01,011609,S5_niveles,4194.43480110133
BOGOTÁ D.C.,AGUACATE,2024-02-01,011609,S5_niveles,4302.703502529323
BOGOTÁ D.C.,AGUACATE,2024-03-01,011609,S5_niveles,4422.737331842352
BOGOTÁ D.C.,AGUACATE,2024-04-01,011609,S5_niveles,4533.52754911799
BOGOTÁ D.C.,AGUACATE,2024-05-01,011609,S5_niveles,4548.650959598437
BOGOTÁ D.C.,AGUACATE,2024-06-01,011609,S5_niveles,4481.933141583833
BOGOTÁ D.C.,AGUACATE,2024-07-01,011609,S5_niveles,4435.481850358366
BOGOTÁ D.C.,AGUACATE,2024-08-01,011609,S5_niveles,4429.4556229507125
