"ciudad","fecha","model","n_deciles","sum_rate","incidence"
"BOGOTÁ D.C.",19113,"CoCA",10,25.4310344827586,2.54310344827586
"BOGOTÁ D.C.",19113,"CoNA",10,143.722943722944,14.3722943722944
"BOGOTÁ D.C.",19113,"CoRD",10,715.151515151515,71.5151515151515
"BOGOTÁ D.C.",19144,"CoCA",10,41.304347826087,4.1304347826087
"BOGOTÁ D.C.",19144,"CoNA",10,171.739130434783,17.1739130434783
"BOGOTÁ D.C.",19144,"CoRD",10,709.130434782609,70.9130434782609
"BOGOTÁ D.C.",19174,"CoCA",10,23.8738738738739,2.38738738738739
"BOGOTÁ D.C.",19174,"CoNA",10,237.837837837838,23.7837837837838
"BOGOTÁ D.C.",19174,"CoRD",10,700.452488687783,70.0452488687783
"BOGOTÁ D.C.",19205,"CoCA",10,22.2222222222222,2.22222222222222
"BOGOTÁ D.C.",19205,"CoNA",10,209.82905982906,20.982905982906
"BOGOTÁ D.C.",19205,"CoRD",10,694.017094017094,69.4017094017094
"BOGOTÁ D.C.",19236,"CoCA",10,25.8474576271186,2.58474576271186
"BOGOTÁ D.C.",19236,"CoNA",10,191.489361702128,19.1489361702128
"BOGOTÁ D.C.",19236,"CoRD",10,704.255319148936,70.4255319148936
"BOGOTÁ D.C.",19266,"CoCA",10,21.6981132075472,2.16981132075472
"BOGOTÁ D.C.",19266,"CoNA",10,225,22.5
"BOGOTÁ D.C.",19266,"CoRD",10,719.811320754717,71.9811320754717
"BOGOTÁ D.C.",19297,"CoCA",10,31.390134529148,3.1390134529148
"BOGOTÁ D.C.",19297,"CoNA",10,223.766816143498,22.3766816143498
"BOGOTÁ D.C.",19297,"CoRD",10,713.452914798206,71.3452914798206
"BOGOTÁ D.C.",19327,"CoCA",10,35.5670103092784,3.55670103092784
"BOGOTÁ D.C.",19327,"CoNA",10,196.907216494845,19.6907216494845
"BOGOTÁ D.C.",19327,"CoRD",10,744.559585492228,74.4559585492228
"BOGOTÁ D.C.",19358,"CoCA",10,32.5,3.25
"BOGOTÁ D.C.",19358,"CoNA",10,215,21.5
"BOGOTÁ D.C.",19358,"CoRD",10,740.5,74.05
"BOGOTÁ D.C.",19389,"CoCA",10,31.1926605504587,3.11926605504587
"BOGOTÁ D.C.",19389,"CoNA",10,233.655350272693,23.3655350272693
"BOGOTÁ D.C.",19389,"CoRD",10,766.820276497696,76.6820276497696
"BOGOTÁ D.C.",19417,"CoCA",10,31.7972350230415,3.17972350230415
"BOGOTÁ D.C.",19417,"CoNA",10,224.423963133641,22.4423963133641
"BOGOTÁ D.C.",19417,"CoRD",10,715.277777777778,71.5277777777778
"BOGOTÁ D.C.",19448,"CoCA",10,23.1527093596059,2.31527093596059
"BOGOTÁ D.C.",19448,"CoNA",10,164.532019704433,16.4532019704433
"BOGOTÁ D.C.",19448,"CoRD",10,720.197044334975,72.0197044334975
"BOGOTÁ D.C.",19478,"CoCA",10,24.1071428571429,2.41071428571429
"BOGOTÁ D.C.",19478,"CoNA",10,161.607142857143,16.1607142857143
"BOGOTÁ D.C.",19478,"CoRD",10,695.982142857143,69.5982142857143
"BOGOTÁ D.C.",19509,"CoCA",10,29.6296296296296,2.96296296296296
"BOGOTÁ D.C.",19509,"CoNA",10,170.833333333333,17.0833333333333
"BOGOTÁ D.C.",19509,"CoRD",10,683.333333333333,68.3333333333333
"BOGOTÁ D.C.",19539,"CoCA",10,30.7359307359307,3.07359307359307
"BOGOTÁ D.C.",19539,"CoNA",10,170.12987012987,17.012987012987
"BOGOTÁ D.C.",19539,"CoRD",10,700.434782608696,70.0434782608696
"BOGOTÁ D.C.",19570,"CoCA",10,15.4545454545455,1.54545454545455
"BOGOTÁ D.C.",19570,"CoNA",10,155,15.5
"BOGOTÁ D.C.",19570,"CoRD",10,663.013698630137,66.3013698630137
"BOGOTÁ D.C.",19601,"CoCA",10,22.0183486238532,2.20183486238532
"BOGOTÁ D.C.",19601,"CoNA",10,144.954128440367,14.4954128440367
"BOGOTÁ D.C.",19601,"CoRD",10,676.036866359447,67.6036866359447
"BOGOTÁ D.C.",19631,"CoCA",10,27.1794871794872,2.71794871794872
"BOGOTÁ D.C.",19631,"CoNA",10,138.659793814433,13.8659793814433
"BOGOTÁ D.C.",19631,"CoRD",10,675.773195876289,67.5773195876289
"BOGOTÁ D.C.",19662,"CoCA",10,26.2672811059908,2.62672811059908
"BOGOTÁ D.C.",19662,"CoNA",10,146.759259259259,14.6759259259259
"BOGOTÁ D.C.",19662,"CoRD",10,670.833333333333,67.0833333333333
"BOGOTÁ D.C.",19692,"CoCA",10,34.4497607655502,3.44497607655502
"BOGOTÁ D.C.",19692,"CoNA",10,155.769230769231,15.5769230769231
"BOGOTÁ D.C.",19692,"CoRD",10,666.826923076923,66.6826923076923
"BOGOTÁ D.C.",19723,"CoCA",10,24.3119266055046,2.43119266055046
"BOGOTÁ D.C.",19723,"CoNA",10,130.875576036866,13.0875576036866
