"ciudad","trimestre","fecha","Demo_Group","Sex","person","cost_day","total_household","per_capita","per_capita_year","per_capita_month"
"BOGOTA","2013Q3",2013-07-01,"9 a 13 años",1,3,4959.99047728555,17743.6814728157,5914.56049093857,2158814.57919258,177436.814728157
"BOGOTA","2013Q4",2013-10-01,"31 a 50 años",0,1,7489.07614808687,17660.7145726804,5886.90485756015,2148720.27300945,176607.145726805
"BOGOTA","2013Q4",2013-10-01,"31 a 50 años",1,2,5233.79616917086,17660.7145726804,5886.90485756015,2148720.27300945,176607.145726805
"BOGOTA","2013Q4",2013-10-01,"9 a 13 años",1,3,4937.84225542272,17660.7145726804,5886.90485756015,2148720.27300945,176607.145726805
"BOGOTA","2014Q1",2014-01-01,"31 a 50 años",0,1,7411.36568564036,17479.9937101188,5826.66457003961,2126732.56806446,174799.937101188
"BOGOTA","2014Q1",2014-01-01,"31 a 50 años",1,2,5179.32786259562,17479.9937101188,5826.66457003961,2126732.56806446,174799.937101188
"BOGOTA","2014Q1",2014-01-01,"9 a 13 años",1,3,4889.30016188286,17479.9937101188,5826.66457003961,2126732.56806446,174799.937101188
"BOGOTA","2014Q2",2014-04-01,"31 a 50 años",0,1,7439.75861329065,17547.3470048901,5849.1156682967,2134927.21892829,175473.470048901
"BOGOTA","2014Q2",2014-04-01,"31 a 50 años",1,2,5199.63628188904,17547.3470048901,5849.1156682967,2134927.21892829,175473.470048901
"BOGOTA","2014Q2",2014-04-01,"9 a 13 años",1,3,4907.95210971039,17547.3470048901,5849.1156682967,2134927.21892829,175473.470048901
"BOGOTA","2014Q3",2014-07-01,"31 a 50 años",0,1,7527.25843757963,17750.8884594196,5916.96281980652,2159691.42922938,177508.884594196
"BOGOTA","2014Q3",2014-07-01,"31 a 50 años",1,2,5260.80322716439,17750.8884594196,5916.96281980652,2159691.42922938,177508.884594196
"BOGOTA","2014Q3",2014-07-01,"9 a 13 años",1,3,4962.82679467554,17750.8884594196,5916.96281980652,2159691.42922938,177508.884594196
