"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha","person"
"31 a 50 años",1,2,8530.11343867232,28831.3987294692,9610.46624315641,3507820.17875209,288313.987294692,"BOGOTA",2022-04-01,2
"9 a 13 años",1,3,8028.93211089506,28831.3987294692,9610.46624315641,3507820.17875209,288313.987294692,"BOGOTA",2022-04-01,3
"31 a 50 años",0,1,12412.6074539024,29166.7010121148,9722.23367070495,3548615.28980731,291667.010121148,"BOGOTA",2022-05-01,1
"31 a 50 años",1,2,8626.4717652656,29166.7010121148,9722.23367070495,3548615.28980731,291667.010121148,"BOGOTA",2022-05-01,2
"9 a 13 años",1,3,8127.62179294685,29166.7010121148,9722.23367070495,3548615.28980731,291667.010121148,"BOGOTA",2022-05-01,3
"31 a 50 años",0,1,12320.3107919404,28961.2260443447,9653.74201478157,3523615.83539527,289612.260443447,"BOGOTA",2022-06-01,1
"31 a 50 años",1,2,8564.53074155897,28961.2260443447,9653.74201478157,3523615.83539527,289612.260443447,"BOGOTA",2022-06-01,2
"9 a 13 años",1,3,8076.38451084532,28961.2260443447,9653.74201478157,3523615.83539527,289612.260443447,"BOGOTA",2022-06-01,3
"31 a 50 años",0,1,12456.9444337938,29284.7890144312,9761.59633814373,3562982.66342246,292847.890144312,"BOGOTA",2022-07-01,1
"31 a 50 años",1,2,8660.71096927466,29284.7890144312,9761.59633814373,3562982.66342246,292847.890144312,"BOGOTA",2022-07-01,2
"9 a 13 años",1,3,8167.13361136272,29284.7890144312,9761.59633814373,3562982.66342246,292847.890144312,"BOGOTA",2022-07-01,3
"31 a 50 años",0,1,12837.8872144985,30195.0870420309,10065.0290140103,3673735.59011375,301950.870420309,"BOGOTA",2022-08-01,1
"31 a 50 años",1,2,8936.4526967416,30195.0870420309,10065.0290140103,3673735.59011375,301950.870420309,"BOGOTA",2022-08-01,2
"9 a 13 años",1,3,8420.74713079072,30195.0870420309,10065.0290140103,3673735.59011375,301950.870420309,"BOGOTA",2022-08-01,3
"31 a 50 años",0,1,13301.0444487679,31279.4076787008,10426.4692262336,3805661.26757526,312794.076787008,"BOGOTA",2022-09-01,1
"31 a 50 años",1,2,9259.94531447036,31279.4076787008,10426.4692262336,3805661.26757526,312794.076787008,"BOGOTA",2022-09-01,2
"9 a 13 años",1,3,8718.41791546248,31279.4076787008,10426.4692262336,3805661.26757526,312794.076787008,"BOGOTA",2022-09-01,3
