"ciudad","trimestre","fecha","Demo_Group","Sex","person","cost_day","total_household","per_capita","per_capita_year","per_capita_month"
"MEDELLIN","2016Q2",2016-04-01,"31 a 50 años",1,2,1316.4840146496,4395.35461217619,1465.11820405873,534768.144481437,43953.5461217619
"MEDELLIN","2016Q2",2016-04-01,"9 a 13 años",1,3,1244.16490771336,4395.35461217619,1465.11820405873,534768.144481437,43953.5461217619
"MEDELLIN","2016Q3",2016-07-01,"31 a 50 años",0,1,1850.45959206445,4433.09580810974,1477.69860270325,539359.989986685,44330.9580810974
"MEDELLIN","2016Q3",2016-07-01,"31 a 50 años",1,2,1327.78814947472,4433.09580810974,1477.69860270325,539359.989986685,44330.9580810974
"MEDELLIN","2016Q3",2016-07-01,"9 a 13 años",1,3,1254.84806657057,4433.09580810974,1477.69860270325,539359.989986685,44330.9580810974
"MEDELLIN","2016Q4",2016-10-01,"31 a 50 años",0,1,1833.86328811462,4393.33649329648,1464.44549776549,534522.606684405,43933.3649329648
"MEDELLIN","2016Q4",2016-10-01,"31 a 50 años",1,2,1315.87955346745,4393.33649329648,1464.44549776549,534522.606684405,43933.3649329648
"MEDELLIN","2016Q4",2016-10-01,"9 a 13 años",1,3,1243.59365171441,4393.33649329648,1464.44549776549,534522.606684405,43933.3649329648
"MEDELLIN","2017Q1",2017-01-01,"31 a 50 años",0,1,1820.83259483383,4362.11921516322,1454.03973838774,530724.504511525,43621.1921516322
"MEDELLIN","2017Q1",2017-01-01,"31 a 50 años",1,2,1306.52944380179,4362.11921516322,1454.03973838774,530724.504511525,43621.1921516322
"MEDELLIN","2017Q1",2017-01-01,"9 a 13 años",1,3,1234.7571765276,4362.11921516322,1454.03973838774,530724.504511525,43621.1921516322
"MEDELLIN","2017Q2",2017-04-01,"31 a 50 años",0,1,1816.46452545922,4351.65474994757,1450.55158331586,529451.327910288,43516.5474994757
"MEDELLIN","2017Q2",2017-04-01,"31 a 50 años",1,2,1303.39515717562,4351.65474994757,1450.55158331586,529451.327910288,43516.5474994757
"MEDELLIN","2017Q2",2017-04-01,"9 a 13 años",1,3,1231.79506731274,4351.65474994757,1450.55158331586,529451.327910288,43516.5474994757
"MEDELLIN","2017Q3",2017-07-01,"31 a 50 años",0,1,1811.87409271843,4340.65757485234,1446.88585828411,528113.338273702,43406.5757485234
