"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha","person"
"9 a 13 años",1,3,1237.19760138758,4370.74068696129,1456.91356232043,531773.450246957,43707.4068696129,"CALI",2013-03-01,3
"31 a 50 años",0,1,1811.83276562277,4340.55856865121,1446.85285621707,528101.292519231,43405.5856865121,"CALI",2013-04-01,1
"31 a 50 años",1,2,1300.07166075969,4340.55856865121,1446.85285621707,528101.292519231,43405.5856865121,"CALI",2013-04-01,2
"9 a 13 años",1,3,1228.65414226876,4340.55856865121,1446.85285621707,528101.292519231,43405.5856865121,"CALI",2013-04-01,3
"31 a 50 años",0,1,1852.30965601037,4437.52795607912,1479.17598535971,539899.234656293,44375.2795607912,"CALI",2013-05-01,1
"31 a 50 años",1,2,1329.11565373025,4437.52795607912,1479.17598535971,539899.234656293,44375.2795607912,"CALI",2013-05-01,2
"9 a 13 años",1,3,1256.1026463385,4437.52795607912,1479.17598535971,539899.234656293,44375.2795607912,"CALI",2013-05-01,3
"31 a 50 años",0,1,1849.34488333948,4430.42533067965,1476.80844355988,539035.081899357,44304.2533067965,"CALI",2013-06-01,1
"31 a 50 años",1,2,1326.98829572948,4430.42533067965,1476.80844355988,539035.081899357,44304.2533067965,"CALI",2013-06-01,2
"9 a 13 años",1,3,1254.09215161068,4430.42533067965,1476.80844355988,539035.081899357,44304.2533067965,"CALI",2013-06-01,3
"31 a 50 años",0,1,1818.65974143431,4356.913769263,1452.30458975433,530091.175260332,43569.13769263,"CALI",2013-07-01,1
"31 a 50 años",1,2,1304.97032356659,4356.913769263,1452.30458975433,530091.175260332,43569.13769263,"CALI",2013-07-01,2
"9 a 13 años",1,3,1233.2837042621,4356.913769263,1452.30458975433,530091.175260332,43569.13769263,"CALI",2013-07-01,3
"31 a 50 años",0,1,1818.2085775849,4355.83292827723,1451.94430942574,529959.672940396,43558.3292827723,"CALI",2013-08-01,1
"31 a 50 años",1,2,1304.64659317264,4355.83292827723,1451.94430942574,529959.672940396,43558.3292827723,"CALI",2013-08-01,2
"9 a 13 años",1,3,1232.9777575197,4355.83292827723,1451.94430942574,529959.672940396,43558.3292827723,"CALI",2013-08-01,3
"31 a 50 años",0,1,1813.16450565323,4343.74898208788,1447.91632736263,528489.459487359,43437.4898208788,"CALI",2013-09-01,1
"31 a 50 años",1,2,1301.02724424728,4343.74898208788,1447.91632736263,528489.459487359,43437.4898208788,"CALI",2013-09-01,2
"9 a 13 años",1,3,1229.55723218738,4343.74898208788,1447.91632736263,528489.459487359,43437.4898208788,"CALI",2013-09-01,3
"31 a 50 años",0,1,1822.98542768718,4367.2766983845,1455.7588994615,531351.998303448,43672.766983845,"CALI",2013-10-01,1
"31 a 50 años",1,2,1308.07419839289,4367.2766983845,1455.7588994615,531351.998303448,43672.766983845,"CALI",2013-10-01,2
"9 a 13 años",1,3,1236.21707230444,4367.2766983845,1455.7588994615,531351.998303448,43672.766983845,"CALI",2013-10-01,3
"31 a 50 años",0,1,1827.52477700498,4378.15149431013,1459.38383143671,532675.098474399,43781.5149431013,"CALI",2013-11-01,1
"31 a 50 años",1,2,1311.33138609715,4378.15149431013,1459.38383143671,532675.098474399,43781.5149431013,"CALI",2013-11-01,2
"9 a 13 años",1,3,1239.29533120799,4378.15149431013,1459.38383143671,532675.098474399,43781.5149431013,"CALI",2013-11-01,3
"31 a 50 años",0,1,1820.55553662399,4361.45547433153,1453.81849144384,530643.749377003,43614.5547433153,"CALI",2013-12-01,1
"31 a 50 años",1,2,1306.33064205043,4361.45547433153,1453.81849144384,530643.749377003,43614.5547433153,"CALI",2013-12-01,2
"9 a 13 años",1,3,1234.56929565712,4361.45547433153,1453.81849144384,530643.749377003,43614.5547433153,"CALI",2013-12-01,3
"31 a 50 años",0,1,1813.35980874908,4344.21686441247,1448.07228813749,528546.385170184,43442.1686441247,"CALI",2014-01-01,1
"31 a 50 años",1,2,1301.16738302,4344.21686441247,1448.07228813749,528546.385170184,43442.1686441247,"CALI",2014-01-01,2
"9 a 13 años",1,3,1229.68967264339,4344.21686441247,1448.07228813749,528546.385170184,43442.1686441247,"CALI",2014-01-01,3
"31 a 50 años",0,1,1829.90833844638,4383.86172774594,1461.28724258198,533369.843542423,43838.6172774594,"CALI",2014-02-01,1
"31 a 50 años",1,2,1313.04169884811,4383.86172774594,1461.28724258198,533369.843542423,43838.6172774594,"CALI",2014-02-01,2
"9 a 13 años",1,3,1240.91169045146,4383.86172774594,1461.28724258198,533369.843542423,43838.6172774594,"CALI",2014-02-01,3
"31 a 50 años",0,1,1828.77036917403,4381.13552565396,1460.37850855132,533038.155621232,43811.3552565396,"CALI",2014-03-01,1
"31 a 50 años",1,2,1312.22515461187,4381.13552565396,1460.37850855132,533038.155621232,43811.3552565396,"CALI",2014-03-01,2
"9 a 13 años",1,3,1240.14000186806,4381.13552565396,1460.37850855132,533038.155621232,43811.3552565396,"CALI",2014-03-01,3
"31 a 50 años",0,1,1821.88240757128,4364.63422303782,1454.87807434594,531030.497136268,43646.3422303782,"CALI",2014-04-01,1
"31 a 50 años",1,2,1307.28273175141,4364.63422303782,1454.87807434594,531030.497136268,43646.3422303782,"CALI",2014-04-01,2
"9 a 13 años",1,3,1235.46908371514,4364.63422303782,1454.87807434594,531030.497136268,43646.3422303782,"CALI",2014-04-01,3
"31 a 50 años",0,1,1834.78290897953,4395.53960403652,1465.17986801217,534790.651824443,43955.3960403652,"CALI",2014-05-01,1
"31 a 50 años",1,2,1316.53942288134,4395.53960403652,1465.17986801217,534790.651824443,43955.3960403652,"CALI",2014-05-01,2
"9 a 13 años",1,3,1244.21727217565,4395.53960403652,1465.17986801217,534790.651824443,43955.3960403652,"CALI",2014-05-01,3
"31 a 50 años",0,1,1813.79013886439,4345.24779458707,1448.41593152902,528671.815008093,43452.4779458707,"CALI",2014-06-01,1
"31 a 50 años",1,2,1301.47616427085,4345.24779458707,1448.41593152902,528671.815008093,43452.4779458707,"CALI",2014-06-01,2
"9 a 13 años",1,3,1229.98149145182,4345.24779458707,1448.41593152902,528671.815008093,43452.4779458707,"CALI",2014-06-01,3
"31 a 50 años",0,1,1815.72433095405,4349.88148606646,1449.96049535549,529235.580804753,43498.8148606646,"CALI",2014-07-01,1
"31 a 50 años",1,2,1302.86403426081,4349.88148606646,1449.96049535549,529235.580804753,43498.8148606646,"CALI",2014-07-01,2
"9 a 13 años",1,3,1231.29312085161,4349.88148606646,1449.96049535549,529235.580804753,43498.8148606646,"CALI",2014-07-01,3
"31 a 50 años",0,1,1821.63165516815,4364.03350231313,1454.67783410438,530957.409448097,43640.3350231313,"CALI",2014-08-01,1
"31 a 50 años",1,2,1307.10280560185,4364.03350231313,1454.67783410438,530957.409448097,43640.3350231313,"CALI",2014-08-01,2
"9 a 13 años",1,3,1235.29904154313,4364.03350231313,1454.67783410438,530957.409448097,43640.3350231313,"CALI",2014-08-01,3
"31 a 50 años",0,1,1811.27565379924,4339.22391098016,1446.40797032672,527938.909169253,43392.2391098016,"CALI",2014-09-01,1
