deciles,rate,gap,severity,model,ciudad,fecha,year,mes
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 1,85.9833686856104,0.26573534248520464,0.13611566052409188,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 2,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 1,100,0.5093987605498718,0.2896106010427841,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 2,100,0.15177528395909576,0.027815735710045125,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 3,38.363934239995295,0.019308112914032872,0.0014648336602939324,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2019-11-01,2019,11
Decil 1,26.449147097534947,0.1442890312123638,0.10614452668846656,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 1,73.33442215060032,0.2932510047905784,0.18273111805736614,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 2,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 1,100,0.5232501558611737,0.32092993296607103,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 2,97.12211335143117,0.11823945312445702,0.019503813064845943,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 3,20.46207551093644,0.006716529290309088,2.7413990727521433e-4,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2019-12-01,2019,12
Decil 1,19.949841753262902,0.10161877046771414,0.07795076917735451,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 1,74.8796501798154,0.25164743759325126,0.14155849558615283,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 2,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 1,100,0.5001343618580332,0.28728416595631795,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 2,84.86369147121458,0.11219031215690553,0.019716810913377555,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 3,10.646163859939444,0.002036651683979453,5.399501762689389e-5,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2020-01-01,2020,01
Decil 1,17.441020870257766,0.10242764648139978,0.08243124462106294,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 1,65.95601235874963,0.2410372287054187,0.14133677775371836,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 2,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 1,100,0.47340935454379435,0.2705346052595633,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 2,59.281788825058776,0.06506442714473394,0.009328415550407192,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 3,0,0,0,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2020-02-01,2020,02
Decil 1,72.4667908762455,0.42870731147997215,0.34660415349428725,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 1,100,0.6313247316613246,0.48135614213425437,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 2,29.64775010772756,0.01895363816527977,0.0016969666428165566,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 1,100,0.758804922912241,0.6112174035414054,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 2,100,0.2806585733954416,0.08618873562024647,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 3,86.66094008031575,0.08758316580161801,0.012297696561892018,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2020-03-01,2020,03
Decil 1,100,0.9713574344902596,0.9462100851322365,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 2,88.623787819231,0.4113935912460644,0.23545865829220816,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 3,0.7631335166698016,2.6558668751399285e-5,9.242981345186478e-8,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 1,100,0.9840670251032293,0.9692155936085664,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 2,100,0.6705422282803306,0.4710912873253037,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 3,100,0.27279705515483166,0.08346868898936018,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 4,21.979044028504823,0.011170771949351371,8.078286085764624e-4,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 1,100,0.9896016832730109,0.9796640220789515,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 2,100,0.784986402055807,0.6253458624592138,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 3,100,0.5254064859644128,0.27990678379814543,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 4,100,0.2737208999959882,0.08134669552802125,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 5,70.07839129836043,0.05793289131516045,0.006319124183266133,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2020-04-01,2020,04
Decil 1,100,0.9544241911100864,0.9168529565465221,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 2,100,0.5389867649044147,0.3196322195934088,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 3,44.72857581309051,0.04395505264074224,0.006847762987014348,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 1,100,0.9748270771879115,0.9520961043299364,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 2,100,0.7453681927962299,0.5644590349640795,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 3,100,0.4087738165500648,0.17678848806913988,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 4,68.65608072084298,0.07894795634344816,0.012006596379420921,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 1,100,0.9836736079070676,0.968374403762719,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 2,100,0.8348535545604441,0.7007179891123606,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 3,100,0.616548679759337,0.3842093330632187,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 4,100,0.3922413352214697,0.1576808808836404,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 5,100,0.2401010351721735,0.060610931131497084,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 6,49.97038715533709,0.03530928892035795,0.0030130640839048125,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2020-05-01,2020,05
Decil 1,100,0.9182475377647284,0.8542321443097084,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 2,100,0.3740117019494478,0.18364470452890427,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 3,17.723974214045224,0.008082662895663721,6.94907304498178e-4,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 1,100,0.9549923215973015,0.9153605705316298,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 2,100,0.6553708691803009,0.44277417774853334,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 3,100,0.31335947652758694,0.11012688609002236,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 4,34.35811532908396,0.018793572328296614,0.00151861392310973,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 1,100,0.970770652167337,0.9438086535640241,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 2,100,0.7761874174475674,0.608060790252746,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 3,100,0.554074873247103,0.3120317068918438,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 4,100,0.31805271902710036,0.10497950015914652,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 5,100,0.15003707312603234,0.02620518666458322,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 6,11.749372041354606,0.001886752328383268,3.8173881833503695e-5,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2020-06-01,2020,06
Decil 1,100,0.8608770807702661,0.7721313080052178,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 2,61.11537515169135,0.11986566031897398,0.03290786872292501,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 1,100,0.9232271044965928,0.8617951514484096,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 2,100,0.48872121805474256,0.24929341618342232,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 3,100,0.24280057483259515,0.0631869456682502,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 4,47.93054382550482,0.030988215008855173,0.0025858463816996395,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 1,100,0.9503504070758636,0.9071168618541255,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 2,100,0.6693522729880135,0.4524008759889328,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 3,100,0.5103135947206354,0.2621910979299225,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 4,100,0.3474667121804674,0.12347069768586598,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 5,100,0.1699849421200503,0.03257466154536861,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 6,19.25926672504593,0.00756128950721614,3.765055862038004e-4,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2020-07-01,2020,07
Decil 1,85.17098013205103,0.4422486429688213,0.3266637641297935,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 1,100,0.6832330418854089,0.5115748489768703,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 2,76.22278333100563,0.11226095011663575,0.02265592130507917,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 1,100,0.7942355939752682,0.6496997979134466,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 2,100,0.41423042537560517,0.17747606777335045,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 3,100,0.22971057751462579,0.0564748771215537,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 4,59.531987523865716,0.04815568048950461,0.004967955327650225,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2020-08-01,2020,08
Decil 1,93.89027210165517,0.5279697790593394,0.3933504740540801,CoCA,BOGOTÁ D.C.,2020-09-01,2020,09
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2020-09-01,2020,09
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2020-09-01,2020,09
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2020-09-01,2020,09
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2020-09-01,2020,09
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2020-09-01,2020,09
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2020-09-01,2020,09
