deciles,rate,gap,severity,model,ciudad,fecha,year,mes
Decil 7,0,0,0,CoRD,CALI,2021-08-01,2021,08
Decil 8,0,0,0,CoRD,CALI,2021-08-01,2021,08
Decil 9,0,0,0,CoRD,CALI,2021-08-01,2021,08
Decil 1,61.40469301316009,0.16214731724583467,0.08121153411975611,CoCA,CALI,2021-09-01,2021,09
Decil 10,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 2,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 3,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 4,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 5,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 6,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 7,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 8,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 9,0,0,0,CoCA,CALI,2021-09-01,2021,09
Decil 1,100,0.5235365190460664,0.30301361191035314,CoNA,CALI,2021-09-01,2021,09
Decil 10,0,0,0,CoNA,CALI,2021-09-01,2021,09
Decil 2,56.311036079539036,0.08721229651158345,0.01725557714389162,CoNA,CALI,2021-09-01,2021,09
Decil 3,0,0,0,CoNA,CALI,2021-09-01,2021,09
Decil 4,0,0,0,CoNA,CALI,2021-09-01,2021,09
Decil 5,0,0,0,CoNA,CALI,2021-09-01,2021,09
Decil 6,0,0,0,CoNA,CALI,2021-09-01,2021,09
Decil 7,0,0,0,CoNA,CALI,2021-09-01,2021,09
Decil 8,0,0,0,CoNA,CALI,2021-09-01,2021,09
Decil 9,0,0,0,CoNA,CALI,2021-09-01,2021,09
Decil 1,100,0.6582796319921378,0.4482094968122573,CoRD,CALI,2021-09-01,2021,09
Decil 10,0,0,0,CoRD,CALI,2021-09-01,2021,09
Decil 2,100,0.32201987331069243,0.11256057093110729,CoRD,CALI,2021-09-01,2021,09
Decil 3,100,0.14743205916106414,0.024667857403130038,CoRD,CALI,2021-09-01,2021,09
Decil 4,6.13985559641747,0.0016036201355478124,4.467450608537665e-5,CoRD,CALI,2021-09-01,2021,09
Decil 5,0,0,0,CoRD,CALI,2021-09-01,2021,09
Decil 6,0,0,0,CoRD,CALI,2021-09-01,2021,09
Decil 7,0,0,0,CoRD,CALI,2021-09-01,2021,09
Decil 8,0,0,0,CoRD,CALI,2021-09-01,2021,09
Decil 9,0,0,0,CoRD,CALI,2021-09-01,2021,09
Decil 1,61.07715651925199,0.26029548343890707,0.18641550981823063,CoCA,CALI,2021-10-01,2021,10
Decil 10,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 2,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 3,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 4,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 5,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 6,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 7,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 8,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 9,0,0,0,CoCA,CALI,2021-10-01,2021,10
Decil 1,100,0.5753553703620989,0.3798019261936269,CoNA,CALI,2021-10-01,2021,10
Decil 10,0,0,0,CoNA,CALI,2021-10-01,2021,10
Decil 2,74.90092207885361,0.11044524289538729,0.021623168902060147,CoNA,CALI,2021-10-01,2021,10
Decil 3,5.422799713302999,0.0010095957949173705,2.0668742762839318e-5,CoNA,CALI,2021-10-01,2021,10
Decil 4,0,0,0,CoNA,CALI,2021-10-01,2021,10
Decil 5,0,0,0,CoNA,CALI,2021-10-01,2021,10
Decil 6,0,0,0,CoNA,CALI,2021-10-01,2021,10
Decil 7,0,0,0,CoNA,CALI,2021-10-01,2021,10
Decil 8,0,0,0,CoNA,CALI,2021-10-01,2021,10
Decil 9,0,0,0,CoNA,CALI,2021-10-01,2021,10
Decil 1,100,0.6975378707469218,0.511300624517781,CoRD,CALI,2021-10-01,2021,10
Decil 10,0,0,0,CoRD,CALI,2021-10-01,2021,10
Decil 2,100,0.362709391614026,0.13698284028472074,CoRD,CALI,2021-10-01,2021,10
Decil 3,100,0.18997157503079254,0.03948483501295108,CoRD,CALI,2021-10-01,2021,10
Decil 4,36.90413679413507,0.01860339383503656,0.0012134519012130536,CoRD,CALI,2021-10-01,2021,10
Decil 5,0,0,0,CoRD,CALI,2021-10-01,2021,10
Decil 6,0,0,0,CoRD,CALI,2021-10-01,2021,10
Decil 7,0,0,0,CoRD,CALI,2021-10-01,2021,10
Decil 8,0,0,0,CoRD,CALI,2021-10-01,2021,10
Decil 9,0,0,0,CoRD,CALI,2021-10-01,2021,10
Decil 1,46.74272925777287,0.25395020706218707,0.18457746160835656,CoCA,CALI,2021-11-01,2021,11
Decil 10,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 2,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 3,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 4,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 5,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 6,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 7,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 8,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 9,0,0,0,CoCA,CALI,2021-11-01,2021,11
Decil 1,100,0.5303035637728568,0.3470859390040548,CoNA,CALI,2021-11-01,2021,11
Decil 10,0,0,0,CoNA,CALI,2021-11-01,2021,11
Decil 2,43.83680406247402,0.049313065535007604,0.006478701294295128,CoNA,CALI,2021-11-01,2021,11
Decil 3,0,0,0,CoNA,CALI,2021-11-01,2021,11
Decil 4,0,0,0,CoNA,CALI,2021-11-01,2021,11
Decil 5,0,0,0,CoNA,CALI,2021-11-01,2021,11
Decil 6,0,0,0,CoNA,CALI,2021-11-01,2021,11
Decil 7,0,0,0,CoNA,CALI,2021-11-01,2021,11
Decil 8,0,0,0,CoNA,CALI,2021-11-01,2021,11
Decil 9,0,0,0,CoNA,CALI,2021-11-01,2021,11
Decil 1,100,0.6649935410461696,0.47572224032964794,CoRD,CALI,2021-11-01,2021,11
Decil 10,0,0,0,CoRD,CALI,2021-11-01,2021,11
Decil 2,100,0.29101180004402055,0.0903229748079237,CoRD,CALI,2021-11-01,2021,11
Decil 3,100,0.1613325230064157,0.028030454857014164,CoRD,CALI,2021-11-01,2021,11
Decil 4,28.151583303637757,0.014118367316001931,8.648681875445816e-4,CoRD,CALI,2021-11-01,2021,11
Decil 5,0,0,0,CoRD,CALI,2021-11-01,2021,11
Decil 6,0,0,0,CoRD,CALI,2021-11-01,2021,11
Decil 7,0,0,0,CoRD,CALI,2021-11-01,2021,11
Decil 8,0,0,0,CoRD,CALI,2021-11-01,2021,11
Decil 9,0,0,0,CoRD,CALI,2021-11-01,2021,11
Decil 1,38.02849553965431,0.16748928580349748,0.1016281064357845,CoCA,CALI,2021-12-01,2021,12
Decil 10,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 2,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 3,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 4,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 5,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 6,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 7,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 8,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 9,0,0,0,CoCA,CALI,2021-12-01,2021,12
Decil 1,100,0.48885106128862327,0.28198804163548896,CoNA,CALI,2021-12-01,2021,12
Decil 10,0,0,0,CoNA,CALI,2021-12-01,2021,12
Decil 2,48.14896142879117,0.06632693311193409,0.010663736483583474,CoNA,CALI,2021-12-01,2021,12
Decil 3,0,0,0,CoNA,CALI,2021-12-01,2021,12
Decil 4,0,0,0,CoNA,CALI,2021-12-01,2021,12
Decil 5,0,0,0,CoNA,CALI,2021-12-01,2021,12
Decil 6,0,0,0,CoNA,CALI,2021-12-01,2021,12
Decil 7,0,0,0,CoNA,CALI,2021-12-01,2021,12
Decil 8,0,0,0,CoNA,CALI,2021-12-01,2021,12
Decil 9,0,0,0,CoNA,CALI,2021-12-01,2021,12
Decil 1,100,0.6353460810825379,0.4255555298922005,CoRD,CALI,2021-12-01,2021,12
Decil 10,0,0,0,CoRD,CALI,2021-12-01,2021,12
Decil 2,100,0.3069132175432564,0.10154239019638982,CoRD,CALI,2021-12-01,2021,12
Decil 3,100,0.13235447130068015,0.021060418070288967,CoRD,CALI,2021-12-01,2021,12
Decil 4,13.08260677208356,0.0029645754839870853,8.862677731945903e-5,CoRD,CALI,2021-12-01,2021,12
Decil 5,0,0,0,CoRD,CALI,2021-12-01,2021,12
Decil 6,0,0,0,CoRD,CALI,2021-12-01,2021,12
Decil 7,0,0,0,CoRD,CALI,2021-12-01,2021,12
Decil 8,0,0,0,CoRD,CALI,2021-12-01,2021,12
Decil 9,0,0,0,CoRD,CALI,2021-12-01,2021,12
Decil 1,77.75508893929283,0.44563610125543246,0.33235102536031363,CoCA,CALI,2022-01-01,2022,01
Decil 10,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 2,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 3,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 4,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 5,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 6,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 7,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 8,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 9,0,0,0,CoCA,CALI,2022-01-01,2022,01
Decil 1,100,0.7061987247559418,0.5401503884498364,CoNA,CALI,2022-01-01,2022,01
Decil 10,0,0,0,CoNA,CALI,2022-01-01,2022,01
Decil 2,100,0.17859601507829354,0.045955692851770744,CoNA,CALI,2022-01-01,2022,01
Decil 3,37.511720437860916,0.013419760812506086,6.426662093122845e-4,CoNA,CALI,2022-01-01,2022,01
Decil 4,0,0,0,CoNA,CALI,2022-01-01,2022,01
Decil 5,0,0,0,CoNA,CALI,2022-01-01,2022,01
Decil 6,0,0,0,CoNA,CALI,2022-01-01,2022,01
Decil 7,0,0,0,CoNA,CALI,2022-01-01,2022,01
Decil 8,0,0,0,CoNA,CALI,2022-01-01,2022,01
Decil 9,0,0,0,CoNA,CALI,2022-01-01,2022,01
Decil 1,100,0.7897929094471895,0.6449828856272877,CoRD,CALI,2022-01-01,2022,01
Decil 10,0,0,0,CoRD,CALI,2022-01-01,2022,01
Decil 2,100,0.41230703748496234,0.1771940123626455,CoRD,CALI,2022-01-01,2022,01
Decil 3,100,0.2462166711107144,0.06437672587766215,CoRD,CALI,2022-01-01,2022,01
Decil 4,52.56662450138533,0.030206796452831045,0.0022858026652273506,CoRD,CALI,2022-01-01,2022,01
Decil 5,0,0,0,CoRD,CALI,2022-01-01,2022,01
Decil 6,0,0,0,CoRD,CALI,2022-01-01,2022,01
Decil 7,0,0,0,CoRD,CALI,2022-01-01,2022,01
Decil 8,0,0,0,CoRD,CALI,2022-01-01,2022,01
Decil 9,0,0,0,CoRD,CALI,2022-01-01,2022,01
Decil 1,60.72014315974942,0.2500628110247804,0.1622125490666195,CoCA,CALI,2022-02-01,2022,02
Decil 10,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 2,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 3,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 4,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 5,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 6,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 7,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 8,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 9,0,0,0,CoCA,CALI,2022-02-01,2022,02
Decil 1,100,0.5848684598980467,0.3810675075763848,CoNA,CALI,2022-02-01,2022,02
Decil 10,0,0,0,CoNA,CALI,2022-02-01,2022,02
Decil 2,89.3251071781246,0.1270574339946797,0.023551380926364326,CoNA,CALI,2022-02-01,2022,02
Decil 3,12.463325787440803,0.002914256331968795,8.180701920742883e-5,CoNA,CALI,2022-02-01,2022,02
Decil 4,0,0,0,CoNA,CALI,2022-02-01,2022,02
Decil 5,0,0,0,CoNA,CALI,2022-02-01,2022,02
Decil 6,0,0,0,CoNA,CALI,2022-02-01,2022,02
Decil 7,0,0,0,CoNA,CALI,2022-02-01,2022,02
Decil 8,0,0,0,CoNA,CALI,2022-02-01,2022,02
Decil 9,0,0,0,CoNA,CALI,2022-02-01,2022,02
Decil 1,100,0.702898452194963,0.5140401306783083,CoRD,CALI,2022-02-01,2022,02
Decil 10,0,0,0,CoRD,CALI,2022-02-01,2022,02
Decil 2,100,0.37286122606276184,0.14330507441435608,CoRD,CALI,2022-02-01,2022,02
Decil 3,100,0.20143706983773596,0.044518055015969255,CoRD,CALI,2022-02-01,2022,02
Decil 4,38.73529255700084,0.023840087011346316,0.001713375781242779,CoRD,CALI,2022-02-01,2022,02
Decil 5,0,0,0,CoRD,CALI,2022-02-01,2022,02
Decil 6,0,0,0,CoRD,CALI,2022-02-01,2022,02
Decil 7,0,0,0,CoRD,CALI,2022-02-01,2022,02
Decil 8,0,0,0,CoRD,CALI,2022-02-01,2022,02
Decil 9,0,0,0,CoRD,CALI,2022-02-01,2022,02
Decil 1,45.35676669718457,0.1496056187619658,0.07219687292120926,CoCA,CALI,2022-03-01,2022,03
Decil 10,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 2,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 3,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 4,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 5,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 6,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 7,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 8,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 9,0,0,0,CoCA,CALI,2022-03-01,2022,03
Decil 1,100,0.488342509649636,0.2762301181623722,CoNA,CALI,2022-03-01,2022,03
Decil 10,0,0,0,CoNA,CALI,2022-03-01,2022,03
Decil 2,51.257717572948444,0.055644704803677364,0.008634474353258736,CoNA,CALI,2022-03-01,2022,03
Decil 3,0,0,0,CoNA,CALI,2022-03-01,2022,03
Decil 4,0,0,0,CoNA,CALI,2022-03-01,2022,03
Decil 5,0,0,0,CoNA,CALI,2022-03-01,2022,03
Decil 6,0,0,0,CoNA,CALI,2022-03-01,2022,03
Decil 7,0,0,0,CoNA,CALI,2022-03-01,2022,03
Decil 8,0,0,0,CoNA,CALI,2022-03-01,2022,03
Decil 9,0,0,0,CoNA,CALI,2022-03-01,2022,03
Decil 1,100,0.6361812669240263,0.42381406203183575,CoRD,CALI,2022-03-01,2022,03
Decil 10,0,0,0,CoRD,CALI,2022-03-01,2022,03
Decil 2,100,0.3072852331703366,0.09977182858666081,CoRD,CALI,2022-03-01,2022,03
Decil 3,100,0.15784084724345812,0.02899160716374614,CoRD,CALI,2022-03-01,2022,03
Decil 4,25.297149016390147,0.007513898759786567,2.8058110927377017e-4,CoRD,CALI,2022-03-01,2022,03
Decil 5,0,0,0,CoRD,CALI,2022-03-01,2022,03
Decil 6,0,0,0,CoRD,CALI,2022-03-01,2022,03
Decil 7,0,0,0,CoRD,CALI,2022-03-01,2022,03
Decil 8,0,0,0,CoRD,CALI,2022-03-01,2022,03
Decil 9,0,0,0,CoRD,CALI,2022-03-01,2022,03
Decil 1,33.96195665341106,0.10450006354601578,0.05690447619080078,CoCA,CALI,2022-04-01,2022,04
Decil 10,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 2,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 3,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 4,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 5,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 6,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 7,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 8,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 9,0,0,0,CoCA,CALI,2022-04-01,2022,04
Decil 1,100,0.38788571777494185,0.20482756587308695,CoNA,CALI,2022-04-01,2022,04
Decil 10,0,0,0,CoNA,CALI,2022-04-01,2022,04
Decil 2,24.900446504500774,0.009856599963057846,4.7034548408608697e-4,CoNA,CALI,2022-04-01,2022,04
Decil 3,0,0,0,CoNA,CALI,2022-04-01,2022,04
Decil 4,0,0,0,CoNA,CALI,2022-04-01,2022,04
Decil 5,0,0,0,CoNA,CALI,2022-04-01,2022,04
Decil 6,0,0,0,CoNA,CALI,2022-04-01,2022,04
Decil 7,0,0,0,CoNA,CALI,2022-04-01,2022,04
Decil 8,0,0,0,CoNA,CALI,2022-04-01,2022,04
Decil 9,0,0,0,CoNA,CALI,2022-04-01,2022,04
Decil 1,100,0.5750636729209376,0.3569017630161239,CoRD,CALI,2022-04-01,2022,04
Decil 10,0,0,0,CoRD,CALI,2022-04-01,2022,04
Decil 2,100,0.2564548459535384,0.06986429010211512,CoRD,CALI,2022-04-01,2022,04
Decil 3,100,0.11215488801404104,0.01499239319186507,CoRD,CALI,2022-04-01,2022,04
Decil 4,7.856838974256275,0.0011092785975374126,1.7841120298094878e-5,CoRD,CALI,2022-04-01,2022,04
Decil 5,0,0,0,CoRD,CALI,2022-04-01,2022,04
Decil 6,0,0,0,CoRD,CALI,2022-04-01,2022,04
Decil 7,0,0,0,CoRD,CALI,2022-04-01,2022,04
Decil 8,0,0,0,CoRD,CALI,2022-04-01,2022,04
Decil 9,0,0,0,CoRD,CALI,2022-04-01,2022,04
Decil 1,58.96717951043864,0.24392132588703236,0.16553477202831401,CoCA,CALI,2022-05-01,2022,05
Decil 10,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 2,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 3,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 4,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 5,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 6,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 7,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 8,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 9,0,0,0,CoCA,CALI,2022-05-01,2022,05
Decil 1,100,0.5752752263249273,0.37724091038791735,CoNA,CALI,2022-05-01,2022,05
Decil 10,0,0,0,CoNA,CALI,2022-05-01,2022,05
Decil 2,62.21418913941162,0.0703860814856799,0.011770161618796448,CoNA,CALI,2022-05-01,2022,05
Decil 3,0,0,0,CoNA,CALI,2022-05-01,2022,05
Decil 4,0,0,0,CoNA,CALI,2022-05-01,2022,05
Decil 5,0,0,0,CoNA,CALI,2022-05-01,2022,05
Decil 6,0,0,0,CoNA,CALI,2022-05-01,2022,05
Decil 7,0,0,0,CoNA,CALI,2022-05-01,2022,05
Decil 8,0,0,0,CoNA,CALI,2022-05-01,2022,05
Decil 9,0,0,0,CoNA,CALI,2022-05-01,2022,05
Decil 1,100,0.7102342925221394,0.5259830562584652,CoRD,CALI,2022-05-01,2022,05
Decil 10,0,0,0,CoRD,CALI,2022-05-01,2022,05
Decil 2,100,0.34515919392566785,0.12536979911266674,CoRD,CALI,2022-05-01,2022,05
Decil 3,100,0.1629726216197188,0.03133374934135697,CoRD,CALI,2022-05-01,2022,05
Decil 4,23.4011105286247,0.005757262197877322,2.0988117392967476e-4,CoRD,CALI,2022-05-01,2022,05
Decil 5,0,0,0,CoRD,CALI,2022-05-01,2022,05
Decil 6,0,0,0,CoRD,CALI,2022-05-01,2022,05
Decil 7,0,0,0,CoRD,CALI,2022-05-01,2022,05
Decil 8,0,0,0,CoRD,CALI,2022-05-01,2022,05
Decil 9,0,0,0,CoRD,CALI,2022-05-01,2022,05
Decil 1,44.46584582375542,0.22092168356865188,0.1551360026717169,CoCA,CALI,2022-06-01,2022,06
Decil 10,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 2,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 3,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 4,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 5,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 6,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 7,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 8,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 9,0,0,0,CoCA,CALI,2022-06-01,2022,06
Decil 1,100,0.5557534446809127,0.35702570698687724,CoNA,CALI,2022-06-01,2022,06
Decil 10,0,0,0,CoNA,CALI,2022-06-01,2022,06
Decil 2,67.00124352429778,0.08061740698015621,0.013048432766826514,CoNA,CALI,2022-06-01,2022,06
Decil 3,0,0,0,CoNA,CALI,2022-06-01,2022,06
Decil 4,0,0,0,CoNA,CALI,2022-06-01,2022,06
Decil 5,0,0,0,CoNA,CALI,2022-06-01,2022,06
Decil 6,0,0,0,CoNA,CALI,2022-06-01,2022,06
Decil 7,0,0,0,CoNA,CALI,2022-06-01,2022,06
Decil 8,0,0,0,CoNA,CALI,2022-06-01,2022,06
Decil 9,0,0,0,CoNA,CALI,2022-06-01,2022,06
Decil 1,100,0.6964997454758526,0.5075916138840484,CoRD,CALI,2022-06-01,2022,06
Decil 10,0,0,0,CoRD,CALI,2022-06-01,2022,06
Decil 2,100,0.35345530021190835,0.13078208738412395,CoRD,CALI,2022-06-01,2022,06
Decil 3,100,0.22779058487111473,0.05329737246370859,CoRD,CALI,2022-06-01,2022,06
Decil 4,60.22906506204011,0.050090783722378365,0.005709736258128688,CoRD,CALI,2022-06-01,2022,06
Decil 5,0,0,0,CoRD,CALI,2022-06-01,2022,06
Decil 6,0,0,0,CoRD,CALI,2022-06-01,2022,06
Decil 7,0,0,0,CoRD,CALI,2022-06-01,2022,06
Decil 8,0,0,0,CoRD,CALI,2022-06-01,2022,06
Decil 9,0,0,0,CoRD,CALI,2022-06-01,2022,06
Decil 1,48.52394729339862,0.22421921967328953,0.13227585212923543,CoCA,CALI,2022-07-01,2022,07
Decil 10,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 2,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 3,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 4,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 5,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 6,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 7,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 8,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 9,0,0,0,CoCA,CALI,2022-07-01,2022,07
Decil 1,100,0.5681437716660779,0.36351267887118505,CoNA,CALI,2022-07-01,2022,07
Decil 10,0,0,0,CoNA,CALI,2022-07-01,2022,07
Decil 2,82.71251177374376,0.09163282551453458,0.014684267634371159,CoNA,CALI,2022-07-01,2022,07
Decil 3,3.244043692369779,1.9803527543611207e-4,1.938301691010546e-6,CoNA,CALI,2022-07-01,2022,07
Decil 4,0,0,0,CoNA,CALI,2022-07-01,2022,07
Decil 5,0,0,0,CoNA,CALI,2022-07-01,2022,07
Decil 6,0,0,0,CoNA,CALI,2022-07-01,2022,07
Decil 7,0,0,0,CoNA,CALI,2022-07-01,2022,07
Decil 8,0,0,0,CoNA,CALI,2022-07-01,2022,07
Decil 9,0,0,0,CoNA,CALI,2022-07-01,2022,07
Decil 1,100,0.7004372364495207,0.5102080741053101,CoRD,CALI,2022-07-01,2022,07
Decil 10,0,0,0,CoRD,CALI,2022-07-01,2022,07
Decil 2,100,0.36456283050921545,0.13679974513746945,CoRD,CALI,2022-07-01,2022,07
Decil 3,100,0.23461188370562308,0.05755826309873183,CoRD,CALI,2022-07-01,2022,07
Decil 4,52.34044096340499,0.04428218084645311,0.004409102620227926,CoRD,CALI,2022-07-01,2022,07
Decil 5,0,0,0,CoRD,CALI,2022-07-01,2022,07
Decil 6,0,0,0,CoRD,CALI,2022-07-01,2022,07
Decil 7,0,0,0,CoRD,CALI,2022-07-01,2022,07
Decil 8,0,0,0,CoRD,CALI,2022-07-01,2022,07
Decil 9,0,0,0,CoRD,CALI,2022-07-01,2022,07
Decil 1,39.010199118693045,0.11098375636314402,0.06737641705258476,CoCA,CALI,2022-08-01,2022,08
Decil 10,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 2,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 3,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 4,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 5,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 6,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 7,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 8,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 9,0,0,0,CoCA,CALI,2022-08-01,2022,08
Decil 1,100,0.4737153897282249,0.26023708870426854,CoNA,CALI,2022-08-01,2022,08
Decil 10,0,0,0,CoNA,CALI,2022-08-01,2022,08
Decil 2,66.79561250092726,0.06827452821744999,0.009980163440835974,CoNA,CALI,2022-08-01,2022,08
Decil 3,0,0,0,CoNA,CALI,2022-08-01,2022,08
Decil 4,0,0,0,CoNA,CALI,2022-08-01,2022,08
Decil 5,0,0,0,CoNA,CALI,2022-08-01,2022,08
Decil 6,0,0,0,CoNA,CALI,2022-08-01,2022,08
Decil 7,0,0,0,CoNA,CALI,2022-08-01,2022,08
Decil 8,0,0,0,CoNA,CALI,2022-08-01,2022,08
Decil 9,0,0,0,CoNA,CALI,2022-08-01,2022,08
Decil 1,100,0.6310448902117471,0.41582777866995824,CoRD,CALI,2022-08-01,2022,08
Decil 10,0,0,0,CoRD,CALI,2022-08-01,2022,08
Decil 2,100,0.3283482296527079,0.11303524227059586,CoRD,CALI,2022-08-01,2022,08
Decil 3,100,0.1788709114156528,0.035020725895172876,CoRD,CALI,2022-08-01,2022,08
Decil 4,41.35031915474917,0.01763794719978004,0.0011774475140498473,CoRD,CALI,2022-08-01,2022,08
Decil 5,0,0,0,CoRD,CALI,2022-08-01,2022,08
Decil 6,0,0,0,CoRD,CALI,2022-08-01,2022,08
Decil 7,0,0,0,CoRD,CALI,2022-08-01,2022,08
Decil 8,0,0,0,CoRD,CALI,2022-08-01,2022,08
Decil 9,0,0,0,CoRD,CALI,2022-08-01,2022,08
Decil 1,47.18755226043865,0.1903726450039441,0.12326518832387012,CoCA,CALI,2022-09-01,2022,09
Decil 10,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 2,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 3,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 4,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 5,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 6,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 7,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 8,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 9,0,0,0,CoCA,CALI,2022-09-01,2022,09
Decil 1,100,0.540856076405128,0.32965960395114063,CoNA,CALI,2022-09-01,2022,09
Decil 10,0,0,0,CoNA,CALI,2022-09-01,2022,09
Decil 2,85.7664700025798,0.13477214343405447,0.02780467170342113,CoNA,CALI,2022-09-01,2022,09
