decile_groups,food_per_capita_avg,threshold_1,threshold_2,threshold_3,ratio_1,ratio_2,ratio_3,ciudad,fecha,year,mes
Decil 10,1292184.2780479377,49874.804473543,96732.2231569033,136080.34436075,0.03859728470685877,0.07485946455178487,0.1053103235138585,MEDELLÍN,2020-02-01,2020,02
Decil 1,40329.65353403861,50481.9589752349,100338.132370458,141527.769027442,1.2517330190458404,2.4879492774658147,3.5092731185501314,MEDELLÍN,2020-03-01,2020,03
Decil 2,111894.90757767097,50481.9589752349,100338.132370458,141527.769027442,0.4511551067701025,0.8967175945948128,1.2648276145114254,MEDELLÍN,2020-03-01,2020,03
Decil 3,147526.00865131925,50481.9589752349,100338.132370458,141527.769027442,0.34219023097513634,0.6801385958160723,0.9593411380222845,MEDELLÍN,2020-03-01,2020,03
Decil 4,182898.29058225837,50481.9589752349,100338.132370458,141527.769027442,0.2760111032996816,0.5486007116361266,0.7738058599502875,MEDELLÍN,2020-03-01,2020,03
Decil 5,205633.94176642055,50481.9589752349,100338.132370458,141527.769027442,0.2454942921464654,0.48794538250126046,0.6882510144565691,MEDELLÍN,2020-03-01,2020,03
Decil 6,247622.44206706827,50481.9589752349,100338.132370458,141527.769027442,0.20386665503267234,0.40520613371255554,0.5715466168817984,MEDELLÍN,2020-03-01,2020,03
Decil 7,271995.72159387416,50481.9589752349,100338.132370458,141527.769027442,0.1855983567661082,0.3688959950637613,0.5203308647580929,MEDELLÍN,2020-03-01,2020,03
Decil 8,328890.63090637315,50481.9589752349,100338.132370458,141527.769027442,0.15349162983486092,0.30508054332208,0.4303186400823056,MEDELLÍN,2020-03-01,2020,03
Decil 9,352966.9062754364,50481.9589752349,100338.132370458,141527.769027442,0.14302179064867201,0.28427065140254115,0.40096611470142,MEDELLÍN,2020-03-01,2020,03
Decil 10,916012.3964305177,50481.9589752349,100338.132370458,141527.769027442,0.05511056310149413,0.1095379634178007,0.15450420712529878,MEDELLÍN,2020-03-01,2020,03
Decil 1,14686.357495188638,51201.7308442936,101460.460933725,143656.116496501,3.4863464859184905,6.90848367043797,9.781602861265213,MEDELLÍN,2020-04-01,2020,04
Decil 2,61359.87924232784,51201.7308442936,101460.460933725,143656.116496501,0.8344496677068611,1.6535309747437477,2.3412059846004847,MEDELLÍN,2020-04-01,2020,04
Decil 3,93600.68329125595,51201.7308442936,101460.460933725,143656.116496501,0.547023045600745,1.0839713703586105,1.534776365355029,MEDELLÍN,2020-04-01,2020,04
Decil 4,123196.7743897826,51201.7308442936,101460.460933725,143656.116496501,0.41560934608804206,0.8235642648622762,1.1660704365683068,MEDELLÍN,2020-04-01,2020,04
Decil 5,153454.90846587173,51201.7308442936,101460.460933725,143656.116496501,0.3336597789941716,0.6611744254260185,0.9361454640497865,MEDELLÍN,2020-04-01,2020,04
Decil 6,189937.61364316184,51201.7308442936,101460.460933725,143656.116496501,0.26957130745301944,0.5341778228526133,0.7563331650906678,MEDELLÍN,2020-04-01,2020,04
Decil 7,213051.21705928608,51201.7308442936,101460.460933725,143656.116496501,0.2403259251508787,0.4762256810083908,0.6742797270973843,MEDELLÍN,2020-04-01,2020,04
Decil 8,287396.1104763845,51201.7308442936,101460.460933725,143656.116496501,0.17815735487659243,0.35303352145422323,0.4998540733845641,MEDELLÍN,2020-04-01,2020,04
Decil 9,348959.71951034624,51201.7308442936,101460.460933725,143656.116496501,0.14672676524424913,0.2907512107016031,0.41166962392701534,MEDELLÍN,2020-04-01,2020,04
Decil 10,865598.6565003145,51201.7308442936,101460.460933725,143656.116496501,0.059151814134400744,0.11721420796092483,0.16596157516846702,MEDELLÍN,2020-04-01,2020,04
Decil 1,6839.725690023753,51049.9422188208,100531.094159878,144346.346383288,7.463741169222755,14.69811783629131,21.104113370193758,MEDELLÍN,2020-05-01,2020,05
Decil 2,43244.85735885011,51049.9422188208,100531.094159878,144346.346383288,1.1804858504955473,2.3246947799055278,3.337884668817097,MEDELLÍN,2020-05-01,2020,05
Decil 3,78183.15646208044,51049.9422188208,100531.094159878,144346.346383288,0.652953200266102,1.285840821848073,1.846258873588678,MEDELLÍN,2020-05-01,2020,05
Decil 4,108846.65618500214,51049.9422188208,100531.094159878,144346.346383288,0.46900790532373665,0.9236029629519301,1.326144058462839,MEDELLÍN,2020-05-01,2020,05
Decil 5,136768.89958340416,51049.9422188208,100531.094159878,144346.346383288,0.37325694930878356,0.7350435257291247,1.0554032884885718,MEDELLÍN,2020-05-01,2020,05
Decil 6,180652.986876914,51049.9422188208,100531.094159878,144346.346383288,0.28258565275537423,0.5564873069514971,0.7990255178102141,MEDELLÍN,2020-05-01,2020,05
Decil 7,215600.45167986085,51049.9422188208,100531.094159878,144346.346383288,0.23678031201262714,0.46628424651518746,0.6695085527818091,MEDELLÍN,2020-05-01,2020,05
Decil 8,283007.029237534,51049.9422188208,100531.094159878,144346.346383288,0.18038400797449264,0.35522472509154557,0.5100450924211319,MEDELLÍN,2020-05-01,2020,05
Decil 9,349943.5673923112,51049.9422188208,100531.094159878,144346.346383288,0.14588049895939434,0.2872780171643379,0.4124846399061414,MEDELLÍN,2020-05-01,2020,05
Decil 10,807534.093518499,51049.9422188208,100531.094159878,144346.346383288,0.06321707359300656,0.12449145487078439,0.17874953830662174,MEDELLÍN,2020-05-01,2020,05
Decil 1,11760.213394180628,51299.6589897085,99081.532733228,144873.699831385,4.362136746182973,8.425147521749654,12.31896862543954,MEDELLÍN,2020-06-01,2020,06
Decil 2,51227.06667170353,51299.6589897085,99081.532733228,144873.699831385,1.0014170695829647,1.9341636984254265,2.828069402447542,MEDELLÍN,2020-06-01,2020,06
Decil 3,80676.84830946209,51299.6589897085,99081.532733228,144873.699831385,0.6358659276442246,1.2281284508434043,1.7957283020734172,MEDELLÍN,2020-06-01,2020,06
Decil 4,112654.78312230772,51299.6589897085,99081.532733228,144873.699831385,0.4553704473782811,0.879514655189177,1.285996881944175,MEDELLÍN,2020-06-01,2020,06
Decil 5,144754.70251080036,51299.6589897085,99081.532733228,144873.699831385,0.354390276100916,0.6844788529466626,1.0008220618641095,MEDELLÍN,2020-06-01,2020,06
Decil 6,177884.8144179235,51299.6589897085,99081.532733228,144873.699831385,0.2883869494851023,0.5569982634967667,0.8144242121253699,MEDELLÍN,2020-06-01,2020,06
Decil 7,208840.10802838622,51299.6589897085,99081.532733228,144873.699831385,0.2456408372607032,0.47443727964247423,0.6937063057432113,MEDELLÍN,2020-06-01,2020,06
Decil 8,280754.7154483948,51299.6589897085,99081.532733228,144873.699831385,0.18272056057109334,0.35291137523722216,0.5160151971090011,MEDELLÍN,2020-06-01,2020,06
Decil 9,323675.3526528203,51299.6589897085,99081.532733228,144873.699831385,0.15849108858385455,0.3061139253303125,0.44758953267219886,MEDELLÍN,2020-06-01,2020,06
Decil 10,731413.1274067087,51299.6589897085,99081.532733228,144873.699831385,0.07013773347437183,0.13546589337893145,0.19807369378923753,MEDELLÍN,2020-06-01,2020,06
Decil 1,14185.947778682073,51348.6230624159,99675.8234587346,144306.268207743,3.61968222804119,7.026377441521559,10.172479869452163,MEDELLÍN,2020-07-01,2020,07
Decil 2,58079.59632068976,51348.6230624159,99675.8234587346,144306.268207743,0.8841077816535017,1.7161934616137642,2.4846293250894487,MEDELLÍN,2020-07-01,2020,07
Decil 3,90053.20213590343,51348.6230624159,99675.8234587346,144306.268207743,0.5702031892760829,1.1068548490736534,1.602455712679309,MEDELLÍN,2020-07-01,2020,07
Decil 4,121661.49866830267,51348.6230624159,99675.8234587346,144306.268207743,0.4220614050005462,0.8192881441522456,1.186129299633066,MEDELLÍN,2020-07-01,2020,07
Decil 5,151055.44588138888,51348.6230624159,99675.8234587346,144306.268207743,0.339932286206587,0.6598624953714123,0.9553198652702304,MEDELLÍN,2020-07-01,2020,07
Decil 6,194156.8610531936,51348.6230624159,99675.8234587346,144306.268207743,0.2644697837814127,0.5133778065737589,0.7432457829456106,MEDELLÍN,2020-07-01,2020,07
Decil 7,220208.2624696835,51348.6230624159,99675.8234587346,144306.268207743,0.23318209083769126,0.45264343099958454,0.6553172282879709,MEDELLÍN,2020-07-01,2020,07
Decil 8,294138.33285062906,51348.6230624159,99675.8234587346,144306.268207743,0.17457304039488128,0.33887396618023435,0.49060680669943624,MEDELLÍN,2020-07-01,2020,07
Decil 9,345871.81964609807,51348.6230624159,99675.8234587346,144306.268207743,0.14846142456750794,0.2881871774367874,0.4172247058329286,MEDELLÍN,2020-07-01,2020,07
Decil 10,807079.0086448663,51348.6230624159,99675.8234587346,144306.268207743,0.06362279592506476,0.12350194019554075,0.1788006708909972,MEDELLÍN,2020-07-01,2020,07
Decil 1,32388.04641389015,50668.0224515631,100992.511770885,143300.565327919,1.5644050216574124,3.118203255617563,4.4244893161096055,MEDELLÍN,2020-08-01,2020,08
Decil 2,77575.28692314553,50668.0224515631,100992.511770885,143300.565327919,0.6531464395582619,1.3018644954666956,1.8472450571776557,MEDELLÍN,2020-08-01,2020,08
Decil 3,105808.0324666285,50668.0224515631,100992.511770885,143300.565327919,0.4788674476821372,0.9544881368315558,1.3543448638752027,MEDELLÍN,2020-08-01,2020,08
Decil 4,144154.49724140903,50668.0224515631,100992.511770885,143300.565327919,0.35148416054416703,0.7005852311479218,0.9940762728195709,MEDELLÍN,2020-08-01,2020,08
Decil 5,185677.7329413092,50668.0224515631,100992.511770885,143300.565327919,0.2728815224579392,0.5439128869739469,0.7717703305501625,MEDELLÍN,2020-08-01,2020,08
Decil 6,233632.96992982493,50668.0224515631,100992.511770885,143300.565327919,0.21687017233390465,0.4322699480352434,0.6133576325762644,MEDELLÍN,2020-08-01,2020,08
Decil 7,269690.4440110717,50668.0224515631,100992.511770885,143300.565327919,0.18787474149244607,0.3744756776281585,0.5313520315982573,MEDELLÍN,2020-08-01,2020,08
Decil 8,343270.06911901286,50668.0224515631,100992.511770885,143300.565327919,0.1476039626222009,0.2942071588999231,0.4174572099912277,MEDELLÍN,2020-08-01,2020,08
Decil 9,411100.6504561159,50668.0224515631,100992.511770885,143300.565327919,0.1232496771662778,0.24566371193729292,0.34857781219496276,MEDELLÍN,2020-08-01,2020,08
Decil 10,989045.0312548194,50668.0224515631,100992.511770885,143300.565327919,0.05122923714330748,0.10211113607512286,0.14488780672211757,MEDELLÍN,2020-08-01,2020,08
Decil 1,40905.86471667343,50442.7877171288,102136.373377869,142079.367291946,1.2331431707045193,2.4968638136682078,3.4733251155068174,MEDELLÍN,2020-09-01,2020,09
Decil 2,99829.7829663996,50442.7877171288,102136.373377869,142079.367291946,0.5052879633536485,1.0231052331571806,1.4232162293668076,MEDELLÍN,2020-09-01,2020,09
Decil 3,132459.23770612082,50442.7877171288,102136.373377869,142079.367291946,0.3808174393170155,0.7710777681242036,1.0726270945871572,MEDELLÍN,2020-09-01,2020,09
Decil 4,164433.9680606122,50442.7877171288,102136.373377869,142079.367291946,0.30676622544640547,0.6211391392088791,0.8640511991997538,MEDELLÍN,2020-09-01,2020,09
Decil 5,194661.5131317343,50442.7877171288,102136.373377869,142079.367291946,0.25913076964007975,0.5246870412886893,0.7298790860409878,MEDELLÍN,2020-09-01,2020,09
Decil 6,241279.1174185512,50442.7877171288,102136.373377869,142079.367291946,0.20906404274359472,0.42331211449472933,0.5888589481429443,MEDELLÍN,2020-09-01,2020,09
Decil 7,275767.1962963418,50442.7877171288,102136.373377869,142079.367291946,0.18291801343522582,0.37037172930500545,0.5152148957531058,MEDELLÍN,2020-09-01,2020,09
Decil 8,354699.1861064281,50442.7877171288,102136.373377869,142079.367291946,0.1422128656985228,0.28795209399556615,0.40056299212740465,MEDELLÍN,2020-09-01,2020,09
Decil 9,418401.1498880302,50442.7877171288,102136.373377869,142079.367291946,0.12056082477456855,0.24411112016590314,0.339576904437209,MEDELLÍN,2020-09-01,2020,09
Decil 10,947170.6186901445,50442.7877171288,102136.373377869,142079.367291946,0.05325628426575017,0.10783313097181457,0.15000398501426232,MEDELLÍN,2020-09-01,2020,09
Decil 1,55662.622200321566,50183.2781316397,102097.19724895,141697.336718568,0.901561517368648,1.8342146527254366,2.5456460927877274,MEDELLÍN,2020-10-01,2020,10
Decil 2,104894.47482808803,50183.2781316397,102097.19724895,141697.336718568,0.4784167918652081,0.9733324602299359,1.350856057488217,MEDELLÍN,2020-10-01,2020,10
Decil 3,138527.97030529185,50183.2781316397,102097.19724895,141697.336718568,0.3622609789275363,0.737015037641462,1.0228788915790177,MEDELLÍN,2020-10-01,2020,10
Decil 4,179421.9682729131,50183.2781316397,102097.19724895,141697.336718568,0.279694167970042,0.5690339830273915,0.7897435196064545,MEDELLÍN,2020-10-01,2020,10
Decil 5,212878.45083859918,50183.2781316397,102097.19724895,141697.336718568,0.23573676872389404,0.47960325174650187,0.6656255537391171,MEDELLÍN,2020-10-01,2020,10
Decil 6,264700.57858708355,50183.2781316397,102097.19724895,141697.336718568,0.18958507155332854,0.38570825116410223,0.5353117755726822,MEDELLÍN,2020-10-01,2020,10
Decil 7,307125.6861875851,50183.2781316397,102097.19724895,141697.336718568,0.1633965519282192,0.3324280639509632,0.4613659589254368,MEDELLÍN,2020-10-01,2020,10
Decil 8,411711.9757103094,50183.2781316397,102097.19724895,141697.336718568,0.12188928448112445,0.2479820925121403,0.3441661770321437,MEDELLÍN,2020-10-01,2020,10
Decil 9,469349.86197165836,50183.2781316397,102097.19724895,141697.336718568,0.10692083283209747,0.21752898108898375,0.30190130689145567,MEDELLÍN,2020-10-01,2020,10
Decil 10,1136158.3944083569,50183.2781316397,102097.19724895,141697.336718568,0.04416926229530887,0.08986176377468574,0.12471618166616237,MEDELLÍN,2020-10-01,2020,10
Decil 1,48193.10448301999,50653.3332298107,101003.243393712,141172.439008607,1.051049393335047,2.0958028016082415,2.9293078444105354,MEDELLÍN,2020-11-01,2020,11
Decil 2,116401.39694672808,50653.3332298107,101003.243393712,141172.439008607,0.4351608705606218,0.8677150450345268,1.2128070857535804,MEDELLÍN,2020-11-01,2020,11
Decil 3,148377.71295423628,50653.3332298107,101003.243393712,141172.439008607,0.34138100811294725,0.6807170792884787,0.9514396481643332,MEDELLÍN,2020-11-01,2020,11
Decil 4,190082.598125919,50653.3332298107,101003.243393712,141172.439008607,0.2664806443578582,0.5313650191523742,0.7426899695209775,MEDELLÍN,2020-11-01,2020,11
Decil 5,228377.43986614113,50653.3332298107,101003.243393712,141172.439008607,0.22179657176076648,0.4422645400216108,0.6181540483655146,MEDELLÍN,2020-11-01,2020,11
Decil 6,291554.2533011313,50653.3332298107,101003.243393712,141172.439008607,0.17373553174507625,0.3464303547284936,0.48420641239212964,MEDELLÍN,2020-11-01,2020,11
Decil 7,335635.6678835647,50653.3332298107,101003.243393712,141172.439008607,0.15091761119793393,0.3009311973027581,0.42061214738828384,MEDELLÍN,2020-11-01,2020,11
Decil 8,419698.4123011561,50653.3332298107,101003.243393712,141172.439008607,0.12068983761955292,0.24065672023852394,0.33636638803224306,MEDELLÍN,2020-11-01,2020,11
Decil 9,481085.80714916304,50653.3332298107,101003.243393712,141172.439008607,0.10528960213973924,0.20994849960808643,0.2934454455124588,MEDELLÍN,2020-11-01,2020,11
Decil 10,1075126.268509813,50653.3332298107,101003.243393712,141172.439008607,0.04711384579973024,0.09394547073406394,0.13130777578737812,MEDELLÍN,2020-11-01,2020,11
Decil 1,54867.63778338819,50947.1176661551,101458.1479936,143221.397613089,0.9285458555239628,1.8491437228288625,2.610307339610872,MEDELLÍN,2020-12-01,2020,12
Decil 2,112563.55823518532,50947.1176661551,101458.1479936,143221.397613089,0.4526075620291644,0.9013409809026988,1.2723602545847792,MEDELLÍN,2020-12-01,2020,12
Decil 3,142031.44840756888,50947.1176661551,101458.1479936,143221.397613089,0.3587030776448811,0.7143357976781237,1.0083780685113164,MEDELLÍN,2020-12-01,2020,12
Decil 4,180257.56979605174,50947.1176661551,101458.1479936,143221.397613089,0.2826351077727168,0.5628509699115132,0.7945374930724604,MEDELLÍN,2020-12-01,2020,12
Decil 5,221554.46475182718,50947.1176661551,101458.1479936,143221.397613089,0.22995301730083928,0.4579377269929888,0.6464387787152813,MEDELLÍN,2020-12-01,2020,12
Decil 6,272023.65250912745,50947.1176661551,101458.1479936,143221.397613089,0.18728929339865263,0.37297546392659986,0.5265034723709674,MEDELLÍN,2020-12-01,2020,12
Decil 7,304973.47255367384,50947.1176661551,101458.1479936,143221.397613089,0.16705425963626608,0.33267860035185143,0.4696191980693755,MEDELLÍN,2020-12-01,2020,12
Decil 8,392845.47539550834,50947.1176661551,101458.1479936,143221.397613089,0.12968742382704712,0.25826477418749477,0.36457438505279155,MEDELLÍN,2020-12-01,2020,12
Decil 9,456101.98489309294,50947.1176661551,101458.1479936,143221.397613089,0.11170115314910709,0.2224461882519127,0.3140117832345305,MEDELLÍN,2020-12-01,2020,12
Decil 10,1220907.2352744974,50947.1176661551,101458.1479936,143221.397613089,0.04172890142198283,0.08310061981964509,0.11730735429779679,MEDELLÍN,2020-12-01,2020,12
Decil 1,61593.4212505817,50633.7476007078,101764.604481159,143699.477805126,0.8220642168051284,1.6521992513964778,2.3330328935700884,MEDELLÍN,2021-01-01,2021,01
Decil 2,123030.63319085304,50633.7476007078,101764.604481159,143699.477805126,0.41155398690146927,0.8271485063666639,1.1679975472629658,MEDELLÍN,2021-01-01,2021,01
Decil 3,153846.17824351587,50633.7476007078,101764.604481159,143699.477805126,0.32911930721192195,0.6614698242297615,0.9340464576095667,MEDELLÍN,2021-01-01,2021,01
Decil 4,188098.17470837545,50633.7476007078,101764.604481159,143699.477805126,0.2691878731902082,0.5410185645816781,0.763959980089735,MEDELLÍN,2021-01-01,2021,01
Decil 5,224554.8500001561,50633.7476007078,101764.604481159,143699.477805126,0.2254849877465243,0.4531837298597125,0.6399304125696956,MEDELLÍN,2021-01-01,2021,01
Decil 6,269484.10521474894,50633.7476007078,101764.604481159,143699.477805126,0.18789140665776305,0.3776274834468025,0.5332391596551249,MEDELLÍN,2021-01-01,2021,01
Decil 7,297259.509827576,50633.7476007078,101764.604481159,143699.477805126,0.17033516481971483,0.3423426370452777,0.4834142325286017,MEDELLÍN,2021-01-01,2021,01
Decil 8,384059.01658266224,50633.7476007078,101764.604481159,143699.477805126,0.13183845558748844,0.2649712676625986,0.37415988585232735,MEDELLÍN,2021-01-01,2021,01
Decil 9,444587.0662966247,50633.7476007078,101764.604481159,143699.477805126,0.11388938509273995,0.22889690725564768,0.32322010399927137,MEDELLÍN,2021-01-01,2021,01
Decil 10,1132637.2541837848,50633.7476007078,101764.604481159,143699.477805126,0.044704292935513694,0.08984748127015642,0.12687157982339237,MEDELLÍN,2021-01-01,2021,01
Decil 1,55879.170575974524,51255.5913242519,101698.810693545,142945.553709345,0.9172575540390976,1.819977097821685,2.5581187450696525,MEDELLÍN,2021-02-01,2021,02
Decil 2,114793.88723122209,51255.5913242519,101698.810693545,142945.553709345,0.4465010512363868,0.8859253148967723,1.2452366337365923,MEDELLÍN,2021-02-01,2021,02
Decil 3,147203.36313545736,51255.5913242519,101698.810693545,142945.553709345,0.3481957900451379,0.6908728749625183,0.9710753250780398,MEDELLÍN,2021-02-01,2021,02
Decil 4,186111.05284540824,51255.5913242519,101698.810693545,142945.553709345,0.27540326348498484,0.5464415419648416,0.768065902179822,MEDELLÍN,2021-02-01,2021,02
Decil 5,227214.82942974794,51255.5913242519,101698.810693545,142945.553709345,0.22558206897362526,0.4475887905238555,0.6291207051410437,MEDELLÍN,2021-02-01,2021,02
Decil 6,283147.4856011876,51255.5913242519,101698.810693545,142945.553709345,0.18102082459049362,0.3591725721230224,0.5048448634669614,MEDELLÍN,2021-02-01,2021,02
Decil 7,316375.6990760734,51255.5913242519,101698.810693545,142945.553709345,0.16200862289340165,0.32144950130664507,0.45182216626243893,MEDELLÍN,2021-02-01,2021,02
Decil 8,409158.8348349505,51255.5913242519,101698.810693545,142945.553709345,0.12527064543266617,0.24855582242179622,0.34936445590135534,MEDELLÍN,2021-02-01,2021,02
Decil 9,484352.3650980559,51255.5913242519,101698.810693545,142945.553709345,0.10582294011070914,0.20996864684031497,0.2951271925355542,MEDELLÍN,2021-02-01,2021,02
Decil 10,1153550.8913128015,51255.5913242519,101698.810693545,142945.553709345,0.04443288259776762,0.08816152929135741,0.12391785640828161,MEDELLÍN,2021-02-01,2021,02
Decil 1,53684.83177082161,51270.280546104,101561.887091025,143032.712411265,0.955023585898057,1.8918171807744244,2.664304007170329,MEDELLÍN,2021-03-01,2021,03
Decil 2,107885.10211323661,51270.280546104,101561.887091025,143032.712411265,0.47523040291782376,0.9413893586940786,1.32578743134652,MEDELLÍN,2021-03-01,2021,03
Decil 3,137246.0754700634,51270.280546104,101561.887091025,143032.712411265,0.37356463833668785,0.7399984789596263,1.0421624947845143,MEDELLÍN,2021-03-01,2021,03
Decil 4,178437.62780922488,51270.280546104,101561.887091025,143032.712411265,0.2873288620543599,0.5691730401146615,0.8015838036369058,MEDELLÍN,2021-03-01,2021,03
Decil 5,213898.69889806322,51270.280546104,101561.887091025,143032.712411265,0.23969421417816877,0.4748130195005343,0.6686937000931898,MEDELLÍN,2021-03-01,2021,03
Decil 6,261914.49035124716,51270.280546104,101561.887091025,143032.712411265,0.19575198179125816,0.3877673471018072,0.5461046168902198,MEDELLÍN,2021-03-01,2021,03
Decil 7,301356.0694519628,51270.280546104,101561.887091025,143032.712411265,0.17013189958092634,0.33701623224553745,0.47463026934012004,MEDELLÍN,2021-03-01,2021,03
Decil 8,394253.84068249434,51270.280546104,101561.887091025,143032.712411265,0.13004383281935775,0.25760532076291465,0.36279345348585706,MEDELLÍN,2021-03-01,2021,03
Decil 9,457865.26768133376,51270.280546104,101561.887091025,143032.712411265,0.11197678479903223,0.22181609800922986,0.3123903962744195,MEDELLÍN,2021-03-01,2021,03
Decil 10,1041511.335242209,51270.280546104,101561.887091025,143032.712411265,0.049226809935948336,0.09751395270931568,0.13733188259348322,MEDELLÍN,2021-03-01,2021,03
Decil 1,50184.82189525133,51789.2997168826,103214.305893432,145062.976262725,1.031971376225669,2.056683714228714,2.890574695383175,MEDELLÍN,2021-04-01,2021,04
Decil 2,107951.94631825894,51789.2997168826,103214.305893432,145062.976262725,0.47974401095279723,0.9561134320741226,1.3437736067773807,MEDELLÍN,2021-04-01,2021,04
Decil 3,136869.88505295117,51789.2997168826,103214.305893432,145062.976262725,0.37838345299147985,0.7541053012026805,1.0598604375725467,MEDELLÍN,2021-04-01,2021,04
Decil 4,173759.32358957414,51789.2997168826,103214.305893432,145062.976262725,0.29805191829136496,0.5940072956155605,0.8348500285680729,MEDELLÍN,2021-04-01,2021,04
Decil 5,210024.2337329133,51789.2997168826,103214.305893432,145062.976262725,0.24658725708168883,0.49143998318160315,0.6906963719586798,MEDELLÍN,2021-04-01,2021,04
Decil 6,263901.90698440734,51789.2997168826,103214.305893432,145062.976262725,0.19624450731969348,0.3911086019531129,0.5496852141780697,MEDELLÍN,2021-04-01,2021,04
Decil 7,303240.9193927712,51789.2997168826,103214.305893432,145062.976262725,0.1707859869986833,0.34037064028203995,0.4783753345465654,MEDELLÍN,2021-04-01,2021,04
Decil 8,406151.6458718927,51789.2997168826,103214.305893432,145062.976262725,0.12751222417357344,0.2541275086350077,0.3571645658392343,MEDELLÍN,2021-04-01,2021,04
Decil 9,485568.8443766389,51789.2997168826,103214.305893432,145062.976262725,0.10665696598258564,0.2125636912020909,0.2987485254515314,MEDELLÍN,2021-04-01,2021,04
Decil 10,1147652.7288909524,51789.2997168826,103214.305893432,145062.976262725,0.04512628115904869,0.08993513742887567,0.1263997136162507,MEDELLÍN,2021-04-01,2021,04
Decil 1,56934.27156534613,51799.092531484,104880.351361744,147870.494257036,0.9098051333111684,1.8421303808439513,2.597214124138185,MEDELLÍN,2021-05-01,2021,05
Decil 2,107288.33140603009,51799.092531484,104880.351361744,147870.494257036,0.4828026669130643,0.9775559931566729,1.3782532761873583,MEDELLÍN,2021-05-01,2021,05
Decil 3,135630.8744100532,51799.092531484,104880.351361744,147870.494257036,0.38191225085580194,0.7732778529810178,1.0902421362408883,MEDELLÍN,2021-05-01,2021,05
Decil 4,183635.23749813953,51799.092531484,104880.351361744,147870.494257036,0.2820759960735139,0.5711341286707383,0.805240302850558,MEDELLÍN,2021-05-01,2021,05
Decil 5,222169.64452401517,51799.092531484,104880.351361744,147870.494257036,0.23315107985368738,0.4720732734953226,0.6655746988920987,MEDELLÍN,2021-05-01,2021,05
Decil 6,274335.2786877128,51799.092531484,104880.351361744,147870.494257036,0.1888167383329836,0.38230719673911734,0.5390137752766502,MEDELLÍN,2021-05-01,2021,05
Decil 7,324924.7609944872,51799.092531484,104880.351361744,147870.494257036,0.1594187293481239,0.322783499296083,0.4550914919640268,MEDELLÍN,2021-05-01,2021,05
Decil 8,419044.1128880184,51799.092531484,104880.351361744,147870.494257036,0.12361250507610955,0.25028475078415263,0.3528757228873219,MEDELLÍN,2021-05-01,2021,05
Decil 9,481213.2242218992,51799.092531484,104880.351361744,147870.494257036,0.10764270374165397,0.2179498527525526,0.3072868466907495,MEDELLÍN,2021-05-01,2021,05
Decil 10,1029839.4212322342,51799.092531484,104880.351361744,147870.494257036,0.05029822267776932,0.10184146110492787,0.14358597195677794,MEDELLÍN,2021-05-01,2021,05
Decil 1,52877.78146993648,52592.3105095041,106660.004396559,149986.012418704,0.9946013060212315,2.0171043760071563,2.8364656808451416,MEDELLÍN,2021-06-01,2021,06
Decil 2,106783.66620867753,52592.3105095041,106660.004396559,149986.012418704,0.4925126882863131,0.9988419407526534,1.4045782257147836,MEDELLÍN,2021-06-01,2021,06
Decil 3,137216.610067838,52592.3105095041,106660.004396559,149986.012418704,0.3832794767594331,0.7773111749650992,1.0930601794094241,MEDELLÍN,2021-06-01,2021,06
Decil 4,173407.2981963871,52592.3105095041,106660.004396559,149986.012418704,0.30328775695439475,0.6150837104662371,0.8649348324938547,MEDELLÍN,2021-06-01,2021,06
Decil 5,205618.53787711763,52592.3105095041,106660.004396559,149986.012418704,0.25577611363492175,0.5187275694971699,0.7294381818255078,MEDELLÍN,2021-06-01,2021,06
Decil 6,257782.4517780305,52592.3105095041,106660.004396559,149986.012418704,0.20401819498089777,0.4137597561854251,0.5818317398418295,MEDELLÍN,2021-06-01,2021,06
Decil 7,300154.5862746125,52592.3105095041,106660.004396559,149986.012418704,0.17521741434057986,0.3553502404223648,0.4996958876433134,MEDELLÍN,2021-06-01,2021,06
Decil 8,388436.7778674733,52592.3105095041,106660.004396559,149986.012418704,0.13539477594844926,0.2745878106139301,0.3861272180305135,MEDELLÍN,2021-06-01,2021,06
Decil 9,460190.51527238206,52592.3105095041,106660.004396559,149986.012418704,0.11428377761843973,0.23177358258552555,0.3259215638764932,MEDELLÍN,2021-06-01,2021,06
Decil 10,1200142.8964250209,52592.3105095041,106660.004396559,149986.012418704,0.04382170712018193,0.0888727539981091,0.1249734617981588,MEDELLÍN,2021-06-01,2021,06
Decil 1,67669.59029777326,53649.9344803639,108005.907196577,152035.202075191,0.7928219196286358,1.5960774510575253,2.2467285734430384,MEDELLÍN,2021-07-01,2021,07
Decil 2,119039.90801294442,53649.9344803639,108005.907196577,152035.202075191,0.4506886419513194,0.907308389257428,1.2771784237153363,MEDELLÍN,2021-07-01,2021,07
Decil 3,149306.04037537254,53649.9344803639,108005.907196577,152035.202075191,0.35932862692950535,0.7233860527346231,1.0182789771462495,MEDELLÍN,2021-07-01,2021,07
Decil 4,186467.9249112325,53649.9344803639,108005.907196577,152035.202075191,0.28771669178977455,0.579219762583795,0.8153423820615096,MEDELLÍN,2021-07-01,2021,07
Decil 5,221688.0026790232,53649.9344803639,108005.907196577,152035.202075191,0.242006485836053,0.4871978000223864,0.6858070812939713,MEDELLÍN,2021-07-01,2021,07
