cod_mun,ciudad,nombre_ciudad,ano,mes,mes_num,sipsa,articulo,codigo_articulo,precio_500g_sipsa,precio_500g_ipc,fecha,cod_subclase,factor,margen
76001,76,CALI,2013,enero,1,"Carne de cerdo, espinazo",CARNE DE CERDO CON HUESO,1510202,3135.0416666666665,4875.87,2013-01-01,01510200,1.5552807644768145,55.52807644768145
76001,76,CALI,2013,enero,1,"Carne de cerdo, lomo sin hueso",CARNE DE CERDO SIN HUESO,1510201,5674.208333333333,6014.08,2013-01-01,01510200,1.0598976362341297,5.989763623412969
76001,76,CALI,2013,enero,1,"Carne de cerdo, pernil sin hueso",CARNE DE CERDO SIN HUESO,1510201,4767.833333333333,6014.08,2013-01-01,01510200,1.2613863739644144,26.138637396441446
76001,76,CALI,2013,enero,1,"Carne de res, bola de brazo",CARNE DE RES SIN HUESO,1510101,4687.583333333333,6091.31,2013-01-01,01510100,1.299456365220174,29.945636522017406
76001,76,CALI,2013,enero,1,"Carne de res, bola de pierna",CARNE DE RES SIN HUESO,1510101,5662.625,6091.31,2013-01-01,01510100,1.075704289088541,7.57042890885411
76001,76,CALI,2013,enero,1,"Carne de res, cadera",CARNE DE RES SIN HUESO,1510101,5628.95,6091.31,2013-01-01,01510100,1.0821396530436407,8.213965304364068
76001,76,CALI,2013,enero,1,"Carne de res, chatas",CARNE DE RES SIN HUESO,1510101,5729.65,6091.31,2013-01-01,01510100,1.0631207839920416,6.312078399204157
76001,76,CALI,2013,enero,1,"Carne de res, falda",CARNE DE RES SIN HUESO,1510101,3231.85,6091.31,2013-01-01,01510100,1.88477497408605,88.477497408605
76001,76,CALI,2013,enero,1,"Carne de res, lomo de brazo",CARNE DE RES SIN HUESO,1510101,4554.416666666667,6091.31,2013-01-01,01510100,1.3374511920663092,33.745119206630925
76001,76,CALI,2013,enero,1,"Carne de res, morrillo",CARNE DE RES SIN HUESO,1510101,3972.9583333333335,6091.31,2013-01-01,01510100,1.5331925202672232,53.31925202672232
76001,76,CALI,2013,enero,1,"Carne de res, muchacho",CARNE DE RES SIN HUESO,1510101,5147.75,6091.31,2013-01-01,01510100,1.1832956145888982,18.32956145888982
76001,76,CALI,2013,enero,1,"Carne de res, pecho",CARNE DE RES SIN HUESO,1510101,4474.75,6091.31,2013-01-01,01510100,1.3612626403709704,36.126264037097044
76001,76,CALI,2013,enero,1,"Carne de res, punta de anca",CARNE DE RES SIN HUESO,1510101,5547.625,6091.31,2013-01-01,01510100,1.0980031995673825,9.800319956738246
76001,76,CALI,2013,enero,1,"Carne de res, sobrebarriga",CARNE DE RES SIN HUESO,1510101,4441.333333333333,6091.31,2013-01-01,01510100,1.3715048033623538,37.15048033623538
76001,76,CALI,2013,enero,1,Cebolla cabezona blanca bogotana,CEBOLLA CABEZONA,1310102,395.0416666666667,686.98,2013-01-01,01310100,1.7390064339204725,73.90064339204724
76001,76,CALI,2013,enero,1,Cebolla cabezona blanca pastusa,CEBOLLA CABEZONA,1310102,391.8076923076923,686.98,2013-01-01,01310100,1.7533601649160695,75.33601649160696
76001,76,CALI,2013,enero,1,Cebolla junca Aquitania,CEBOLLA LARGA,1310101,375.8636363636364,619.82,2013-01-01,01310100,1.6490555085258194,64.90555085258194
76001,76,CALI,2013,enero,1,Cebolla junca Tenerife,CEBOLLA LARGA,1310101,372.8541666666667,619.82,2013-01-01,01310100,1.662365759624518,66.23657596245181
76001,76,CALI,2013,enero,1,Cebolla junca pastusa,CEBOLLA LARGA,1310101,345.07894736842104,619.82,2013-01-01,01310100,1.7961686875619616,79.61686875619615
76001,76,CALI,2013,enero,1,Curuba,CURUBAS,1410504,607.3333333333334,1109.14,2013-01-01,01410500,1.826245883644347,82.62458836443469
76001,76,CALI,2013,enero,1,Fríjol bolón,FRÍJOL FRESCO,1320101,2563.9666666666667,3458.39,2013-01-01,01320100,1.3488435887102015,34.88435887102015
76001,76,CALI,2013,enero,1,Fríjol calima,FRÍJOL FRESCO,1320101,1767.6527777777778,3458.39,2013-01-01,01320100,1.9564871808974549,95.64871808974549
76001,76,CALI,2013,enero,1,Fríjol verde cargamanto,FRÍJOL FRESCO,1320101,763.0625,3458.39,2013-01-01,01320100,4.532249979523303,353.2249979523303
76001,76,CALI,2013,enero,1,Guayaba pera,GUAYABAS,1410501,522.0833333333334,785.85,2013-01-01,01410500,1.505219473264166,50.521947326416594
76001,76,CALI,2013,enero,1,Habichuela,HABICHUELAS FRESCAS,1310501,638.7083333333334,807.22,2013-01-01,01310500,1.2638319525083175,26.383195250831747
76001,76,CALI,2013,enero,1,Harina de trigo,HARINA DE TRIGO,1110202,1092.4722222222222,1231.41,2013-01-01,01110200,1.1271774009000992,12.717740090009922
76001,76,CALI,2013,enero,1,Harina precocida de maíz,HARINA PRECOCIDA,1110201,1064.0833333333333,1607.68,2013-01-01,01110200,1.5108591119116612,51.08591119116612
76001,76,CALI,2013,enero,1,Huevo blanco extra,HUEVOS,1710101,1743.7810945273632,2668.1823,2013-01-01,01710100,1.5301131021398002,53.011310213980025
76001,76,CALI,2013,enero,1,Huevo rojo A,HUEVOS,1710101,1920.8333333333333,2668.1823,2013-01-01,01710100,1.3890753839479393,38.90753839479393
76001,76,CALI,2013,enero,1,Huevo rojo AA,HUEVOS,1710101,1766.304347826087,2668.1823,2013-01-01,01710100,1.5106016713846153,51.06016713846153
76001,76,CALI,2013,enero,1,Leche en polvo,LECHE EN POLVO ENTERA,1720103,8289.097222222223,8551.1375,2013-01-01,01720100,1.0316126437840871,3.1612643784087124
76001,76,CALI,2013,enero,1,Lechuga Batavia,LECHUGA,1310504,384.7291666666667,786.39,2013-01-01,01310500,2.044009313911301,104.40093139113009
76001,76,CALI,2013,enero,1,Lenteja importada,LENTEJAS,1320301,969.7638888888889,1144.42,2013-01-01,01320300,1.1801016856909614,18.01016856909614
76001,76,CALI,2013,enero,1,Limón Tahití,LIMONES,1410502,479.3541666666667,831.38,2013-01-01,01410500,1.7343752444695553,73.43752444695552
76001,76,CALI,2013,enero,1,Limón común valluno,LIMONES,1410502,515.6458333333334,831.38,2013-01-01,01410500,1.6123081895680982,61.23081895680982
76001,76,CALI,2013,enero,1,Mango Tommy,MANGOS,1410510,852.4166666666666,862.13,2013-01-01,01410510,1.0113950532798905,1.1395053279890544
76001,76,CALI,2013,enero,1,Manzana roja importada,MANZANAS,1410508,1501.0833333333333,2556.37,2013-01-01,01410500,1.7030167101537779,70.30167101537779
76001,76,CALI,2013,enero,1,Manzana royal gala importada,MANZANAS,1410508,1521.1875,2556.37,2013-01-01,01410500,1.6805094703973047,68.05094703973047
76001,76,CALI,2013,enero,1,Manzana verde importada,MANZANAS,1410508,1643.0416666666667,2556.37,2013-01-01,01410500,1.555876550097634,55.587655009763395
76001,76,CALI,2013,enero,1,Maracuyá,MARACUYA,1410506,775.7083333333334,952.27,2013-01-01,01410500,1.2276134715582532,22.76134715582532
76001,76,CALI,2013,enero,1,"Merluza, filete importado",PESCADO DE MAR,1610101,3780.7708333333335,7294.4,2013-01-01,01610100,1.9293420102822945,92.93420102822945
76001,76,CALI,2013,enero,1,Mora de Castilla,MORAS,1410401,1064.6875,1875.44,2013-01-01,01410400,1.7614933959495158,76.14933959495158
76001,76,CALI,2013,enero,1,Naranja Valencia,NARANJAS,1410101,228.64583333333334,595.31,2013-01-01,01410100,2.6036337129840543,160.36337129840544
76001,76,CALI,2013,enero,1,Panela redonda morena,PANELA,1810101,1167.5757575757575,1365.23,2013-01-01,01810100,1.169286010900597,16.928601090059693
76001,76,CALI,2013,enero,1,Papa R-12 negra,PAPA,1210101,263.5,549.05,2013-01-01,01210100,2.083681214421252,108.36812144212522
76001,76,CALI,2013,enero,1,Papa capira,PAPA,1210101,270.39130434782606,549.05,2013-01-01,01210100,2.0305756552500402,103.05756552500402
76001,76,CALI,2013,enero,1,Papa criolla limpia,PAPA CRIOLLA,1210102,446.3076923076923,939.66,2013-01-01,01210100,2.10540847983454,110.54084798345399
76001,76,CALI,2013,enero,1,Papa criolla sucia,PAPA CRIOLLA,1210102,341.8333333333333,939.66,2013-01-01,01210100,2.748883471477328,174.88834714773282
76001,76,CALI,2013,enero,1,Papa nevada,PAPA,1210101,544.4166666666666,549.05,2013-01-01,01210100,1.0085106382978724,0.8510638297872353
76001,76,CALI,2013,enero,1,Papa parda pastusa,PAPA,1210101,281.7291666666667,549.05,2013-01-01,01210100,1.948857502033572,94.8857502033572
76001,76,CALI,2013,enero,1,Papa suprema,PAPA,1210101,265.6458333333333,549.05,2013-01-01,01210100,2.0668496588502863,106.68496588502863
76001,76,CALI,2013,enero,1,Papa única,PAPA,1210101,197,549.05,2013-01-01,01210100,2.7870558375634515,178.70558375634516
76001,76,CALI,2013,enero,1,Pargo rojo entero congelado,PESCADO DE MAR,1610101,6871.166666666667,7294.4,2013-01-01,01610100,1.0615955563101849,6.159555631018487
76001,76,CALI,2013,enero,1,Pastas alimenticias,PASTA PARA SECO,1110301,2286.7361111111113,2376.89,2013-01-01,01110300,1.0394247016307812,3.9424701630781156
76001,76,CALI,2013,enero,1,Pechuga de pollo,POLLO DESPRESADO POR LIBRA,1510302,3333.4615384615386,3754.45,2013-01-01,01510300,1.1262916810891888,12.629168108918876
76001,76,CALI,2013,enero,1,Piernas de pollo,POLLO DESPRESADO POR LIBRA,1510302,2459.090909090909,3754.45,2013-01-01,01510300,1.5267634011090572,52.67634011090572
76001,76,CALI,2013,enero,1,Piña gold,PIÑAS,1410507,580.8958333333334,652.6,2013-01-01,01410500,1.1234372198113545,12.343721981135447
76001,76,CALI,2013,enero,1,Piña manzana,PIÑAS,1410507,362.375,652.6,2013-01-01,01410500,1.8008968609865472,80.08968609865472
76001,76,CALI,2013,enero,1,Plátano hartón verde,PLÁTANO,1220101,390.6041666666667,534.18,2013-01-01,01220100,1.3675737372659873,36.75737372659873
76001,76,CALI,2013,enero,1,Plátano hartón verde ecuatoriano,PLÁTANO,1220101,288.75,534.18,2013-01-01,01220100,1.8499740259740258,84.99740259740258
76001,76,CALI,2013,enero,1,Pollo entero congelado sin vísceras,POLLO ENTERO POR LIBRA,1510301,2415.6875,2996.78,2013-01-01,01510300,1.24054953300044,24.05495330004399
76001,76,CALI,2013,enero,1,Queso campesino,QUESO CAMPESINO,1720201,4475.946428571428,6606.35,2013-01-01,01720200,1.4759671737421856,47.59671737421856
76001,76,CALI,2013,enero,1,Repollo blanco,REPOLLO,1310503,185.27083333333334,526.73,2013-01-01,01310500,2.8430270999662657,184.30270999662656
76001,76,CALI,2013,enero,1,Repollo morado,REPOLLO,1310503,332.77272727272725,526.73,2013-01-01,01310500,1.582852069389428,58.28520693894279
76001,76,CALI,2013,enero,1,Sal yodada,SAL,1830101,397.3888888888889,444.57,2013-01-01,01830100,1.118727806514749,11.872780651474901
76001,76,CALI,2013,enero,1,Tilapia roja entera congelada,PESCADO DE RÍO,1610102,3638.6041666666665,4691.3,2013-01-01,01610100,1.289313095108587,28.931309510858693
76001,76,CALI,2013,enero,1,Tomate chonto regional,TOMATE,1310201,683.7291666666666,1060.09,2013-01-01,01310200,1.5504530911971723,55.04530911971723
76001,76,CALI,2013,enero,1,Tomate larga vida,TOMATE,1310201,818.5208333333334,1060.09,2013-01-01,01310200,1.2951289164906206,29.512891649062055
76001,76,CALI,2013,enero,1,"Toyo blanco, filete congelado",PESCADO DE MAR,1610101,4270.5625,7294.4,2013-01-01,01610100,1.7080653895125055,70.80653895125056
76001,76,CALI,2013,enero,1,Yuca ICA,YUCA,1210201,403.1458333333333,977.83,2013-01-01,01210200,2.425499457392383,142.5499457392383
76001,76,CALI,2013,enero,1,Zanahoria,ZANAHORIA,1310301,306,980.81,2013-01-01,01310300,3.2052614379084967,220.52614379084966
76001,76,CALI,2013,enero,1,Zanahoria bogotana,ZANAHORIA,1310301,478.7291666666667,980.81,2013-01-01,01310300,2.048778449889029,104.87784498890291
76001,76,CALI,2013,febrero,2,Aceite vegetal mezcla,ACEITE DE SOYA O DE MAÍZ,1730101,2594.449934123847,2678.358695652174,2013-02-01,01730100,1.0323416383660775,3.2341638366077508
76001,76,CALI,2013,febrero,2,Aguacate papelillo,AGUACATE,1410503,1492.4772727272727,1859.33,2013-02-01,01410500,1.2458012151852471,24.580121518524713
76001,76,CALI,2013,febrero,2,Ahuyama,AHUYAMA,1310507,255.9090909090909,612.44,2013-02-01,01310500,2.393193605683837,139.3193605683837
76001,76,CALI,2013,febrero,2,Ajo importado,AJO,1310505,1532.659090909091,3464.79,2013-02-01,01310500,2.2606397081720715,126.06397081720715
76001,76,CALI,2013,febrero,2,Alas de pollo con costillar,POLLO DESPRESADO POR LIBRA,1510302,1710.8076923076924,3804.76,2013-02-01,01510300,2.2239553966862258,122.39553966862258
76001,76,CALI,2013,febrero,2,Arracacha amarilla,ARRACACHA,1210303,496.1363636363636,1052.3,2013-02-01,01210300,2.1209894640403113,112.09894640403112
76001,76,CALI,2013,febrero,2,Arroz de primera,ARROZ PARA SECO,1110101,1032.7121212121212,1366.39,2013-02-01,01110100,1.3231083202511775,32.310832025117755
76001,76,CALI,2013,febrero,2,Arveja verde en vaina pastusa,ARVEJA FRESCA,1320201,853.9090909090909,3111.68,2013-02-01,01320200,3.644041307356542,264.40413073565423
76001,76,CALI,2013,febrero,2,Avena en hojuelas,AVENA HOJUELAS,1110501,3057.8939393939395,5221.575000000001,2013-02-01,01110500,1.7075723041705275,70.75723041705275
76001,76,CALI,2013,febrero,2,Avena molida,AVENA MOLIDA,1110502,3082.8636363636365,5443.4625000000005,2013-02-01,01110500,1.7657162761894933,76.57162761894934
76001,76,CALI,2013,febrero,2,Azúcar morena,AZÚCAR NATURAL O MORENA,1810202,876.2692307692307,930.67,2013-02-01,01810200,1.062082254312426,6.208225431242598
76001,76,CALI,2013,febrero,2,Banano criollo,BANANOS,1410201,293.79545454545456,535.69,2013-02-01,01410200,1.8233433898042857,82.33433898042857
76001,76,CALI,2013,febrero,2,Bocachico importado congelado,PESCADO DE RÍO,1610102,3254.1136363636365,4817.55,2013-02-01,01610100,1.4804492216145997,48.044922161459965
76001,76,CALI,2013,febrero,2,Café molido,CAFÉ MOLIDO,1820101,7199.045454545455,7263.97,2013-02-01,01820100,1.009018493613421,0.9018493613420997
76001,76,CALI,2013,febrero,2,Camarón tigre precocido seco,CAMARONES O VARIEDAD DISPONIBLE,1620101,11830.25,12919.75,2013-02-01,01620100,1.0920944189683228,9.209441896832281
76001,76,CALI,2013,febrero,2,"Carne de cerdo, brazo sin hueso",CARNE DE CERDO SIN HUESO,1510201,4366.681818181818,5914.87,2013-02-01,01510200,1.354545681659675,35.4545681659675
76001,76,CALI,2013,febrero,2,"Carne de cerdo, costilla",CARNE DE CERDO CON HUESO,1510202,4326.944444444444,4873.68,2013-02-01,01510200,1.1263560377479618,12.635603774796177
76001,76,CALI,2013,febrero,2,"Carne de cerdo, espinazo",CARNE DE CERDO CON HUESO,1510202,3130.6363636363635,4873.68,2013-02-01,01510200,1.5567697534628453,55.67697534628453
76001,76,CALI,2013,febrero,2,"Carne de cerdo, lomo sin hueso",CARNE DE CERDO SIN HUESO,1510201,5646.5,5914.87,2013-02-01,01510200,1.0475285575135038,4.752855751350382
76001,76,CALI,2013,febrero,2,"Carne de cerdo, pernil sin hueso",CARNE DE CERDO SIN HUESO,1510201,4731.590909090909,5914.87,2013-02-01,01510200,1.2500805994524233,25.008059945242334
76001,76,CALI,2013,febrero,2,"Carne de res, bola de brazo",CARNE DE RES SIN HUESO,1510101,4659.545454545455,5920.73,2013-02-01,01510100,1.2706668617695833,27.06668617695833
76001,76,CALI,2013,febrero,2,"Carne de res, bola de pierna",CARNE DE RES SIN HUESO,1510101,5642.045454545455,5920.73,2013-02-01,01510100,1.049394239677744,4.939423967774403
76001,76,CALI,2013,febrero,2,"Carne de res, cadera",CARNE DE RES SIN HUESO,1510101,5628.95,5920.73,2013-02-01,01510100,1.051835599889855,5.183559988985498
76001,76,CALI,2013,febrero,2,"Carne de res, chatas",CARNE DE RES SIN HUESO,1510101,5729.65,5920.73,2013-02-01,01510100,1.033349331983629,3.3349331983629105
76001,76,CALI,2013,febrero,2,"Carne de res, falda",CARNE DE RES SIN HUESO,1510101,3231.85,5920.73,2013-02-01,01510100,1.8319940591302195,83.19940591302195
76001,76,CALI,2013,febrero,2,"Carne de res, lomo de brazo",CARNE DE RES SIN HUESO,1510101,4525.636363636364,5920.73,2013-02-01,01510100,1.3082646338033825,30.826463380338254
76001,76,CALI,2013,febrero,2,"Carne de res, morrillo",CARNE DE RES SIN HUESO,1510101,3981.8636363636365,5920.73,2013-02-01,01510100,1.4869243501786509,48.69243501786509
76001,76,CALI,2013,febrero,2,"Carne de res, muchacho",CARNE DE RES SIN HUESO,1510101,5150.954545454545,5920.73,2013-02-01,01510100,1.1494432629433202,14.944326294332022
76001,76,CALI,2013,febrero,2,"Carne de res, pecho",CARNE DE RES SIN HUESO,1510101,4485.318181818182,5920.73,2013-02-01,01510100,1.3200245244585869,32.00245244585869
76001,76,CALI,2013,febrero,2,"Carne de res, punta de anca",CARNE DE RES SIN HUESO,1510101,5519.772727272727,5920.73,2013-02-01,01510100,1.0726401778729362,7.26401778729362
76001,76,CALI,2013,febrero,2,"Carne de res, sobrebarriga",CARNE DE RES SIN HUESO,1510101,4392.454545454545,5920.73,2013-02-01,01510100,1.3479319908106877,34.79319908106877
76001,76,CALI,2013,febrero,2,Cebolla cabezona blanca bogotana,CEBOLLA CABEZONA,1310102,395.09090909090907,617.13,2013-02-01,01310100,1.561994937873907,56.19949378739071
76001,76,CALI,2013,febrero,2,Cebolla cabezona blanca pastusa,CEBOLLA CABEZONA,1310102,391.8076923076923,617.13,2013-02-01,01310100,1.5750839304996564,57.50839304996565
76001,76,CALI,2013,febrero,2,Cebolla junca Aquitania,CEBOLLA LARGA,1310101,378.9047619047619,670.11,2013-02-01,01310100,1.7685446776423275,76.85446776423275
76001,76,CALI,2013,febrero,2,Cebolla junca Tenerife,CEBOLLA LARGA,1310101,380.02272727272725,670.11,2013-02-01,01310100,1.7633419053884338,76.33419053884339
76001,76,CALI,2013,febrero,2,Cebolla junca pastusa,CEBOLLA LARGA,1310101,350,670.11,2013-02-01,01310100,1.9146,91.46000000000001
76001,76,CALI,2013,febrero,2,Curuba,CURUBAS,1410504,607.3333333333334,1152.55,2013-02-01,01410500,1.8977222832052687,89.77222832052686
76001,76,CALI,2013,febrero,2,Fríjol bolón,FRÍJOL FRESCO,1320101,2553.8793103448274,3078.7,2013-02-01,01320100,1.2054994092827005,20.54994092827005
76001,76,CALI,2013,febrero,2,Fríjol calima,FRÍJOL FRESCO,1320101,1765.0757575757575,3078.7,2013-02-01,01320100,1.7442310828790935,74.42310828790934
76001,76,CALI,2013,febrero,2,Fríjol verde cargamanto,FRÍJOL FRESCO,1320101,761.6818181818181,3078.7,2013-02-01,01320100,4.0419764874380855,304.19764874380854
76001,76,CALI,2013,febrero,2,Guayaba pera,GUAYABAS,1410501,519.5,781.4,2013-02-01,01410500,1.5041385948026949,50.41385948026949
76001,76,CALI,2013,febrero,2,Habichuela,HABICHUELAS FRESCAS,1310501,641.1590909090909,1437.38,2013-02-01,01310500,2.2418460884052323,124.18460884052323
76001,76,CALI,2013,febrero,2,Harina de trigo,HARINA DE TRIGO,1110202,1100.5454545454545,1226.35,2013-02-01,01110200,1.1143110854121923,11.431108541219226
76001,76,CALI,2013,febrero,2,Harina precocida de maíz,HARINA PRECOCIDA,1110201,1067.378787878788,1560.04,2013-02-01,01110200,1.4615617414510198,46.15617414510198
76001,76,CALI,2013,febrero,2,Huevo blanco extra,HUEVOS,1710101,1743.7810945273632,2687.5912,2013-02-01,01710100,1.5412434556348074,54.12434556348074
76001,76,CALI,2013,febrero,2,Huevo rojo A,HUEVOS,1710101,1920.8333333333333,2687.5912,2013-02-01,01710100,1.3991798004338394,39.917980043383935
76001,76,CALI,2013,febrero,2,Huevo rojo AA,HUEVOS,1710101,1766.304347826087,2687.5912,2013-02-01,01710100,1.5215900947692307,52.15900947692307
76001,76,CALI,2013,febrero,2,Leche en polvo,LECHE EN POLVO ENTERA,1720103,8294.712121212122,8468.7125,2013-02-01,01720100,1.0209772655452267,2.097726554522672
76001,76,CALI,2013,febrero,2,Lechuga Batavia,LECHUGA,1310504,383.8863636363636,778.1,2013-02-01,01310500,2.0269019004203424,102.69019004203423
76001,76,CALI,2013,febrero,2,Lenteja importada,LENTEJAS,1320301,967.1212121212121,1120.02,2013-02-01,01320300,1.1580968196772676,15.809681967726764
76001,76,CALI,2013,febrero,2,Limón Tahití,LIMONES,1410502,484.25,716.51,2013-02-01,01410500,1.4796282911719154,47.96282911719154
76001,76,CALI,2013,febrero,2,Limón común valluno,LIMONES,1410502,517.9772727272727,716.51,2013-02-01,01410500,1.3832846298977666,38.328462989776654
76001,76,CALI,2013,febrero,2,Lulo,LULOS,1410509,1030.4318181818182,1120.86,2013-02-01,01410500,1.0877575597167999,8.775755971679988
76001,76,CALI,2013,febrero,2,Manzana roja importada,MANZANAS,1410508,1473.6136363636363,2547.76,2013-02-01,01410500,1.7289199401594721,72.89199401594722
76001,76,CALI,2013,febrero,2,Manzana royal gala importada,MANZANAS,1410508,1484.75,2547.76,2013-02-01,01410500,1.7159521805017681,71.59521805017681
76001,76,CALI,2013,febrero,2,Manzana verde importada,MANZANAS,1410508,1605.4318181818182,2547.76,2013-02-01,01410500,1.5869624428431888,58.69624428431888
76001,76,CALI,2013,febrero,2,Maracuyá,MARACUYA,1410506,797.9772727272727,1263.9,2013-02-01,01410500,1.5838796958218222,58.38796958218222
76001,76,CALI,2013,febrero,2,"Merluza, filete importado",PESCADO DE MAR,1610101,3772.590909090909,7372.88,2013-02-01,01610100,1.9543279877585937,95.43279877585937
76001,76,CALI,2013,febrero,2,Mora de Castilla,MORAS,1410401,1063,1673.57,2013-02-01,01410400,1.5743838193791158,57.43838193791157
76001,76,CALI,2013,febrero,2,Naranja Valencia,NARANJAS,1410101,221.75,515.76,2013-02-01,01410100,2.3258624577226605,132.58624577226607
76001,76,CALI,2013,febrero,2,Panela redonda morena,PANELA,1810101,1187.467741935484,1367.77,2013-02-01,01810100,1.1518376050962336,15.183760509623356
76001,76,CALI,2013,febrero,2,Papa R-12 negra,PAPA,1210101,273,481.47,2013-02-01,01210100,1.7636263736263738,76.36263736263737
76001,76,CALI,2013,febrero,2,Papa capira,PAPA,1210101,270,481.47,2013-02-01,01210100,1.7832222222222223,78.32222222222222
76001,76,CALI,2013,febrero,2,Papa criolla limpia,PAPA CRIOLLA,1210102,457.3333333333333,812.18,2013-02-01,01210100,1.7759037900874635,77.59037900874634
76001,76,CALI,2013,febrero,2,Papa criolla sucia,PAPA CRIOLLA,1210102,349.77272727272725,812.18,2013-02-01,01210100,2.3220220922677064,132.20220922677063
76001,76,CALI,2013,febrero,2,Papa parda pastusa,PAPA,1210101,279.25,481.47,2013-02-01,01210100,1.7241539838854074,72.41539838854074
76001,76,CALI,2013,febrero,2,Papa suprema,PAPA,1210101,265.29545454545456,481.47,2013-02-01,01210100,1.8148445129786688,81.48445129786688
76001,76,CALI,2013,febrero,2,Papa única,PAPA,1210101,196.3181818181818,481.47,2013-02-01,01210100,2.4524982634869184,145.24982634869184
76001,76,CALI,2013,febrero,2,Pargo rojo entero congelado,PESCADO DE MAR,1610101,6871.166666666667,7372.88,2013-02-01,01610100,1.073017197467679,7.3017197467678985
76001,76,CALI,2013,febrero,2,Pechuga de pollo,POLLO DESPRESADO POR LIBRA,1510302,3333.4615384615386,3804.76,2013-02-01,01510300,1.141384100611515,14.138410061151507
76001,76,CALI,2013,febrero,2,Piernas de pollo,POLLO DESPRESADO POR LIBRA,1510302,2459.090909090909,3804.76,2013-02-01,01510300,1.547222181146026,54.722218114602605
76001,76,CALI,2013,febrero,2,Piña gold,PIÑAS,1410507,569.4545454545455,662.68,2013-02-01,01410500,1.1637100893997443,16.37100893997443
76001,76,CALI,2013,febrero,2,Piña manzana,PIÑAS,1410507,365.1136363636364,662.68,2013-02-01,01410500,1.814996576408341,81.49965764083409
76001,76,CALI,2013,febrero,2,Plátano hartón verde,PLÁTANO,1220101,390.97727272727275,497.78,2013-02-01,01220100,1.273168633377899,27.31686333778991
76001,76,CALI,2013,febrero,2,Plátano hartón verde ecuatoriano,PLÁTANO,1220101,288.75,497.78,2013-02-01,01220100,1.7239134199134198,72.39134199134199
76001,76,CALI,2013,febrero,2,Pollo entero congelado sin vísceras,POLLO ENTERO POR LIBRA,1510301,2415.6875,3002.64,2013-02-01,01510300,1.2429753434581252,24.297534345812522
76001,76,CALI,2013,febrero,2,Queso campesino,QUESO CAMPESINO,1720201,4454.685185185185,6553.32,2013-02-01,01720200,1.4711073235420051,47.110732354200515
