deciles,rate,gap,severity,model,ciudad,fecha,escenario
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-06-01,q3
Decil 1,69.0721649484536,0.27280814609217335,0.16548082427157365,CoNA,MEDELLÍN,2022-06-01,q3
Decil 2,11.650485436893204,0.0031948002372503416,1.0937835259334262e-4,CoNA,MEDELLÍN,2022-06-01,q3
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-06-01,q3
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-06-01,q3
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-06-01,q3
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-06-01,q3
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-06-01,q3
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-06-01,q3
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-06-01,q3
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-06-01,q3
Decil 1,17.21311475409836,0.07700957096945703,0.05180260773056197,CoCA,MEDELLÍN,2022-07-01,q1
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-07-01,q1
Decil 1,69.67213114754098,0.30454512463978917,0.18509519259750876,CoNA,MEDELLÍN,2022-07-01,q1
Decil 2,11.320754716981133,0.0051144085666012095,2.720643204836639e-4,CoNA,MEDELLÍN,2022-07-01,q1
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-07-01,q1
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-07-01,q1
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-07-01,q1
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-07-01,q1
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-07-01,q1
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-07-01,q1
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-07-01,q1
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-07-01,q1
Decil 1,17.21311475409836,0.08042203205183149,0.05370117369641746,CoCA,MEDELLÍN,2022-07-01,q2
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-07-01,q2
Decil 1,74.59016393442623,0.3172017629638577,0.19253223935441985,CoNA,MEDELLÍN,2022-07-01,q2
Decil 2,15.09433962264151,0.00910955346824389,6.734123917384701e-4,CoNA,MEDELLÍN,2022-07-01,q2
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-07-01,q2
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-07-01,q2
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-07-01,q2
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-07-01,q2
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-07-01,q2
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-07-01,q2
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-07-01,q2
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-07-01,q2
Decil 1,17.21311475409836,0.08257352648201201,0.05499068318731791,CoCA,MEDELLÍN,2022-07-01,q3
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-07-01,q3
Decil 1,84.42622950819673,0.34113665630826445,0.20590124723543032,CoNA,MEDELLÍN,2022-07-01,q3
Decil 2,24.528301886792452,0.01877914550578358,0.0019380881392786753,CoNA,MEDELLÍN,2022-07-01,q3
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-07-01,q3
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-07-01,q3
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-07-01,q3
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-07-01,q3
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-07-01,q3
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-07-01,q3
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-07-01,q3
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-07-01,q3
Decil 1,14.655172413793101,0.05389889378782278,0.028914757377065205,CoCA,MEDELLÍN,2022-08-01,q1
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-08-01,q1
Decil 1,62.06896551724138,0.26196765683081114,0.15416447873772765,CoNA,MEDELLÍN,2022-08-01,q1
Decil 2,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-08-01,q1
Decil 1,15.517241379310345,0.05732539821256201,0.03079566646449038,CoCA,MEDELLÍN,2022-08-01,q2
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-08-01,q2
Decil 1,66.37931034482759,0.2740442219479828,0.16118525715282594,CoNA,MEDELLÍN,2022-08-01,q2
Decil 2,5.607476635514018,0.001198455501174087,2.942773115818406e-5,CoNA,MEDELLÍN,2022-08-01,q2
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-08-01,q2
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-08-01,q2
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-08-01,q2
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-08-01,q2
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-08-01,q2
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-08-01,q2
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-08-01,q2
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-08-01,q2
Decil 1,15.517241379310345,0.059620887683998376,0.032079691612900016,CoCA,MEDELLÍN,2022-08-01,q3
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-08-01,q3
Decil 1,74.13793103448276,0.29547044091498553,0.17333530298115613,CoNA,MEDELLÍN,2022-08-01,q3
Decil 2,17.75700934579439,0.006217779944229509,3.60612346947481e-4,CoNA,MEDELLÍN,2022-08-01,q3
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-08-01,q3
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-08-01,q3
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-08-01,q3
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-08-01,q3
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-08-01,q3
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-08-01,q3
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-08-01,q3
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-08-01,q3
Decil 1,12.5,0.0683511475873912,0.05404490194828724,CoCA,MEDELLÍN,2022-09-01,q1
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-09-01,q1
Decil 1,60.71428571428571,0.26161332581318086,0.16052754834614932,CoNA,MEDELLÍN,2022-09-01,q1
Decil 2,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-09-01,q1
Decil 1,13.392857142857142,0.07051715921532249,0.05512786574384635,CoCA,MEDELLÍN,2022-09-01,q2
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-09-01,q2
Decil 1,65.17857142857143,0.27412697259524516,0.16757621075260273,CoNA,MEDELLÍN,2022-09-01,q2
Decil 2,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-09-01,q2
Decil 1,13.392857142857142,0.07200478996460276,0.05587636089271399,CoCA,MEDELLÍN,2022-09-01,q3
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-09-01,q3
Decil 1,69.64285714285714,0.2946129168443296,0.1790685611238809,CoNA,MEDELLÍN,2022-09-01,q3
Decil 2,6.481481481481481,0.0013383545327314427,3.7583610945739314e-5,CoNA,MEDELLÍN,2022-09-01,q3
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-09-01,q3
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-09-01,q3
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-09-01,q3
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-09-01,q3
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-09-01,q3
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-09-01,q3
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-09-01,q3
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-09-01,q3
Decil 1,18.34862385321101,0.09138049299947595,0.06367384946565571,CoCA,MEDELLÍN,2022-10-01,q1
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-10-01,q1
Decil 1,55.04587155963303,0.24425937801320405,0.16228368269159543,CoNA,MEDELLÍN,2022-10-01,q1
Decil 2,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-10-01,q1
Decil 1,18.34862385321101,0.09468476195106573,0.06574466771037103,CoCA,MEDELLÍN,2022-10-01,q2
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-10-01,q2
Decil 1,58.71559633027523,0.2548898408395104,0.16785463335756934,CoNA,MEDELLÍN,2022-10-01,q2
Decil 2,11.11111111111111,0.0015443317555047507,2.8913081554915113e-5,CoNA,MEDELLÍN,2022-10-01,q2
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-10-01,q2
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-10-01,q2
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-10-01,q2
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-10-01,q2
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-10-01,q2
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-10-01,q2
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-10-01,q2
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-10-01,q2
Decil 1,18.34862385321101,0.09676804321762006,0.06713548199787418,CoCA,MEDELLÍN,2022-10-01,q3
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-10-01,q3
Decil 1,65.13761467889908,0.2729146019199093,0.1772908450644199,CoNA,MEDELLÍN,2022-10-01,q3
Decil 2,19.444444444444446,0.0088846177583471,5.110173462687442e-4,CoNA,MEDELLÍN,2022-10-01,q3
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-10-01,q3
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-10-01,q3
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-10-01,q3
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-10-01,q3
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-10-01,q3
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-10-01,q3
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-10-01,q3
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-10-01,q3
Decil 1,19.35483870967742,0.11290289064456044,0.08718682079474038,CoCA,MEDELLÍN,2022-11-01,q1
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-11-01,q1
Decil 1,83.87096774193549,0.3362930600583801,0.2127390350055085,CoNA,MEDELLÍN,2022-11-01,q1
Decil 2,15.789473684210526,0.009984455919677436,8.771138867719796e-4,CoNA,MEDELLÍN,2022-11-01,q1
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-11-01,q1
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-11-01,q1
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-11-01,q1
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-11-01,q1
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-11-01,q1
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-11-01,q1
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-11-01,q1
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-11-01,q1
Decil 1,19.35483870967742,0.11579602622990483,0.08910262900573171,CoCA,MEDELLÍN,2022-11-01,q2
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-11-01,q2
Decil 1,86.02150537634408,0.3550633720361323,0.222468822972084,CoNA,MEDELLÍN,2022-11-01,q2
Decil 2,25.263157894736842,0.017119111661622045,0.0017898038772454635,CoNA,MEDELLÍN,2022-11-01,q2
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-11-01,q2
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-11-01,q2
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-11-01,q2
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-11-01,q2
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-11-01,q2
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-11-01,q2
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-11-01,q2
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-11-01,q2
Decil 1,19.35483870967742,0.1176200954126216,0.09038318374376882,CoCA,MEDELLÍN,2022-11-01,q3
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-11-01,q3
Decil 1,93.54838709677419,0.3826140736907189,0.2370128583174823,CoNA,MEDELLÍN,2022-11-01,q3
Decil 2,35.78947368421053,0.030897526256965308,0.0039750947562140785,CoNA,MEDELLÍN,2022-11-01,q3
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-11-01,q3
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-11-01,q3
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-11-01,q3
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-11-01,q3
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-11-01,q3
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-11-01,q3
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-11-01,q3
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-11-01,q3
Decil 1,15.315315315315313,0.09824669582430073,0.07775066013498039,CoCA,MEDELLÍN,2022-12-01,q1
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-12-01,q1
Decil 1,78.37837837837837,0.31303402447603323,0.19509284763921747,CoNA,MEDELLÍN,2022-12-01,q1
Decil 2,33.734939759036145,0.021881338007483205,0.0018526777149058334,CoNA,MEDELLÍN,2022-12-01,q1
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-12-01,q1
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-12-01,q1
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-12-01,q1
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-12-01,q1
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-12-01,q1
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-12-01,q1
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-12-01,q1
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-12-01,q1
Decil 1,16.216216216216218,0.10052864128713426,0.0792763442238107,CoCA,MEDELLÍN,2022-12-01,q2
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-12-01,q2
Decil 1,82.88288288288288,0.3277270390924872,0.2024474557512465,CoNA,MEDELLÍN,2022-12-01,q2
Decil 2,42.168674698795186,0.032340789721987104,0.003330281164871592,CoNA,MEDELLÍN,2022-12-01,q2
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-12-01,q2
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-12-01,q2
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-12-01,q2
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-12-01,q2
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-12-01,q2
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-12-01,q2
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-12-01,q2
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-12-01,q2
Decil 1,16.216216216216218,0.10197456273316546,0.08029572599376109,CoCA,MEDELLÍN,2022-12-01,q3
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-12-01,q3
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-12-01,q3
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-12-01,q3
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-12-01,q3
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-12-01,q3
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-12-01,q3
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-12-01,q3
