fecha,year,mes,dominio,pm,pme
2022-11-01,2022,11,MEDELLIN,24.14168715770606,6.239980596727291
2022-12-01,2022,12,MEDELLIN,23.57846357725106,4.241171332331467
2023-01-01,2023,01,MEDELLIN,27.641958107372595,7.491663204624784
2023-02-01,2023,02,MEDELLIN,28.093707719363387,6.448888423954766
2023-03-01,2023,03,MEDELLIN,26.164028185615145,7.7640430929729
2023-04-01,2023,04,MEDELLIN,25.561674159297166,7.733020351881806
2023-05-01,2023,05,MEDELLIN,25.442094435827528,5.41703019968342
2023-06-01,2023,06,MEDELLIN,19.945974055619253,3.962504160454081
2023-07-01,2023,07,MEDELLIN,20.69149156996201,3.418261446045554
2023-08-01,2023,08,MEDELLIN,21.812523642287413,3.677009879211736
2023-09-01,2023,09,MEDELLIN,21.63219589419259,3.578381208442526
2023-10-01,2023,10,MEDELLIN,17.79723285277864,3.970453703833813
2023-11-01,2023,11,MEDELLIN,22.85004285940508,5.460687791138658
2023-12-01,2023,12,MEDELLIN,21.109665393874643,5.014212842761853
2024-01-01,2024,01,MEDELLIN,24.496143917220266,5.472981700358294
2024-02-01,2024,02,MEDELLIN,21.385055822979737,6.398014803017957
2024-03-01,2024,03,MEDELLIN,21.74123683494185,3.726309930681245
2024-04-01,2024,04,MEDELLIN,20.439998225735504,4.051151703665209
2024-05-01,2024,05,MEDELLIN,19.884543423173824,3.009741069608312
2024-06-01,2024,06,MEDELLIN,22.2985672869963,4.033672581258335
2024-07-01,2024,07,MEDELLIN,18.33164519047898,3.840122051330804
2024-08-01,2024,08,MEDELLIN,17.3853960130297,3.6421302111889715
2024-09-01,2024,09,MEDELLIN,15.217015997735212,3.193085147984177
2024-10-01,2024,10,MEDELLIN,15.389290225985844,2.4171477785712634
2024-11-01,2024,11,MEDELLIN,19.126820175405395,2.498185962231727
2024-12-01,2024,12,MEDELLIN,17.032344055327783,2.2460596954556595
