alimento_sipsa,term,estimate,std.error,statistic,p.value,ci_lo,ci_hi
Leche en polvo,mes_factor5,-0.0422723427638543,0.2993544485835377,-0.14121167386646602,0.8879812393240853,-0.6290070619875882,0.5444623764598796
Leche en polvo,mes_factor6,-0.1115236533604416,0.29137596376831004,-0.38274829508284536,0.7027028344168309,-0.6826205423463292,0.45957323562544605
Leche en polvo,mes_factor7,-0.10579053843420651,0.2913484915877641,-0.3631065253081593,0.7172767144061764,-0.6768335819462241,0.46525250507781113
Leche en polvo,mes_factor8,-0.10279970805698267,0.2913265061662436,-0.35286767898256627,0.7249157995728364,-0.6737996601428201,0.46820024402885474
Leche en polvo,mes_factor9,-0.1009481673027284,0.29130613873192934,-0.34653635430465346,0.7296535265684083,-0.6719081992173099,0.4700118646118532
Leche en polvo,mes_factor10,0.056770377839582956,0.3089723805768764,0.1837393288474137,0.8545827241074913,-0.5488154880910948,0.6623562437702607
Leche en polvo,mes_factor11,-0.025471138570838676,0.2992898521241149,-0.08510525295149615,0.9323445372610495,-0.6120792487341039,0.5611369715924265
Leche en polvo,mes_factor12,0.057215001363192665,0.30900771141404115,0.18515719592036317,0.8534734156403534,-0.548440113008328,0.6628701157347133
Lechuga Batavia,(Intercept),3.842211579292405,0.6610677539539326,5.812129779907787,6.690428616620097e-8,2.546518781542697,5.137904377042113
Lechuga Batavia,ln_wholesale,0.4999683848802271,0.10998961634521488,4.545596225292937,1.4717283896633495e-5,0.28438873684360594,0.7155480329168482
Lechuga Batavia,mes_factor2,0.06021354162146746,0.05867247272723267,1.0262656203599803,0.30712485543813467,-0.05478450492390858,0.1752115881668435
Lechuga Batavia,mes_factor3,0.142381864271428,0.06159743736111788,2.311490061456739,0.02275864444234708,0.02165088704363695,0.26311284149921904
Lechuga Batavia,mes_factor4,0.15880217859452433,0.06630251390985956,2.3951154975876348,0.018386543023858833,0.028849251331199616,0.288755105857849
Lechuga Batavia,mes_factor5,0.02593912762680269,0.06681386413072939,0.388229717952694,0.698632057874433,-0.1050160460694269,0.15689430132303228
Lechuga Batavia,mes_factor6,0.05275199280062006,0.0630847399012905,0.8362084536317622,0.4049366062043772,-0.07089409740590932,0.17639808300714943
Lechuga Batavia,mes_factor7,-0.02100420080971483,0.06664480156008966,-0.31516637934282976,0.7532608276298798,-0.15162801186749056,0.10961961024806091
Lechuga Batavia,mes_factor8,0.05416975054607212,0.06491613772966728,0.8344573851829148,0.405917791150889,-0.07306587940407575,0.18140538049622
Lechuga Batavia,mes_factor9,0.05890813884663523,0.0654596381391627,0.8999154367673188,0.37022454776234703,-0.06939275190612365,0.18720902959939412
Lechuga Batavia,mes_factor10,0.017113026223693723,0.06567161675834131,0.2605848168268235,0.7949230599363644,-0.11160334262265524,0.1458293950700427
Lechuga Batavia,mes_factor11,-0.03377266765217108,0.06471614162966509,-0.5218584854059053,0.6028679976387481,-0.16061630524631465,0.0930709699419725
Lechuga Batavia,mes_factor12,-0.1315569139923222,0.06163951833098616,-2.1342949710589902,0.03514605511465358,-0.25237036992105505,-0.010743458063589326
Lenteja importada,(Intercept),0.27977128307673044,0.1365443268554114,2.0489410986146934,0.04690450292137544,0.012144402440124102,0.5473981637133367
Lenteja importada,ln_wholesale,0.9780722350214409,0.018299513895645707,53.447989962955745,1.5341285859688017e-39,0.9422051877859753,1.0139392822569064
Lenteja importada,mes_factor2,-8.590045004923359e-4,0.038775881727561155,-0.02215306170283091,0.9824333254009239,-0.07685973268651221,0.07514172368552753
Lenteja importada,mes_factor3,0.014725569464311439,0.038777184253945336,0.37974829136319266,0.7060922711235714,-0.06127771167342142,0.0907288506020443
Lenteja importada,mes_factor4,0.003493568220955213,0.03877889260675799,0.09008942716291979,0.9286548279289761,-0.07251306128829045,0.07950019773020088
Lenteja importada,mes_factor5,0.0012094710144481147,0.038780484994641526,0.031187619613711196,0.9752712422854,-0.07480027957504928,0.07721922160394551
Lenteja importada,mes_factor6,-0.006376040089319352,0.0387816740048652,-0.1644085835108477,0.8702173805405276,-0.08238812113885514,0.06963604096021643
Lenteja importada,mes_factor7,-0.03565232260983614,0.03680112456324191,-0.9687835095519546,0.33833370672314933,-0.10778252675379028,0.036477881534118003
Lenteja importada,mes_factor8,-0.04239018457657252,0.036803051607723784,-1.151811676607713,0.2560708087201259,-0.11452416572771114,0.029743796574566092
Lenteja importada,mes_factor9,-0.03597534209596796,0.036804197101062336,-0.9774793346851616,0.3340644895072421,-0.10811156841405015,0.03616088422211422
Lenteja importada,mes_factor10,-0.01743958858425138,0.03680449395161309,-0.47384399870242006,0.6381248220890838,-0.08957639672941303,0.05469721956091028
Lenteja importada,mes_factor11,-0.012752739436029163,0.036805006974430475,-0.346494688749519,0.7307429917592021,-0.0848905531059129,0.059385074233854564
Lenteja importada,mes_factor12,-0.0033214849486332266,0.03681029063639959,-0.09023251083350046,0.9285418290344021,-0.07546965459597642,0.06882668469870996
Limón Tahití,(Intercept),3.1234547583572114,0.6638521528875964,4.705045761727123,2.1840831127247965e-5,1.8223045386975225,4.4246049780169
Limón Tahití,ln_wholesale,0.5729909598306434,0.10217073522951606,5.6081710535162355,9.89036878048775e-7,0.37273631878079194,0.7732456008804949
Limón Tahití,mes_factor2,-0.08076405395603009,0.0931856745420768,-0.8667003201180039,0.39041817628546704,-0.26340797605850064,0.10187986814644043
Limón Tahití,mes_factor3,0.02498507559259997,0.08897103586685647,0.28082257724850684,0.7800534156627335,-0.14939815470643872,0.19936830589163865
Limón Tahití,mes_factor4,0.3072212441839466,0.093208351284007,3.2960699331312027,0.0018490137928868266,0.12453287566729287,0.4899096127006003
Limón Tahití,mes_factor5,0.26046313889791595,0.09320093072591751,2.7946409640894907,0.007446076136549275,0.07778931467511763,0.44313696312071427
Limón Tahití,mes_factor6,-0.04211555176537644,0.09321568374920204,-0.4518075721966365,0.6534426425426072,-0.22481829191381242,0.14058718838305956
Limón Tahití,mes_factor7,-0.09428743997104827,0.09936376636680157,-0.9489116950638321,0.3474188347112992,-0.2890404220499794,0.1004655421078828
Limón Tahití,mes_factor8,-0.018889995015584048,0.09349191602649702,-0.20204950137325603,0.8407319401992515,-0.2021341504275182,0.1643541603963501
Limón Tahití,mes_factor9,0.2416651082946664,0.09380934304908943,2.5761304838069874,0.013124141692116228,0.05779879591845111,0.4255314206708817
Limón Tahití,mes_factor10,0.37852152863955907,0.09332004649268628,4.056165238507727,1.8242899635873572e-4,0.19561423751389395,0.5614288197652242
Limón Tahití,mes_factor11,0.2929348812369656,0.09399919198903223,3.1163553115557105,0.003088944960037195,0.10869646493846244,0.4771732975354688
Limón Tahití,mes_factor12,0.13069653866674596,0.09691195703543638,1.3486110761230017,0.18379080884000998,-0.05925089712270934,0.3206439744562013
Lomitos de atún en lata,(Intercept),-5.124903436408453,0.9183173177534188,-5.5807544269622085,9.736782150451136e-7,-6.924805379205154,-3.3250014936117522
Lomitos de atún en lata,ln_wholesale,1.6247224787352146,0.10318468025538396,15.745772286292857,5.127734086032976e-21,1.422480505434662,1.826964452035767
Lomitos de atún en lata,mes_factor2,0.003019040259572373,0.0434688453778369,0.0694529664482799,0.9449060988317644,-0.08217989668098795,0.0882179772001327
Lomitos de atún en lata,mes_factor3,-0.0021123840556963452,0.043468747678566136,-0.048595466133889424,0.9614352815183177,-0.08731112950568597,0.08308636139429328
Lomitos de atún en lata,mes_factor4,-0.01703454248959756,0.04562042050738873,-0.373397314188251,0.710431279750898,-0.10645056668407947,0.07238148170488436
Lomitos de atún en lata,mes_factor5,-0.004683313046307678,0.04561685797241191,-0.10266627853106508,0.9186384966578971,-0.09409235467223502,0.08472572857961967
Lomitos de atún en lata,mes_factor6,-0.0018846027660793898,0.04561203145336425,-0.041318106342320894,0.9672068513908283,-0.09128418441467333,0.08751497888251454
Lomitos de atún en lata,mes_factor7,-0.0011634136633927095,0.04561261465851309,-0.025506401509819417,0.979752570482153,-0.09056413839407836,0.08823731106729295
Lomitos de atún en lata,mes_factor8,0.012422295226741856,0.04560991116882294,0.2723595575698737,0.7864671877430469,-0.0769731306641511,0.10181772111763482
Lomitos de atún en lata,mes_factor9,0.037872925937085695,0.04560343367089426,0.8304840861414685,0.4102132062748426,-0.05150980405786706,0.12725565593203844
Lomitos de atún en lata,mes_factor10,0.04320487351778051,0.04559810905284969,0.9475145881094469,0.3479337142552782,-0.04616742022580488,0.1325771672613659
Lomitos de atún en lata,mes_factor11,0.041828156142061416,0.045592498754852814,0.9174350448956096,0.3633190173928176,-0.047533141417450096,0.13118945370157292
Lomitos de atún en lata,mes_factor12,0.04198132711635877,0.04559041019666941,0.9208367929847163,0.36155737905709917,-0.047375876869113265,0.1313385311018308
Mango de azúcar,(Intercept),5.780528659956855,0.9296517784857834,6.217950412973101,9.910373129184852e-5,3.9584111741247194,7.60264614578899
Mango de azúcar,ln_wholesale,0.15564924966083307,0.14861553860684049,1.0473282344492936,0.3196022188623119,-0.1356372060085743,0.4469357053302404
Mango de azúcar,mes_factor2,0.04430659114463443,0.0813671485399995,0.5445267769565948,0.5980110575103004,-0.11517301999376461,0.20378620228303346
Mango de azúcar,mes_factor3,0.23012655190475556,0.09412517541365381,2.444899049520107,0.034558101374026706,0.04564120809399411,0.41461189571551704
Mango de azúcar,mes_factor4,0.26524218749875567,0.09463524156169043,2.8027844925597902,0.01870498479567287,0.07975711403784244,0.45072726095966886
Mango de azúcar,mes_factor5,0.17165390643653836,0.09563975783689105,1.7947965398373942,0.10292060134866625,-0.01580001892376809,0.3591078317968448
Mango de azúcar,mes_factor6,0.16583724502966707,0.09771038573529174,1.697232528371534,0.12050349754758455,-0.025675111011504742,0.3573496010708389
Mango de azúcar,mes_factor7,0.3038880900464845,0.10084877437727457,3.013304741906344,0.013043770793571526,0.10622449226702632,0.5015516878259426
Mango de azúcar,mes_factor8,0.7247152690083418,0.10228537875149935,7.0852283860533545,3.354072430864797e-5,0.5242359266554031,0.9251946113612806
Mango de azúcar,mes_factor9,0.9359931605243217,0.1332088366289236,7.026509533535628,3.5988221441478816e-5,0.6749038407316315,1.197082480317012
Mango de azúcar,mes_factor10,0.9240248971220877,0.12912222696701225,7.156203225631748,3.082022086428947e-5,0.6709453322667437,1.1771044619774318
Mango de azúcar,mes_factor11,0.4579527897348213,0.11515891953742127,3.9767027302301843,0.0026148588811832157,0.2322413074414756,0.6836642720281669
Mango de azúcar,mes_factor12,0.11876855307135747,0.10543313292992017,1.1264822525031213,0.2862677100152774,-0.08788038747128604,0.32541749361400096
Manzana roja importada,(Intercept),1.23105994896933,0.33587535110572503,3.6652286180471263,5.978236488049676e-4,0.5727442608021088,1.8893756371365509
Manzana roja importada,ln_wholesale,0.8946349637974045,0.044496587840246744,20.105698149470587,1.3083287799916769e-25,0.8074216516305208,0.9818482759642881
Manzana roja importada,mes_factor2,0.025386325950459684,0.03343039717332289,0.7593785326223318,0.4511916041507865,-0.04013725250925318,0.09090990441017255
Manzana roja importada,mes_factor3,0.043774417886305136,0.03343356121653263,1.3092956984988793,0.19641926087713663,-0.02175536209809882,0.1093041978707091
Manzana roja importada,mes_factor4,0.020510648896518623,0.03514461514410465,0.5836071561011016,0.562108197787868,-0.04837279678592649,0.08939409457896375
Manzana roja importada,mes_factor5,-0.005930374839851404,0.03514610472668707,-0.16873491062434479,0.8666859101273138,-0.07481674010415805,0.06295599042445525
Manzana roja importada,mes_factor6,-0.039259004837283167,0.035134722314511625,-1.117384804862058,0.2691703202679881,-0.10812306057372595,0.029605050899159623
Manzana roja importada,mes_factor7,-0.0439458915904214,0.03511616169653486,-1.251443479791182,0.2165962292671449,-0.11277356851562972,0.024881785334786917
Manzana roja importada,mes_factor8,-0.0502960076144131,0.03509751831593704,-1.4330360101721136,0.15807098261584318,-0.11908714351364971,0.018495128284823505
Manzana roja importada,mes_factor9,-0.02738238611087367,0.03508701709693722,-0.7804136223727011,0.4388265493162882,-0.09615293962087061,0.04138816739912328
Manzana roja importada,mes_factor10,-0.03464105968133002,0.035073769793783634,-0.987662857029691,0.3280733588795215,-0.10338564847714594,0.0341035291144859
Manzana roja importada,mes_factor11,-0.007197463658861289,0.03506719019163743,-0.20524780056594574,0.8382118501547954,-0.07592915643447065,0.06153422911674808
Manzana roja importada,mes_factor12,-0.010841268841351602,0.0350620133306499,-0.30920269007697204,0.7584521946985499,-0.0795628149694254,0.057880277286722195
Manzana royal gala importada,(Intercept),1.2328268801318314,0.4103363155333305,3.004430350088505,0.004150331674422454,0.4285677016865036,2.037086058577159
Manzana royal gala importada,ln_wholesale,0.8935968227503674,0.05431916902343204,16.45085590990706,8.122533228907402e-22,0.7871312514644406,1.0000623940362943
Manzana royal gala importada,mes_factor2,0.029194321111406688,0.03979300382801015,0.7336546202339446,0.46658554958206033,-0.0487999663914932,0.10718860861430657
Manzana royal gala importada,mes_factor3,0.055812350600249416,0.03981293630410162,1.4018647148740824,0.1671333082982696,-0.02222100455578975,0.13384570575628857
Manzana royal gala importada,mes_factor4,0.03206307457861402,0.04189188316114704,0.7653767784865584,0.447645097611864,-0.05004501641723417,0.11417116557446222
Manzana royal gala importada,mes_factor5,-0.004379861258525434,0.04184510247410853,-0.10466843189679016,0.9170576639226431,-0.08639626210777816,0.07763653959072729
Manzana royal gala importada,mes_factor6,-0.04727368727821511,0.04179450135254583,-1.1310982485339671,0.2634099498808425,-0.12919090992920496,0.03464353537277472
Manzana royal gala importada,mes_factor7,-0.05854871951393934,0.04175918210105565,-1.4020561842483803,0.1670764401195204,-0.1403967164320084,0.02329927740412973
Manzana royal gala importada,mes_factor8,-0.0689671953382109,0.04173977864030463,-1.6523133946765838,0.10473765739868474,-0.15077716147320797,0.012842770796786168
Manzana royal gala importada,mes_factor9,-0.05022333872210802,0.04173262042174332,-1.2034551919951066,0.23446733567697817,-0.13201927474872494,0.031572597304508884
Manzana royal gala importada,mes_factor10,-0.06010858161948224,0.04173381466971895,-1.4402848648076156,0.15601949614442748,-0.14190685837213138,0.021689695133166903
Manzana royal gala importada,mes_factor11,-0.03724631803243534,0.04174482293062935,-0.8922380170190317,0.37653941663448287,-0.11906617097646888,0.04457353491159819
Manzana royal gala importada,mes_factor12,-0.046862886935095056,0.04177575987781954,-1.1217722208322172,0.2673177602120968,-0.12874337629562135,0.03501760242543125
Manzana verde importada,(Intercept),3.2211313275177575,0.36079275683874923,8.927926812448158,6.324291351505478e-12,2.513977524113809,3.928285130921706
Manzana verde importada,ln_wholesale,0.6224289978279335,0.04710951685436302,13.212383386400354,6.211725158482287e-18,0.5300943447933819,0.7147636508624851
Manzana verde importada,mes_factor2,0.028086787062279545,0.0475477239748534,0.590707287632397,0.5573773709921914,-0.06510675192843311,0.1212803260529922
Manzana verde importada,mes_factor3,0.051433098923014495,0.04756399656725137,1.0813451903750886,0.2847315923929448,-0.041792334348798185,0.14465853219482716
Manzana verde importada,mes_factor4,0.01048237556874902,0.04995065941895642,0.2098545983313071,0.834633932246047,-0.08742091689240555,0.1083856680299036
Manzana verde importada,mes_factor5,-0.026200001865962233,0.04991274347728882,-0.5249160843639801,0.6019613900282117,-0.12402897908144832,0.07162897534952385
Manzana verde importada,mes_factor6,-0.07005929858081891,0.049877810166174354,-1.404618573818845,0.16631682759424252,-0.16781980650652065,0.02770120934488282
Manzana verde importada,mes_factor7,-0.08414673877831985,0.04986518287158864,-1.6874848127001172,0.09773977370393722,-0.18188249720663358,0.013589019649993886
Manzana verde importada,mes_factor8,-0.09390743778297307,0.049872823826489644,-1.882938052789678,0.06553287454420743,-0.19165817248289277,0.003843296916946626
Manzana verde importada,mes_factor9,-0.06982617522485902,0.04987883349473276,-1.3999159629952598,0.16771295829264896,-0.16758868887453524,0.027936338424817186
Manzana verde importada,mes_factor10,-0.07634375095233331,0.04989524891466666,-1.5300805710559777,0.13229950374531538,-0.17413843882507996,0.021450936920413333
Manzana verde importada,mes_factor11,-0.05416111253176874,0.049931636621253384,-1.0847053330656315,0.28325475936115085,-0.15202712030942536,0.04370489524588789
Manzana verde importada,mes_factor12,-0.064569288517599,0.050004039961601285,-1.291281435803638,0.20254413621546716,-0.1625772068423375,0.03343862980713952
Maracuyá,(Intercept),0.47355076273459595,0.981036684145923,0.4827044394847097,0.631412357656032,-1.449281138191413,2.396382663660605
Maracuyá,ln_wholesale,0.9682989810945535,0.14199972692566518,6.819020022492325,1.1519277611366101e-8,0.6899795163202498,1.2466184458688572
Maracuyá,mes_factor2,0.16976524029747567,0.08904668001989806,1.906474674401567,0.06234387367109473,-0.004766252541524518,0.34429673313647585
Maracuyá,mes_factor3,0.41094424748334196,0.08900343399234341,4.617172945469652,2.747374731841397e-5,0.23649751685834888,0.5853909781083351
Maracuyá,mes_factor4,0.35355558892710215,0.09385523189728988,3.7670312222339866,4.3630106990885485e-4,0.169599334408414,0.5375118434457903
Maracuyá,mes_factor5,0.15112898450860013,0.0941141642199313,1.6058048834757048,0.11461487684526844,-0.03333477736246521,0.33559274637966546
Maracuyá,mes_factor6,0.09950048159630562,0.09387284525663404,1.0599495660783103,0.29426110697752245,-0.08449029510669712,0.2834912582993083
Maracuyá,mes_factor7,0.1865219506195966,0.09371752549850162,1.990256887678695,0.05204394478699998,0.002835600642533409,0.37020830059665977
Maracuyá,mes_factor8,0.11154670950058083,0.09357244777154415,1.1920892544450754,0.23885350925468274,-0.0718552881316457,0.29494870713280735
Maracuyá,mes_factor9,0.23443256074193278,0.09339156685915971,2.510211238831357,0.015347367519416346,0.05138508969797975,0.4174800317858858
Maracuyá,mes_factor10,0.3261635839155237,0.09339092255773966,3.4924548872923973,0.0010107481673134273,0.14311737570235397,0.5092097921286934
Maracuyá,mes_factor11,0.30788901775565364,0.09439261750794983,3.2617912913552054,0.001997782649864401,0.12287948744007196,0.49289854807123534
Maracuyá,mes_factor12,0.29057908260743387,0.09759217416940408,2.9774834414800107,0.00447209787668181,0.09929842123540189,0.48185974397946585
Mora de Castilla,(Intercept),0.38352339117066525,1.3724042467031743,0.27945366104190894,0.7810494571924037,-2.3063889323675566,3.0734357147088867
Mora de Castilla,ln_wholesale,1.0269252576342547,0.192804712153705,5.326245640799401,2.3873245939744667e-6,0.6490280218129929,1.4048224934555165
Mora de Castilla,mes_factor2,0.007624686328284129,0.08463935045381825,0.09008441448808596,0.9285800391575441,-0.15826844056119962,0.1735178132177679
Mora de Castilla,mes_factor3,0.02629527604939902,0.08463643238645355,0.31068507152255276,0.7573315406074066,-0.13959213142804994,0.19218268352684797
Mora de Castilla,mes_factor4,0.18076730326107912,0.08914003019468553,2.027902647848288,0.04791548729751025,0.006052844079495495,0.3554817624426627
Mora de Castilla,mes_factor5,0.22194660333311494,0.09035112389336693,2.456489679033301,0.01754575279663049,0.04485840050211576,0.39903480616411413
Mora de Castilla,mes_factor6,0.0803341958284958,0.09186203262680351,0.8745092344609832,0.3860223310692328,-0.09971538812003908,0.26038377977703064
Mora de Castilla,mes_factor7,0.07921402758160685,0.09161000837970452,0.8646874831981359,0.39133998501511136,-0.100341588842614,0.2587696440058277
Mora de Castilla,mes_factor8,0.1022057719794785,0.09231843668085976,1.1071003328706568,0.27354840481479836,-0.07873836391500663,0.28314990787396366
Mora de Castilla,mes_factor9,0.07032836618155777,0.0928655103717572,0.7573141621687187,0.4524159572580345,-0.11168803414708636,0.2523447665102019
Mora de Castilla,mes_factor10,-0.019637754651612122,0.09227562470992348,-0.2128162742148333,0.8323355715731665,-0.20049797908306216,0.1612224697798379
Mora de Castilla,mes_factor11,-0.014123716034405123,0.09179403687183904,-0.1538631104559043,0.8783370177469271,-0.19404002830320966,0.1657925962343994
Mora de Castilla,mes_factor12,-0.02923815167749885,0.08995244679042184,-0.32504009307962634,0.746506908305514,-0.20554494738672566,0.14706864403172795
Naranja Valencia,(Intercept),3.743050580841712,0.7139572693758475,5.24268151806052,6.20685785410481e-6,2.343694332865051,5.142406828818373
Naranja Valencia,ln_wholesale,0.48893435519260803,0.12271978369620795,3.9841526807361554,2.959772995799619e-4,0.24840357914804045,0.7294651312371756
Naranja Valencia,mes_factor2,-0.04695423732093864,0.12009062802641415,-0.3909900222239738,0.6979882726981035,-0.2823318682527104,0.1884233936108331
Naranja Valencia,mes_factor3,-0.04671475660027692,0.12011018187861514,-0.3889325273646446,0.6994969591526676,-0.2821307130823626,0.18870119988180872
Naranja Valencia,mes_factor4,-0.03305339336250895,0.1284201052754708,-0.25738487981774294,0.7982703594627749,-0.2847567997024317,0.21865001297741377
Naranja Valencia,mes_factor5,-0.146493763859775,0.12874149619732705,-1.1378907981249369,0.2622898778556189,-0.398827096406536,0.10583956868698605
Naranja Valencia,mes_factor6,-0.26933966826943695,0.12849508912205362,-2.096108653721383,0.04278572775437859,-0.521190042948662,-0.01748929359021184
Naranja Valencia,mes_factor7,-0.27636476469043614,0.12795258583761226,-2.1598998010183035,0.03715442095995255,-0.5271518329321562,-0.025577696448716103
Naranja Valencia,mes_factor8,-0.20176342194211294,0.12762379467811172,-1.580923231839279,0.12218449832622984,-0.4519060595112119,0.048379215626985994
Naranja Valencia,mes_factor9,-0.044517911952795725,0.12753819682525377,-0.34905552266660833,0.7289744662575939,-0.29449277773029314,0.20545695382470167
Naranja Valencia,mes_factor10,-0.06074255367932075,0.1275613009032952,-0.4761832409138721,0.6366704015784408,-0.31076270344977935,0.18927759609113787
Naranja Valencia,mes_factor11,-0.11996942843706314,0.12749873968086847,-0.9409459947396238,0.35267603209880116,-0.36986695821156534,0.12992810133743904
Naranja Valencia,mes_factor12,-0.13841972988095372,0.12736809012671835,-1.0867692978927461,0.2839845280244249,-0.38806118652932164,0.11122172676741424
Naranja común,(Intercept),3.9640634768830614,0.8866823851250752,4.47066902803521,3.362017367393649e-4,2.226166002037914,5.701960951728209
Naranja común,ln_wholesale,0.46086237636388694,0.16279908405875063,2.8308659046114277,0.011530640692409328,0.14177617160873573,0.7799485811190381
Naranja común,mes_factor2,-0.11614144927458003,0.13918301387228857,-0.8344513173220189,0.41559929022511943,-0.3889401564642656,0.15665725791510554
Naranja común,mes_factor3,-0.08727209479965013,0.13937153100331878,-0.6261830818057955,0.5395124359294343,-0.360440295566155,0.18589610596685469
Naranja común,mes_factor4,-0.13812600624322532,0.15562695083322084,-0.8875455408186299,0.3871701898522546,-0.44315482987633814,0.16690281738988752
Naranja común,mes_factor5,-0.10430657727262464,0.14139729932245484,-0.7376843671869202,0.4707669837780092,-0.38144528394463617,0.17283212939938686
Naranja común,mes_factor6,-0.2277521657221573,0.14141447086870176,-1.6105294198188316,0.12569253857029086,-0.5049245286248127,0.04942019718049814
Naranja común,mes_factor7,-0.22748245642040807,0.13979937896974626,-1.6272064875884547,0.12208436344916411,-0.5014892392011108,0.046524326360294604
Naranja común,mes_factor8,-0.18420338000133515,0.15580964898199673,-1.1822334573298423,0.25338586749857095,-0.48959029200604876,0.12118353200337842
Naranja común,mes_factor9,-0.10139540070008778,0.1560639248847486,-0.6497042847984703,0.5245658415785539,-0.40728069347419504,0.20448989207401946
Naranja común,mes_factor10,-0.143177340046408,0.1558127179373218,-0.9189066331799912,0.3709992508683806,-0.44857026720355875,0.16221558711074271
Naranja común,mes_factor11,-0.1594785178761106,0.15558287004610125,-1.0250390536493832,0.3197103333629568,-0.464420943166469,0.14546390741424783
Naranja común,mes_factor12,-0.14779007168141803,0.15555390412069917,-0.9500891187323918,0.3553797209558309,-0.45267572375798837,0.15709558039515234
Panela redonda morena,(Intercept),1.4385365439610345,0.3405496892106584,4.224160495625,1.2605145300160752e-4,0.771059153108144,2.106013934813925
Panela redonda morena,ln_wholesale,0.8261433343867719,0.04695941808283771,17.5927080895558,5.466991588704071e-21,0.73410287494441,0.9181837938291338
Panela redonda morena,mes_factor2,0.0016161120950351825,0.04375078807523238,0.03693903964098134,0.9707086280811642,-0.08413543253242028,0.08736765672249064
Panela redonda morena,mes_factor3,0.004710904395636319,0.04375079687226372,0.10767585352537536,0.9147655616566468,-0.08104065747400058,0.09046246626527321
Panela redonda morena,mes_factor4,-0.04169436876080987,0.04640546378528905,-0.8984797340615602,0.37405203195531933,-0.13264907777997642,0.04926034025835667
Panela redonda morena,mes_factor5,-0.03550527440032724,0.04640579185169747,-0.7651043756303988,0.44848744785450123,-0.12646062642965428,0.055450077628999804
Panela redonda morena,mes_factor6,-0.03365914148287969,0.046406533372773395,-0.725310404302413,0.47228373535166146,-0.12461594689351554,0.057297663927756155
Panela redonda morena,mes_factor7,-0.030484785606845338,0.046407315693822705,-0.6568961197405171,0.5148313096767054,-0.12144312436673783,0.06047355315304716
Panela redonda morena,mes_factor8,-0.031966032027926264,0.04640889110924367,-0.688791118768173,0.4947422562975997,-0.12292745860204386,0.058995394546191335
Panela redonda morena,mes_factor9,-0.05219515626580337,0.043780018462789345,-1.1922141218411417,0.23987001145096626,-0.13800399245287048,0.03361367992126374
Panela redonda morena,mes_factor10,-0.04947489981420671,0.04378532372783838,-1.1299425378634562,0.2649123922517952,-0.13529413432076995,0.03634433469235652
Panela redonda morena,mes_factor11,-0.05066211290630476,0.043801185666220155,-1.156637934241488,0.2539568846562985,-0.13651243681209627,0.03518821099948674
Panela redonda morena,mes_factor12,-0.0377141071140823,0.04382298474741895,-0.8606010597282185,0.3943441318088231,-0.12360715721902343,0.048178942990858835
Papa Morasurco,(Intercept),7.9138099350435915,NA,NA,NA,NA,NA
Papa Morasurco,ln_wholesale,-0.2898597621865297,NA,NA,NA,NA,NA
Papa Morasurco,mes_factor2,-0.13670996675202834,NA,NA,NA,NA,NA
Papa Morasurco,mes_factor3,-0.019065034768274234,NA,NA,NA,NA,NA
Papa Morasurco,mes_factor4,-0.23026394311980575,NA,NA,NA,NA,NA
Papa Morasurco,mes_factor5,-0.03886239626976884,NA,NA,NA,NA,NA
Papa Morasurco,mes_factor6,-0.07715167533173425,NA,NA,NA,NA,NA
Papa Morasurco,mes_factor7,NA,NA,NA,NA,NA,NA
Papa R-12 negra,(Intercept),1.9144353318692497,1.2252411881423009,1.5624967152564455,0.13773142082914008,-0.48703739688965997,4.31590806062816
Papa R-12 negra,ln_wholesale,0.7663836681540632,0.2035825346836327,3.7644863266145285,0.0016951264580097772,0.36736190017414316,1.1654054361339834
Papa R-12 negra,mes_factor2,-0.04101439025247391,0.1513705743830449,-0.2709535219750606,0.7898912214568745,-0.3377007160432419,0.25567193553829415
Papa R-12 negra,mes_factor3,0.07033246416116586,0.16589381766854702,0.42396073072288265,0.6772394173155329,-0.2548194184691863,0.395484346791518
Papa R-12 negra,mes_factor4,0.12195191367348857,0.18569592528205872,0.6567290773249461,0.5206899190631127,-0.24201209987934652,0.48591592722632365
Papa R-12 negra,mes_factor5,0.18883371634920845,0.18595125333279164,1.015501175521835,0.32497809095858,-0.17563074018306316,0.5532981728814801
Papa R-12 negra,mes_factor6,0.1453568002561612,0.18628895208430107,0.7802760100898689,0.44661886385183414,-0.21976954582906888,0.5104831463413912
Papa R-12 negra,mes_factor7,0.0903672277215836,0.18641067595759317,0.4847749586088158,0.6344059410590701,-0.274997697155299,0.4557321525984662
Papa R-12 negra,mes_factor8,-0.023339580029732063,0.18586708663632717,-0.12557134483631816,0.9016355443882138,-0.3876390698369333,0.34095990977746915
Papa R-12 negra,mes_factor9,-0.12608892500963845,0.18542858784908506,-0.6799864382953644,0.5062333918760908,-0.48952895719384515,0.23735110717456828
Papa R-12 negra,mes_factor10,-0.09352487509549517,0.1856909870279591,-0.503658667512028,0.6213648560784544,-0.45747920967029504,0.2704294594793047
Papa R-12 negra,mes_factor11,-0.0982201456037487,0.18654229925659124,-0.526530154260861,0.6057429753638166,-0.46384305214666754,0.26740276093917015
Papa R-12 negra,mes_factor12,-0.06985215135815555,0.18954438847607558,-0.36852661226091815,0.7173112931747302,-0.44135915277126364,0.3016548500549526
