Demo_Group,Sex,cost_day,Cost_1000kcal,ciudad,fecha,escenario
1 a 3 años,0,NA,NA,BOGOTA,10773,precio_100g
14 a 18 años,0,4067.7219682195337,1480.930934916994,BOGOTA,10773,precio_100g
19 a 30 años,0,3781.927370707376,1341.3320652219604,BOGOTA,10773,precio_100g
31 a 50 años,0,3605.308735644481,1349.8511988644318,BOGOTA,10773,precio_100g
4 a 8 años,0,9931.99718846954,6914.491967113219,BOGOTA,10773,precio_100g
51 a 70 años,0,3464.240123518558,1595.5703407380058,BOGOTA,10773,precio_100g
9 a 13 años,0,3626.176136873527,1807.1178633742925,BOGOTA,10773,precio_100g
>70 años,1,3337.811630155354,2038.8837759013488,BOGOTA,10804,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10804,precio_100g
14 a 18 años,1,3909.0511815279842,1850.0526751883694,BOGOTA,10804,precio_100g
19 a 30 años,1,3347.8277806605056,1647.691769734415,BOGOTA,10804,precio_100g
31 a 50 años,1,3315.531773479347,1730.0053559527346,BOGOTA,10804,precio_100g
4 a 8 años,1,6753.689826056623,5129.754079351309,BOGOTA,10804,precio_100g
51 a 70 años,1,3447.0110828839083,1979.6912629302242,BOGOTA,10804,precio_100g
9 a 13 años,1,3756.821880631957,2074.208934013421,BOGOTA,10804,precio_100g
gestantes < 18 años,1,23760.105282433477,9427.127132953057,BOGOTA,10804,precio_100g
gestantes 19 a 30 años,1,9477.635337287715,3780.7268301348995,BOGOTA,10804,precio_100g
gestantes 31 a 50 años,1,8261.295878082961,3454.4607088130942,BOGOTA,10804,precio_100g
lactantes < 18 años,1,4219.032958690747,1654.2650216545069,BOGOTA,10804,precio_100g
lactantes 19 a 30 años,1,3736.4316293716033,1472.874898011748,BOGOTA,10804,precio_100g
lactantes 31 a 50 años,1,3653.4245792116926,1508.7528664447805,BOGOTA,10804,precio_100g
>70 años,0,3382.4909271123015,1669.794260596576,BOGOTA,10804,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10804,precio_100g
14 a 18 años,0,4192.615794861435,1526.4008890825542,BOGOTA,10804,precio_100g
19 a 30 años,0,3984.6187342166186,1413.2203905564802,BOGOTA,10804,precio_100g
31 a 50 años,0,3776.135980349568,1413.8100378904032,BOGOTA,10804,precio_100g
4 a 8 años,0,9790.558557421404,6816.024734425889,BOGOTA,10804,precio_100g
51 a 70 años,0,3625.3922048363365,1669.794260596576,BOGOTA,10804,precio_100g
9 a 13 años,0,3827.27038678947,1907.3339029510055,BOGOTA,10804,precio_100g
>70 años,1,3487.2379397381596,2130.160010769856,BOGOTA,10835,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10835,precio_100g
14 a 18 años,1,4091.0781565486595,1936.2013277525198,BOGOTA,10835,precio_100g
19 a 30 años,1,3497.53998301326,1721.3752384809156,BOGOTA,10835,precio_100g
31 a 50 años,1,3465.7023115208044,1808.3625706824441,BOGOTA,10835,precio_100g
4 a 8 años,1,6879.382613814592,5225.223831049812,BOGOTA,10835,precio_100g
51 a 70 años,1,3599.558705407065,2067.3025842249926,BOGOTA,10835,precio_100g
9 a 13 años,1,3935.843214439129,2173.049832453628,BOGOTA,10835,precio_100g
gestantes < 18 años,1,23430.861188617237,9296.495307320802,BOGOTA,10835,precio_100g
gestantes 19 a 30 años,1,9669.905930655548,3857.42555984189,BOGOTA,10835,precio_100g
gestantes 31 a 50 años,1,8476.217056707861,3544.3299954249865,BOGOTA,10835,precio_100g
lactantes < 18 años,1,4422.792331764069,1734.1582121107444,BOGOTA,10835,precio_100g
lactantes 19 a 30 años,1,3939.519782369681,1552.930810257828,BOGOTA,10835,precio_100g
lactantes 31 a 50 años,1,3831.164951295683,1582.1542163428398,BOGOTA,10835,precio_100g
>70 años,0,3522.5058174211777,1738.9137542697003,BOGOTA,10835,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10835,precio_100g
14 a 18 años,0,4314.675230371787,1570.8389296760454,BOGOTA,10835,precio_100g
19 a 30 años,0,4253.927102619792,1508.7356965268089,BOGOTA,10835,precio_100g
31 a 50 años,0,3990.939097076864,1494.2337313641744,BOGOTA,10835,precio_100g
4 a 8 años,0,9803.071897314394,6824.736314434464,BOGOTA,10835,precio_100g
51 a 70 años,0,3775.461755006622,1738.9137542697003,BOGOTA,10835,precio_100g
9 a 13 años,0,3992.0300180377867,1989.4424551981801,BOGOTA,10835,precio_100g
>70 años,1,3495.1907295323986,2135.0179284355986,BOGOTA,10865,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10865,precio_100g
14 a 18 años,1,4094.0401240835004,1937.6031502681888,BOGOTA,10865,precio_100g
19 a 30 años,1,3512.0662031820143,1728.5245708195052,BOGOTA,10865,precio_100g
31 a 50 años,1,3480.8456329409523,1816.264177107076,BOGOTA,10865,precio_100g
4 a 8 años,1,7301.0499957022175,5545.500602426829,BOGOTA,10865,precio_100g
51 a 70 años,1,3608.251372609811,2072.294966581081,BOGOTA,10865,precio_100g
9 a 13 años,1,3941.232776991032,2176.0255068797787,BOGOTA,10865,precio_100g
gestantes < 18 años,1,24468.245876290664,9708.091014506686,BOGOTA,10865,precio_100g
gestantes 19 a 30 años,1,9664.143412485484,3855.1268317018967,BOGOTA,10865,precio_100g
gestantes 31 a 50 años,1,8444.001095630818,3530.858891935097,BOGOTA,10865,precio_100g
lactantes < 18 años,1,4399.704000766602,1725.1053749437267,BOGOTA,10865,precio_100g
lactantes 19 a 30 años,1,3909.128439723977,1540.9507581280147,BOGOTA,10865,precio_100g
lactantes 31 a 50 años,1,3816.8321695296013,1576.2352148403656,BOGOTA,10865,precio_100g
>70 años,0,3527.47749146985,1741.3680617522186,BOGOTA,10865,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10865,precio_100g
14 a 18 años,0,4309.733302684931,1569.0397276542633,BOGOTA,10865,precio_100g
19 a 30 años,0,4192.785803240223,1487.05077840762,BOGOTA,10865,precio_100g
31 a 50 años,0,3943.98842822507,1476.6550935044525,BOGOTA,10865,precio_100g
4 a 8 años,0,10689.165717256667,7441.6201580216175,BOGOTA,10865,precio_100g
