model,food,food_key,rmse,mape,n_test,extra
m1_margin_best,"Carne de cerdo, costilla",CARNE DE CERDO COSTILLA,265.9855059895453,0.03049751897340255,19,best=Q2
m1_margin_best,"Carne de cerdo, espinazo",CARNE DE CERDO ESPINAZO,385.3443292351121,0.04752081153783693,19,best=Q1
m1_margin_best,"Carne de res, cadera",CARNE DE RES CADERA,378.4209297337221,0.02609742145623272,19,best=Q2
m1_margin_best,"Carne de res, costilla",CARNE DE RES COSTILLA,89.78779778164846,0.0198568925521506,19,best=Q2
m1_margin_best,"Carne de res, falda",CARNE DE RES FALDA,492.1159311917593,0.03684235604288356,19,best=Q2
m1_margin_best,"Carne de res, lomo de brazo",CARNE DE RES LOMO DE BRAZO,293.5121663664305,0.02603357193310758,13,best=Q2
m1_margin_best,"Carne de res, lomo fino",CARNE DE RES LOMO FINO,808.0040352810203,0.0937662173736403,13,best=Q1
m1_margin_best,"Carne de res, pecho",CARNE DE RES PECHO,332.6400828724498,0.02161637299665416,19,best=Q1
m1_margin_best,"Carne de res, punta de anca",CARNE DE RES PUNTA DE ANCA,263.8951283860793,0.01649863711727622,19,best=Q1
m1_margin_best,Cebolla cabezona blanca bogotana,CEBOLLA CABEZONA BLANCA BOGOTANA,296.9608772122946,0.1751957353340109,19,best=Q2
m1_margin_best,Cebolla cabezona blanca importada,CEBOLLA CABEZONA BLANCA IMPORTADA,113.337111546997,0.07587379346351478,9,best=Q1
m1_margin_best,Cebolla cabezona blanca pastusa,CEBOLLA CABEZONA BLANCA PASTUSA,286.3086145724588,0.1672017094568232,19,best=Q2
m1_margin_best,Cebolla cabezona roja importada,CEBOLLA CABEZONA ROJA IMPORTADA,276.2478735340161,0.1741533991571239,12,best=Q3
m1_margin_best,Curuba,CURUBA,207.5992233448182,0.09770810521319853,19,best=Q2
m1_margin_best,Fríjol verde cargamanto,FRIJOL VERDE CARGAMANTO,367.2168267973939,0.07070952147817569,19,best=Q2
m1_margin_best,Habichuela,HABICHUELA,213.1781010806482,0.1140359766686179,19,best=Q2
m1_margin_best,Harina de trigo,HARINA DE TRIGO,18.49733987301849,0.0104307200262051,19,best=Q2
m1_margin_best,Harina precocida de maíz,HARINA PRECOCIDA DE MAIZ,170.1592889963943,0.1015701878819195,19,best=Q1
m1_margin_best,Huevo blanco extra,HUEVO BLANCO EXTRA,52.27183638862981,0.01469844368652982,12,best=Q1
m1_margin_best,Huevo rojo A,HUEVO ROJO A,76.20712688108786,0.0169836073754897,19,best=Q2
m1_margin_best,Huevo rojo AA,HUEVO ROJO AA,61.83500410561437,0.01304238961434247,19,best=Q1
m1_margin_best,Huevo rojo extra,HUEVO ROJO EXTRA,55.89610918534437,0.01420892164738398,15,best=Q2
m1_margin_best,Leche en polvo,LECHE EN POLVO,212.4618958250316,0.01537937070537711,19,best=Q3
m1_margin_best,Lechuga Batavia,LECHUGA BATAVIA,116.3003622254088,0.09910255990775613,19,best=Q2
m1_margin_best,Lenteja importada,LENTEJA IMPORTADA,206.1573785362796,0.05894784454621929,19,best=Q1
m1_margin_best,Limón Tahití,LIMON TAHITI,334.0729384482424,0.2210212105495471,19,best=Q1
m1_margin_best,Lomitos de atún en lata,LOMITOS DE ATUN EN LATA,799.960099874245,0.05337420567126535,19,best=Q3
m1_margin_best,Lulo,LULO,181.099043926639,0.0925346209932515,19,best=Q2
m1_margin_best,Mango común,MANGO COMUN,695.5333812885506,0.2719601154176929,12,best=Q2
m1_margin_best,Mango de azúcar,MANGO DE AZUCAR,409.4675980822276,0.1774349007865237,8,best=Q2
m1_margin_best,Manzana roja importada,MANZANA ROJA IMPORTADA,114.8287493005209,0.02599236250157075,19,best=Q1
m1_margin_best,Manzana royal gala importada,MANZANA ROYAL GALA IMPORTADA,197.0507102781614,0.04727757299025933,19,best=Q2
m1_margin_best,Manzana verde importada,MANZANA VERDE IMPORTADA,377.4529128041283,0.102931396864232,19,best=Q1
m1_margin_best,Maracuyá,MARACUYA,240.6626103040623,0.1099977452863461,19,best=Q3
m1_margin_best,Margarina,MARGARINA,167.9166460945509,0.03986395891914929,19,best=Q3
m1_margin_best,Mora de Castilla,MORA DE CASTILLA,241.4235675547847,0.09175638102317807,19,best=Q3
m1_margin_best,Naranja Sweet,NARANJA SWEET,37.84220835976163,0.04205298765424881,16,best=Q3
m1_margin_best,Naranja Valencia,NARANJA VALENCIA,192.0368104821152,0.1889551205022862,16,best=Q3
m1_margin_best,Naranja común,NARANJA COMUN,134.6501479582044,0.1780455037083545,10,best=Q3
m1_margin_best,Panela redonda morena,PANELA REDONDA MORENA,218.1892187969428,0.05891285288121825,19,best=Q1
m1_margin_best,Papa Betina,PAPA BETINA,167.1070729949845,0.1534938614322293,16,best=Q1
m1_margin_best,Papa R-12 negra,PAPA R 12 NEGRA,41.31953094961766,0.04947271441854392,9,best=Q2
m1_margin_best,Papa capira,PAPA CAPIRA,134.4427074921348,0.1317211168637778,19,best=Q1
m1_margin_best,Papa criolla limpia,PAPA CRIOLLA LIMPIA,276.9704001518904,0.1977955754652945,19,best=Q1
m1_margin_best,Papa criolla sucia,PAPA CRIOLLA SUCIA,309.9712877755821,0.1997581055484863,19,best=Q2
m1_margin_best,Papa nevada,PAPA NEVADA,289.8489075064798,0.2236391348196999,16,best=Q2
m1_margin_best,Papa parda pastusa,PAPA PARDA PASTUSA,154.0927579039362,0.1678051411087724,19,best=Q1
m1_margin_best,Papa suprema,PAPA SUPREMA,154.3638020126091,0.1656747253639325,19,best=Q1
m1_margin_best,Papa única,PAPA UNICA,166.7720107484665,0.1992832573897891,19,best=Q1
m1_margin_best,Pastas alimenticias,PASTAS ALIMENTICIAS,372.7422684403281,0.1171676760257564,19,best=Q3
